cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,chbal,chcic,chitem,chcoin,chus,chusfbk,chnus,chnusfbk,chfrb,chbalni
"24015","10119","533124","2008130","The Harbor Bank of Maryland","Baltimore","MD","21201","12/31/2014","2/18/2015","NM","25 West Fayette Street","HARBOR BANKSHARES CORPORATION","7","0","0","4","0","Baltimore City","12580","Baltimore-Columbia-Towson, MD","9/13/1982","9/13/1982","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","http://www.theharborbank.com","30458","593","0","593","19840","0","0","0","10025","19390"
"20993","9903","526854","1097838","The Hardin County Bank","Savannah","TN","38372","12/31/2014","2/18/2015","NM","235 Wayne Road","HARDIN COUNTY BANCSHARES, INC.","5","0","0","4","0","Hardin","","","3/12/1973","3/12/1973","7/9/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","www.hardincountybank.com","7356","2530","1","2529","3515","0","0","0","1311","2896"
"28080","866","653778","0","The Harrison Building and Loan Association","Harrison","OH","45030","12/31/2014","2/18/2015","SA","10490 New Haven Road","","3","0","0","5","0","Hamilton","17140","Cincinnati, OH-KY-IN","1/1/1916","4/2/1958","11/21/2014","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","www.bankhbl.com","10566","935","0","935","9631","9631","0","0","0","935"
"9030","11662","104234","1249178","The Harrison County Bank","Lost Creek","WV","26385","12/31/2014","2/18/2015","NM","Main Street","HARRISON BANKSHARES, INC.","5","0","0","5","0","Harrison","","","2/1/1911","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","www.hcbwv.com","10489","","","","","","","","","1512"
"9079","14315","800134","1209604","The Harvard State Bank","Harvard","IL","60033","12/31/2014","2/18/2015","NM","33-35 North Ayer Street","HARVARD BANCSHARES, INC.","6","0","0","4","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/1/1866","1/1/1934","7/2/2009","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.webhsb.com","6093","","","","","","","","","4013"
"11407","10657","750341","1136287","The Hastings City Bank","Hastings","MI","49058","12/31/2014","2/18/2015","NM","150 West Court Street","HCB FINANCIAL CORP.","8","0","0","8","0","Barry","24340","Grand Rapids-Wyoming, MI","1/1/1886","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","http://www.hastingscitybank.com","46031","","","","","","","","","9175"
"3677","13778","940731","2909853","The Havana National Bank","Havana","IL","62644","12/31/2014","2/18/2015","N","112 South Orange Street","COMMUNITY INVESTMENT GROUP, LTD.","5","0","0","2","0","Mason","","","3/30/1875","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","http://www.havanabank.com","4093","","","","","","","","","1465"
"26189","0","17110","4046640","The Haverford Trust Company","Radnor","PA","19087","12/31/2014","2/18/2015","SM","3 Radnor Corp Ctr, # 450","DREXEL MORGAN & CO.","1","0","0","8","1","Delaware","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","2/1/1985","4/1/1987","3/31/2006","Stock","0","1","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","http://www.haverfordquality.com","27921","","","","","","","","","4303"
"17403","0","861153","1063945","The Haviland State Bank","Haviland","KS","67059","12/31/2014","2/18/2015","NM","209 North Main Street","HAVILAND BANCSHARES, INC.","2","0","0","2","0","Kiowa","","","8/31/1903","2/24/1955","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.havilandstatebank.com","4196","","","","","","","","","1004"
"15384","12672","896427","2513157","The Henry County Bank","Napoleon","OH","43545","12/31/2014","2/18/2015","NM","122 East Washington Street","COMUNIBANC CORP.","6","0","0","8","0","Henry","","","5/11/1936","5/11/1936","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","http://www.thehenrycountybank.com","8773","","","","","","","","","1665"
"193","0","507330","1086748","The Heritage Bank","Hinesville","GA","31313","12/31/2014","2/18/2015","NM","300 South Main Street","LIBERTY SHARES, INC.","21","0","0","4","0","Liberty","25980","Hinesville, GA","11/15/1911","1/1/1934","6/12/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","http://www.the-heritage-bank.com","86608","16695","99","16596","7033","0","0","0","62880","17517"
"19809","10480","96553","2625247","The Hershey State Bank","Hershey","NE","69143","12/31/2014","2/18/2015","NM","100 S. Lincoln Ave","AMERIGROUP, INC.","3","0","0","2","0","Lincoln","","","3/27/1968","3/27/1968","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","WWW.HERSHEYSTATEBANK.COM","5680","","","","","","","","","3245"
"16370","13352","892223","1071333","The Hicksville Bank","Hicksville","OH","43526","12/31/2014","2/18/2015","NM","144-146 East High Street","EMPIRE BANCSHARES, INC.","3","0","1","4","0","Defiance","","","1/9/1946","2/7/1946","1/4/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","www.thehicksvillebank.com","4322","","","","","","","","","3275"
"310","0","499538","1086177","The Highlands Bank","Jackson","LA","70748","12/31/2014","2/18/2015","NM","Erin And Church Streets","BOJ BANCSHARES, INC.","5","0","0","4","1","East Feliciana","12940","Baton Rouge, LA","1/1/1904","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.thbank.net","6919","","","","","","","","","2131"
"9274","11615","419947","1492527","The Hill-Dodge Banking Company","Warsaw","IL","62379","12/31/2014","2/18/2015","NM","501 Main Street","GREAT RIVER BANCSHARES, INC.","1","0","0","2","1","Hancock","","","1/1/1864","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","KANSAS CITY","Springfield Il","Chicago","Central","Central","http://www.hilldodge.com","13402","","","","","","","","","8880"
"18858","13102","230610","2170868","The Hocking Valley Bank","Athens","OH","45701","12/31/2014","2/18/2015","SM","Stimson And Palmer Streets","HOCKING VALLEY BANCSHARES, INC.","7","0","0","4","0","Athens","","","2/12/1919","8/9/1963","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","http://www.hvbonline.com","19872","","","","","","","","","3333"
"29695","3901","468673","0","THE HOME LOAN SAVINGS BANK","Coshocton","OH","43812","12/31/2014","2/18/2015","SB","413 Main Street","","4","0","0","4","0","Coshocton","","","1/1/1882","12/16/1936","3/19/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.homeloansavingsbank.com","13056","","","","","","","","","4707"
"14225","0","696645","1133183","The Home National Bank of Thorntown","Thorntown","IN","46071","12/31/2014","2/18/2015","N","117 East Main Street","HOME NATIONAL CORPORATION","2","0","0","2","0","Boone","26900","Indianapolis-Carmel-Anderson, IN","5/31/1901","4/6/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","http://www.thehomenationalbank.com","5116","","","","","","","","","5016"
"29571","3681","296474","0","The Home Savings and Loan Company of Kenton, Ohio","Kenton","OH","43326","12/31/2014","2/18/2015","SA","116 East Franklin Street","","1","0","0","8","0","Hardin","","","1/1/1888","1/7/1936","7/21/2011","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.hslc-kenton.com","4202","","","","","","","","","398"
"28114","919","932277","0","The Home Savings and Loan Company of Youngstown, Ohio","Youngstown","OH","44503","12/31/2014","2/18/2015","SB","275 West Federal Street","","32","0","1","5","0","Mahoning","49660","Youngstown-Warren-Boardman, OH-PA","1/1/1889","11/3/1936","8/20/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.homesavings.com","32981","21531","9201","12330","6126","0","0","0","5324","23337"
"16902","0","89751","3234105","The Home State Bank","Loveland","CO","80537","12/31/2014","2/18/2015","NM","2695 West Eisenhower Blvd","HOME STATE BANCORP","11","0","0","4","1","Larimer","22660","Fort Collins, CO","4/1/1950","4/1/1950","3/21/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","www.homestatebank.com","14663","11579","7238","4341","1716","0","0","0","1369","12781"
"963","0","60545","1427033","The Home Trust & Savings Bank","Osage","IA","50461","12/31/2014","2/18/2015","SM","628 Main Street","HTB, INC.","1","0","0","2","1","Mitchell","","","12/1/1899","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.hometrustbank.com","14191","","","","","","","","","7897"
"57540","0","3217331","3451603","The Hometown Bank of Alabama","Oneonta","AL","35121","12/31/2014","2/18/2015","NM","2002 2nd Avenue, East","HOMETOWN BANCORP OF ALABAMA, INC.","3","0","0","8","0","Blount","13820","Birmingham-Hoover, AL","10/20/2003","10/20/2003","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","www.HomeTownBankAlabama.com","23844","2772","0","2772","18908","0","0","0","2164","9793"
"15345","0","77253","3048991","The Hondo National Bank","Hondo","TX","78861","12/31/2014","2/18/2015","N","1112 Eighteenth Street","TEXAS HERITAGE BANCSHARES, INC.","4","0","0","8","1","Medina","41700","San Antonio-New Braunfels, TX","1/1/1934","1/1/1934","5/3/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","www.hondonationalbank.com","9575","","","","","","","","","4198"
"7526","11345","465618","1144107","The Honesdale National Bank","Honesdale","PA","18431","12/31/2014","2/18/2015","N","733 Main Street","HONAT BANCORP, INC.","11","0","0","4","0","Wayne","","","12/26/1836","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","http://www.hnbbank.com","18258","6469","3857","2612","11297","0","0","0","492","6646"
"12585","0","877958","1992661","The Hopeton State Bank","Hopeton","OK","73746","12/31/2014","2/18/2015","NM","U.S. Highway 281","HOPETON BANCSHARES, INC.","1","0","0","2","0","Woods","","","1/1/1919","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.hopetonbank.com","63","","","","","","","","","62"
"4693","0","998358","1062863","The Howard State Bank, Howard, Kansas","Howard","KS","67349","12/31/2014","2/18/2015","NM","100 South Wabash Street","ELK COUNTY BANKSHARES, INC.","4","0","0","2","1","Elk","","","8/30/1877","1/1/1934","6/24/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","","19506","","","","","","","","","2908"
"6560","0","12311","1068191","The Huntington National Bank","Columbus","OH","43216","12/31/2014","2/18/2015","N","17 South High Street","HUNTINGTON BANCSHARES INCORPORATED","756","2","1","4","0","Franklin","18140","Columbus, OH","1/6/1866","1/1/1934","9/12/2014","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.Huntington.com","1206643","691148","295725","395423","88179","0","22259","0","405057","713954"
"4241","9416","237954","2107499","The Idabel National Bank","Idabel","OK","74745","12/31/2014","2/18/2015","N","1201 Southeast Washington","SOUTHEAST CAPITAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN","1","0","0","8","1","Mccurtain","","","2/14/1921","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.idabelnational.com","5495","","","","","","","","","2841"
"14907","14534","504647","0","The International Bank of Amherst","Amherst","WI","54406","12/31/2014","2/18/2015","NM","103 South Main Street","","1","0","0","8","1","Portage","","","4/1/1893","6/30/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","www.internationalbank-amherst.com","3657","","","","","","","","","1164"
"11317","0","233442","3217180","The Iuka State Bank","Iuka","IL","62849","12/31/2014","2/18/2015","NM","303 North Main","IUKA BANCSHARES INC","3","0","0","2","0","Marion","","","12/10/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.iukabank.com","9062","","","","","","","","","1149"
"3275","10209","924058","1104503","The Jacksboro National Bank","Jacksboro","TX","76458","12/31/2014","2/18/2015","N","910 N Main Street","JACKSBORO NATIONAL BANCSHARES, INC.","2","0","0","8","1","Jack","","","1/1/1905","1/1/1934","8/17/2009","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.mybanktexas.com","4404","","","","","","","","","2258"
"34941","0","2737775","4131667","The Jacksonville Bank","Jacksonville","FL","32202","12/31/2014","2/18/2015","NM","10325 San Jose Boulevard","CAPGEN CAPITAL GROUP IV LP","9","0","0","4","0","Duval","27260","Jacksonville, FL","5/28/1999","5/28/1999","11/17/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","http://www.jaxbank.com","23660","6406","4248","2158","11937","0","0","0","5317","12995"
"2244","13798","785857","1104978","The James Polk Stone Community Bank","Portales","NM","88130","12/31/2014","2/18/2015","NM","109 East Second Street","JAMES POLK STONE COMMUNITY BANCSHARES, INC.","8","0","0","8","1","Roosevelt","","","7/30/1906","1/1/1934","9/3/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","www.jpstonecb.com","31507","","","","","","","","","11505"
"17573","0","232258","0","The Jamestown State Bank","Jamestown","KS","66948","12/31/2014","2/18/2015","NM","422 Walnut Street","","2","0","0","2","0","Cloud","","","1/1/1898","3/30/1956","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.jamestownstatebank.com","435","","","","","","","","","424"
"11445","0","703039","1137033","The Jefferson Bank","Fayette","MS","39069","12/31/2014","2/18/2015","NM","1445 Main Street","SOUTHEAST ARKANSAS BANK CORPORATION","4","0","0","2","0","Jefferson","","","1/3/1901","1/1/1934","6/4/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","www.thejeffersonbank.com","3078","","","","","","","","","2317"
"5473","11830","469559","1061156","The Jones National Bank and Trust Company of Seward","Seward","NE","68434","12/31/2014","2/18/2015","N","510 Bradford Street","JONES NATIONAL CORPORATION","2","0","0","2","1","Seward","30700","Lincoln, NE","10/1/1883","1/1/1934","3/25/2013","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","www.jonesbank.com","7800","","","","","","","","","5298"
"7614","11076","215710","1117512","The Juniata Valley Bank","Mifflintown","PA","17059","12/31/2014","2/18/2015","NM","1 S Main St","JUNIATA VALLEY FINANCIAL CORP.","12","0","0","8","0","Juniata","","","1/1/1867","1/1/1934","6/3/2010","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","http://www.jvbonline.com","6767","6423","2692","3731","336","0","0","0","8","6749"
"10505","52172","287959","0","The Kansas State Bank","Ottawa","KS","66067","12/31/2014","2/18/2015","NM","236 North Main Street","","3","0","0","7","1","Franklin","","","11/20/1917","1/1/1934","5/22/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.MyKansasStateBank.com","3078","746","0","746","1987","0","0","0","345","2060"
"1865","13613","582654","0","The Kansas State Bank Overbrook Kansas","Overbrook","KS","66524","12/31/2014","2/18/2015","NM","400 Maple Street","","2","0","0","2","0","Osage","45820","Topeka, KS","1/1/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.theksb.com","1657","","","","","","","","","1650"
"3279","0","979759","0","The Karnes County National Bank of Karnes City","Karnes City","TX","78118","12/31/2014","2/18/2015","N","311 East Calvert Street","","1","0","0","7","0","Karnes","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","www.kcnb.com","12899","","","","","","","","","5421"
"15194","53339","5751","1061594","The Kearny County Bank","Lakin","KS","67860","12/31/2014","2/18/2015","NM","221 North Main Street","LAKIN BANCSHARES, INC.","2","0","0","2","1","Kearny","","","1/1/1888","6/26/1935","10/19/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.kearnycountybank.com","5108","","","","","","","","","4126"
