cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,intinc,ilndom,ilnfor,ils,ichbal,isc,itrade,ifrepo,IOTHII
"8537","10311","748254","1128228","BankCherokee","Saint Paul","MN","55107","12/31/2014","2/18/2015","NM","607 South Smith Avenue","CHEROKEE BANCSHARES, INC.","4","0","0","4","1","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/15/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.bankcherokee.com","7607","6432","","0","82","1090","0","0","3"
"57484","0","3142358","1201671","Bankers Trust Company","Cedar Rapids","IA","52401","12/31/2014","2/18/2015","NM","221 Third Avenue, Southeast","BTC FINANCIAL CORPORATION","3","0","0","4","0","Linn","16300","Cedar Rapids, IA","12/16/2002","12/16/2002","9/23/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","www.bankerstrust.com","17489","16514","","0","51","813","0","0","111"
"953","11653","811046","1201671","Bankers Trust Company","Des Moines","IA","50309","12/31/2014","2/18/2015","NM","453 7th Street","BTC FINANCIAL CORPORATION","23","0","1","4","0","Polk","19780","Des Moines-West Des Moines, IA","6/1/1917","1/1/1934","12/31/2009","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.bankerstrust.com","104459","93031","","4","646","10405","0","26","347"
"23537","0","408642","1209958","Bankers' Bank","Madison","WI","53717","12/31/2014","2/18/2015","SM","7700 Mineral Point Road","BANKERS' BANCORPORATION, INC.","1","0","0","7","0","Dane","31540","Madison, WI","9/1/1981","9/1/1981","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","www.bankersbankusa.com","4531","2754","","559","424","148","16","593","37"
"27351","0","1218446","1250754","Bankers' Bank of Kansas","Wichita","KS","67208","12/31/2014","2/18/2015","SM","555 N Woodlawn St","BBOK BANCSHARES, INC.","1","0","0","4","0","Sedgwick","48620","Wichita, KS","10/5/1988","10/5/1988","12/27/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.bbok.com","5145","4665","","171","3","153","0","144","9"
"23210","0","732758","2249401","Bankers' Bank of the West","Denver","CO","80202","12/31/2014","2/18/2015","SM","1099 18th St., Suite 2700","BANKERS' BANK OF THE WEST BANCORP, INC.","1","0","0","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","10/1/1980","10/1/1980","12/13/2011","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","www.bbwest.com","8933","8040","","75","224","443","0","108","43"
"34858","0","2722173","0","Bankers' Bank, Northeast","Glastonbury","CT","6033","12/31/2014","2/18/2015","SM","43 Western Blvd, # 125","","1","0","0","7","0","Hartford","25540","Hartford-West Hartford-East Hartford, CT","9/8/1998","9/8/1998","1/23/2012","Stock","0","0","FED","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","http://www.bankersbanknortheast.com","2041","1244","","0","140","620","0","2","35"
"28808","2402","454676","0","BankFinancial, FSB","Olympia Fields","IL","60461","12/31/2014","2/18/2015","SA","21110 South Western Avenue","","22","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","4/3/1935","7/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.bankfinancial.com","49661","48114","","0","774","745","0","0","28"
"20130","11510","117458","2834076","BankFirst","Norfolk","NE","68701","12/31/2014","2/18/2015","NM","13th St. & Norfolk Ave.","NORTH CENTRAL BANCORP, INC.","8","0","0","2","0","Madison","","","2/9/1970","2/9/1970","10/5/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","www.bankfirstonline.com","11830","9840","","0","0","1946","0","0","44"
"8870","10529","914648","1247455","BankFirst Financial Services","Macon","MS","39341","12/31/2014","2/18/2015","SM","110 South Jefferson Street","BANKFIRST CAPITAL CORPORATION","11","0","1","4","0","Noxubee","","","6/1/1888","1/1/1934","12/14/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","http://www.bankfirstfs.com","29116","26879","","0","25","2105","0","29","78"
"26536","13786","331375","0","BankGloucester","Gloucester","MA","1930","12/31/2014","2/18/2015","SB","160 Main Street","","2","0","0","4","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1887","2/10/1986","7/15/2009","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","http://www.bankgloucester.com","8002","7549","","0","1","425","0","7","20"
"17282","0","737548","1204337","BankIowa of Cedar Rapids","Cedar Rapids","IA","52402","12/31/2014","2/18/2015","NM","7045 C Avenue Northeast","FIDELITY BAN CORPORATION","11","0","0","2","1","Linn","16300","Cedar Rapids, IA","1/1/1881","12/11/1953","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","http://www.bankiowa.com","19425","17251","","0","43","2093","0","0","38"
"30817","5964","379171","0","BankLiberty","Liberty","MO","64068","12/31/2014","2/18/2015","SA","16 West Franklin Street","","12","0","0","4","0","Clay","28140","Kansas City, MO-KS","12/5/1955","12/5/1955","12/7/2013","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.banklibertykc.com","20153","19140","","0","0","659","0","0","354"
"18129","7941","546003","3297481","BankNewport","Newport","RI","2840","12/31/2014","2/18/2015","SB","10 Washington Square","OCEANPOINT FINANCIAL PARTNERS, MHC","15","0","0","4","0","Newport","39300","Providence-Warwick, RI-MA","1/1/1819","1/2/1960","3/7/2014","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.banknewport.com","43856","38720","","0","7","4976","0","0","153"
"11739","14017","855741","1210048","BankOrion","Orion","IL","61273","12/31/2014","2/18/2015","NM","1114 Fourth Street","ORION BANCORPORATION, INC.","9","0","1","4","0","Henry","19340","Davenport-Moline-Rock Island, IA-IL","5/21/1890","1/1/1934","12/9/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://WWW.BANKORION.COM","14778","10330","","0","18","4423","0","0","7"
"30692","5756","364270","0","BankPacific, Ltd","Hagatna","GU","96910","12/31/2014","2/18/2015","SA","151 Aspinal Ave","","0","0","1","6","0","Guam","","","1/1/1953","6/23/1954","2/15/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","West","www.bankpacific.com","6208","5966","156","0","17","68","0","0","1"
"5903","9754","121642","1097306","BankPlus","Belzoni","MS","39038","12/31/2014","2/18/2015","NM","202 Jackson Street","BANCPLUS CORPORATION","60","0","0","4","0","Humphreys","","","1/1/1909","1/1/1934","9/27/2010","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","http://www.bankplus.net","85833","72214","","0","26","13413","0","111","69"
"16418","13480","88231","0","BankSouth","Greensboro","GA","30642","12/31/2014","2/18/2015","SA","6340 Lake Oconee Parkway","","4","0","0","4","1","Greene","","","4/10/1946","4/10/1946","9/14/2012","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.banksouth.com","18369","17564","","0","19","680","0","75","31"
"77","10489","194936","1084061","BankSouth","Dothan","AL","36303","12/31/2014","2/18/2015","NM","3251 Ross Clark Circle","BANCSOUTH CORPORATION","2","0","0","4","1","Houston","20020","Dothan, AL","1/1/1928","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","","7353","7211","","0","2","131","0","0","9"
"496","16027","109453","1943917","BankStar Financial","Elkton","SD","57026","12/31/2014","2/18/2015","NM","124 Elk Street","ELKTON HOLDING COMPANY","3","0","0","2","1","Brookings","","","3/20/1926","1/1/1934","3/22/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.ebankstar.com","5263","4807","","66","35","342","0","2","11"
"29177","3050","831576","3610437","BankTennessee","Collierville","TN","38017","12/31/2014","2/18/2015","SM","1125 West Poplar Ave","BANKTENNESSEE BANCSHARES, INC.","8","0","0","4","1","Shelby","32820","Memphis, TN-MS-AR","10/1/1934","11/2/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","www.banktennessee.com","11086","10321","","0","7","620","0","2","136"
"35380","0","2881593","4353049","BankTrust Financial","Henderson","KY","42420","12/31/2014","2/18/2015","NM","208 North Main Street","FINANCIAL SERVICES HOLDING CORPORATION","4","0","0","4","0","Henderson","21780","Evansville, IN-KY","2/22/2000","2/22/2000","1/4/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","www.btfc.com","6483","5923","","0","0","528","0","7","25"
"58979","18132","3938186","4028712","BankUnited, National Association","Miami Lakes","FL","33016","12/31/2014","2/18/2015","N","14817 Oak Lane","BANKUNITED, INC.","106","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","5/21/2009","5/21/2009","3/22/2013","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.BankUnited.com","779163","659301","","9318","561","102699","0","7","7277"
"35406","0","2849285","3368185","BankVista","Sartell","MN","56377","12/31/2014","2/18/2015","NM","125 Twin Rivers Court","ABDO INVESTMENTS, INC.","3","0","0","4","0","Stearns","41060","St. Cloud, MN","2/15/2000","2/15/2000","12/19/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","WWW.BANKVISTA.COM","5974","5919","","0","41","0","0","0","14"
"57368","0","3109043","3553815","Bankwell Bank","New Canaan","CT","6840","12/31/2014","2/18/2015","NM","208 Elm Street","BANKWELL FINANCIAL GROUP, INC.","9","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","4/22/2002","4/22/2002","10/1/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","http://www.mybankwell.com","35588","33409","","0","200","1979","0","0","0"
"16704","0","791353","1134872","BANKWEST","Rockford","MN","55373","12/31/2014","2/18/2015","NM","5921 Main Street","BANKWEST FINANCIAL, INC.","3","0","0","4","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1948","6/1/1948","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.bankwestmn.com","4875","4539","","0","93","242","0","1","0"
"10502","14289","989758","1051504","BANKWEST OF KANSAS","Goodland","KS","67735","12/31/2014","2/18/2015","SM","922 Main Street","G. S. BANCSHARES, INC.","3","0","0","2","1","Sherman","","","1/1/1929","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.ebankwest.com","3983","3179","","44","16","730","0","2","12"
"4009","11916","540551","1124060","BankWest, Inc.","Pierre","SD","57501","12/31/2014","2/18/2015","NM","420 South Pierre Street","SOUTH DAKOTA BANCSHARES, INC.","14","0","0","2","1","Hughes","","","8/30/1889","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.bankwest-sd.com","42846","38596","","0","530","3629","0","0","91"
"28489","1691","352772","2126977","Banner Bank","Walla Walla","WA","99362","12/31/2014","2/18/2015","NM","10 South First Street","BANNER CORPORATION","91","0","1","4","0","Walla Walla","47460","Walla Walla, WA","1/1/1890","12/6/1934","6/20/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","www.bannerbank.com","180579","167906","","0","46","10505","2090","0","32"
"10374","9734","453147","1207691","Banner Banks","Birnamwood","WI","54414","12/31/2014","2/18/2015","NM","416 Main St.","BANNER BANCORP, LTD.","4","0","0","2","1","Shawano","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","WWW.BANNERBANKS.COM","2684","1923","","34","53","666","0","5","3"
"19274","53543","275255","4437426","Banner Capital Bank","Harrisburg","NE","69345","12/31/2014","2/18/2015","NM","205 State St","BANNER COUNTY BAN CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST","3","0","0","2","1","Banner","","","10/10/1964","10/10/1964","2/6/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.bcbank.net","5265","4791","","0","13","454","0","3","4"
"17514","12376","502849","3202832","Banterra Bank","Marion","IL","62959","12/31/2014","2/18/2015","NM","3201 Banterra Drive","BANTERRA CORP","39","0","1","4","1","Williamson","16060","Carbondale-Marion, IL","11/26/1955","11/26/1955","10/4/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.banterra.com","45518","38380","","0","26","7100","0","0","12"
"11971","9261","522605","1115385","Bar Harbor Bank & Trust","Bar Harbor","ME","4609","12/31/2014","2/18/2015","NM","82 Main Street","BAR HARBOR BANKSHARES","15","0","0","5","0","Hancock","","","9/15/1887","1/1/1934","6/17/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","http://www.bhbt.com","53718","37739","","0","1","15688","0","0","290"
"30878","6049","106676","0","Bar Harbor Savings and Loan Association","Bar Harbor","ME","4609","12/31/2014","2/18/2015","SA","103 Main Street","","1","0","0","5","0","Hancock","","","1/1/1902","4/15/1957","5/3/2012","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","www.bhsla.com","3492","3112","","0","133","219","0","28","0"
"57203","0","2980209","1231418","Barclays Bank Delaware","Wilmington","DE","19801","12/31/2014","2/18/2015","NM","125 South West Street","BARCLAYS PLC","1","0","0","3","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/23/2001","5/23/2001","8/30/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","www.barclaysus.com/deposits","1776818","1767754","","0","5293","1051","0","0","2720"
"90148","12199","127701","0","Barre Savings Bank","Barre","MA","1005","12/31/2014","2/18/2015","SB","56 Common St","","3","0","0","5","0","Worcester","49340","Worcester, MA-CT","5/1/1869","8/27/1985","3/3/2008","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","http://www.barrebank.com","5439","4907","","0","4","501","0","1","26"
"34395","0","2508751","2260406","Barrington Bank & Trust Company, National Association","Barrington","IL","60010","12/31/2014","2/18/2015","N","201 South Hough Street","WINTRUST FINANCIAL CORPORATION","7","0","0","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","12/19/1996","12/19/1996","2/10/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.barringtonbank.com","50991","47149","","1","56","3541","0","0","244"
"22205","0","1007734","0","Barwick Banking Company","Barwick","GA","31720","12/31/2014","2/18/2015","NM","2020 East Main Street","","1","0","0","2","0","Brooks","46660","Valdosta, GA","1/1/1934","1/6/1976","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","","242","168","","0","12","61","0","1","0"
"17621","0","188739","2937182","Basile State Bank","Basile","LA","70515","12/31/2014","2/18/2015","NM","3031 Stagg Ave","BASILE BANCSHARES, INC.","2","0","0","6","1","Evangeline","","","7/2/1956","7/2/1956","11/15/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.basilebank.com","3079","2915","","0","44","112","0","6","2"
"17749","10960","433505","0","Bath Savings Institution","Bath","ME","4530","12/31/2014","2/18/2015","SB","105 Front Street","","11","0","0","4","0","Sagadahoc","38860","Portland-South Portland, ME","4/19/1852","4/18/1957","5/3/2012","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","www.bathsavings.com","24901","19462","","0","669","4681","0","19","70"
"16330","12275","986757","2249399","Battle Creek State Bank","Battle Creek","NE","68715","12/31/2014","2/18/2015","SM","202 W Main St","BATTLE CREEK STATE COMPANY, INC.","1","0","0","2","0","Madison","","","9/1/1943","10/24/1945","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","http://www.battlecreekstatebank.com","1076","994","","0","0","71","0","4","7"
"34052","0","2329200","2340867","Bay Bank","Green Bay","WI","54313","12/31/2014","2/18/2015","NM","2555 Packerland Drive","BAY BANCORPORATION, INC.","1","0","0","4","0","Brown","24580","Green Bay, WI","8/21/1995","8/21/1995","1/8/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","www.baybankgb.com","3324","2801","","0","13","494","0","13","3"
"59004","18140","4155841","2453084","Bay Bank, FSB","Lutherville","MD","21093","12/31/2014","2/18/2015","SA","2328 W. Joppa Rd. Suite 325","H BANCORP LLC","14","0","0","4","0","Baltimore","12580","Baltimore-Columbia-Towson, MD","7/9/2010","7/9/2010","5/30/2014","Stock","0","0","OCC","DIF","New York","SAN FRANCISCO","Baltimore","Richmond","Northeastern","Southeast","WWW.BAYBANKMD.COM","24115","23095","","0","54","935","0","0","31"
"35066","0","2805441","2805432","Bay Cities Bank","Tampa","FL","33607","12/31/2014","2/18/2015","NM","4301 W Boy Scout Blvd, # 150","FLORIDA BUSINESS BANCGROUP, INC.","5","0","0","4","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","11/10/1999","11/10/1999","10/22/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","http://www.bay-cities-bank.com","23353","20885","","0","111","2332","0","0","25"
"57716","0","3281510","0","Bay Commercial Bank","Walnut Creek","CA","94596","12/31/2014","2/18/2015","SM","500 Ygnacio Valley Rd Suite","","7","0","0","4","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","7/20/2004","7/20/2004","4/26/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","http://www.baycommercialbank.com","19558","18699","","0","544","231","0","0","84"
"15585","14349","961446","2389978","Bay Port State Bank","Bay Port","MI","48720","12/31/2014","2/18/2015","NM","9840 Main Street","BAY PORT FINANCIAL CORPORATION","3","0","0","2","0","Huron","","","3/1/1938","3/3/1938","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","www.bayportstatebank.com","4009","3955","","0","5","4","0","3","42"
"90311","7995","963002","3535437","Bay State Savings Bank","Worcester","MA","1608","12/31/2014","2/18/2015","SB","28 Franklin Street","1895 MHC","8","0","0","4","0","Worcester","49340","Worcester, MA-CT","3/9/1895","11/20/1985","8/1/2011","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","baystatesavingsbank.com","12614","11793","","0","16","763","0","1","41"
"32527","8386","242976","0","Bay-Vanguard Federal Savings Bank","Baltimore","MD","21219","12/31/2014","2/18/2015","SA","7114 North Point Road","","6","0","0","5","0","Baltimore","12580","Baltimore-Columbia-Towson, MD","9/1/1873","3/26/1987","5/31/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","www.bayvanguard.com","7378","7079","","0","10","273","0","0","16"
"1092","9679","242958","2533070","Baybank","Gladstone","MI","49837","12/31/2014","2/18/2015","NM","104 South Tenth Street","BAYBANK CORPORATION","3","0","0","4","0","Delta","","","7/1/1912","1/1/1934","12/1/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","http://baybank.us","3343","2606","","0","0","726","0","0","11"
"90196","13133","771609","2623430","BayCoast Bank","Fall River","MA","2721","12/31/2014","2/18/2015","SB","30 Bedford Street","NARRAGANSETT FINANCIAL CORP","18","0","1","4","0","Bristol","39300","Providence-Warwick, RI-MA","11/15/1851","6/18/1985","1/30/2012","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.baycoastbank.com","37965","34211","","0","11","3547","0","0","196"
"13060","14582","280044","1202708","Baylake Bank","Sturgeon Bay","WI","54235","12/31/2014","2/18/2015","SM","217 North 4th Avenue","BAYLAKE CORP.","21","0","0","4","0","Door","","","7/22/1876","1/1/1934","2/7/2014","Stock","0","1","FED","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","WWW. BAYLAKE.COM","34968","28361","","0","69","6169","0","6","363"
"35431","0","2868259","3982497","Baytree National Bank & Trust Company","Lake Forest","IL","60045","12/31/2014","2/18/2015","N","664 N. Western Avenue","EB FINANCIAL GROUP, INC.","2","0","0","7","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/11/2000","10/11/2000","12/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.baytreebank.com","4320","1397","","2857","47","8","0","0","11"
"26610","0","671464","2961879","BBCN Bank","Los Angeles","CA","90010","12/31/2014","2/18/2015","NM","3731 Wilshire Blvd, # 1000","BBCN BANCORP, INC.","52","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","3/18/1986","3/18/1986","5/15/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","http://www.bbcnbank.com","302657","283851","","0","904","16144","0","0","1758"
"35541","0","2954059","3170539","BCB Community Bank","Bayonne","NJ","7002","12/31/2014","2/18/2015","NM","860 Broadway","BCB BANCORP, INC.","13","0","0","4","0","Hudson","35620","New York-Newark-Jersey City, NY-NJ-PA","11/1/2000","11/1/2000","6/30/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","http://www.bcbcommunitybank.com","61152","58815","","0","55","1964","0","0","318"
"20215","0","829032","1141115","BCBank, Inc.","Philippi","WV","26416","12/31/2014","2/18/2015","SM","107 Pike Street","APPALACHIAN FINANCIAL CORPORATION","3","0","0","4","0","Barbour","","","6/27/1970","6/29/1970","3/31/2006","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","http://www.bcbankinc.com","4007","3477","","0","39","468","0","0","23"
"57131","0","3022076","3274996","Beach Community Bank","Fort Walton Beac","FL","32548","12/31/2014","2/18/2015","NM","17 Southeast Eglin Parkway","BEACH COMMUNITY BANCSHARES, INC.","11","0","0","4","0","Okaloosa","18880","Crestview-Fort Walton Beach-Destin, FL","4/27/2001","4/27/2001","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Pensacola","Atlanta","Southern","Southeast","WWW.BEACHCOMMUNITYBANK.COM","16796","16039","","0","38","620","0","0","99"
"10581","11824","719955","2211136","Beacon Bank","Shorewood","MN","55331","12/31/2014","2/18/2015","NM","19765 Highway 7","EXCELSIOR FINANCIAL SERVICES, INC.","6","0","0","4","1","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.beaconbank.com","13081","10648","","86","7","2330","0","1","9"
"57833","0","3284397","0","Beal Bank USA","Las Vegas","NV","89134","12/31/2014","2/18/2015","NM","1970 Village Ctr Circle, Ste","","23","0","1","4","1","Clark","29820","Las Vegas-Henderson-Paradise, NV","8/2/2004","8/2/2004","3/19/2012","Stock","0","0","FDIC","DIF","San Francisco","DALLAS","Phoenix","San Francisco","Western","West","www.bealbankusa.com","505284","317051","","0","1209","186885","0","0","139"
"32574","18092","1176881","0","Beal Bank, SSB","Plano","TX","75024","12/31/2014","2/18/2015","SB","6000 Legacy Drive","","19","0","1","4","1","Collin","19100","Dallas-Fort Worth-Arlington, TX","3/10/1988","3/10/1988","10/14/2011","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.bealbank.com","150399","144527","","0","571","5279","0","0","22"
"30043","4618","835378","0","Beardstown Savings s.b.","Beardstown","IL","62618","12/31/2014","2/18/2015","SB","301 State Street","","2","0","0","5","0","Cass","","","1/1/1911","5/23/1949","5/2/2011","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","http://www.beardstownsavings.com","1941","1605","","0","1","333","0","0","2"
"58199","0","3425725","0","Beartooth Bank","Billings","MT","59106","12/31/2014","2/18/2015","NM","4130 King Avenue West","","1","0","0","4","0","Yellowstone","13740","Billings, MT","4/24/2006","4/24/2006","2/21/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.beartoothbank.com","1458","1438","","0","0","6","0","14","0"
"30339","5195","123374","0","Beauregard FSB","Deridder","LA","70634","12/31/2014","2/18/2015","SA","122 Jefferson Avenue","","2","0","0","8","1","Beauregard","","","6/23/1948","6/23/1948","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Shreveport","Atlanta","Southern","Western","www.beauregardfsb.com","2922","2469","","0","0","424","0","0","29"
"29024","2781","946274","0","Bedford Federal Savings Bank","Bedford","IN","47421","12/31/2014","2/18/2015","SB","1030 15th Street","","2","0","0","5","0","Lawrence","","","7/1/1934","10/25/1934","4/15/2014","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","http://www.bedfed.com","5325","5259","","0","33","33","0","0","0"
"11355","11482","696047","2513214","Bedford Loan & Deposit Bank","Bedford","KY","40006","12/31/2014","2/18/2015","NM","45 Highway 42 East","BEDFORD LOAN AND DEPOSIT BANCORP, INC.","3","0","0","8","0","Trimble","31140","Louisville-Jefferson County, KY-IN","11/2/1891","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","www.bedfordbank.com","3431","2615","","0","0","776","0","2","38"
"12208","12667","761244","1136988","Belgrade State Bank","Belgrade","MO","63622","12/31/2014","2/18/2015","SM","401 Main Street","TURNER BANCSHARES, INC.","6","0","0","4","0","Washington","","","6/19/1906","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","belgradestatebank.com","9458","8623","","0","34","786","0","0","15"
"19581","0","929352","1417333","Bell State Bank & Trust","Fargo","ND","58103","12/31/2014","2/18/2015","NM","3100 13th Avenue, South","STATE BANKSHARES, INC.","22","0","1","4","0","Cass","22020","Fargo, ND-MN","5/6/1966","5/6/1966","9/22/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","http://www.bellbanks.com","126052","124332","","588","316","686","0","0","130"
