cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,ntrcdsm,cd3less,cd3t12s,cd1t3s,cdov3s
"16795","17319","14650","2224408","Bank of Locust Grove","Locust Grove","OK","74352","12/31/2014","2/18/2015","SM","124 E Main St","FIRST PRYOR BANCORP, INC.","2","0","0","8","0","Mayes","","","6/6/1949","6/6/1949","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.banklg.com","3656","2060","1257","339","0"
"17878","0","271136","1247594","Bank of Louisiana","New Orleans","LA","70130","12/31/2014","2/18/2015","NM","300 St. Charles Avenue","BOL BANCSHARES, INC.","6","0","0","8","0","Orleans","35380","New Orleans-Metairie, LA","7/1/1958","7/1/1958","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.bankoflouisiana.com","4514","1185","1895","826","608"
"8885","0","663450","1097173","Bank of Louisiana","Louisiana","MO","63353","12/31/2014","2/18/2015","SM","101 South Third Street","LINCOLN COUNTY BANCORP, INC.","2","0","0","4","1","Pike","","","1/17/1887","1/1/1934","3/14/2007","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","bola.cc","11428","2230","4845","2995","1358"
"16281","0","959630","0","Bank of Lumber City","Lumber City","GA","31549","12/31/2014","2/18/2015","NM","21 Main St","","2","0","0","8","0","Telfair","","","7/2/1945","7/2/1945","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","","5052","642","3014","1396","0"
"13264","12871","580548","1209743","Bank of Luxemburg","Luxemburg","WI","54217","12/31/2014","2/18/2015","NM","630 Main Street","LUXEMBURG BANCSHARES, INC.","9","0","0","4","0","Kewaunee","24580","Green Bay, WI","10/3/1903","1/1/1934","6/27/2008","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","http://www.bankoflux.com","49737","10927","22480","12976","3354"
"148","11273","752831","1135105","Bank of Madison","Madison","GA","30650","12/31/2014","2/18/2015","NM","133 North Main Street","MADISON BANK CORP.","4","0","0","4","0","Morgan","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1890","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","www.bankofmadisonga.com","31209","6957","17564","5579","1109"
"58568","0","3596111","3811467","Bank of Manhattan, N.A.","El Segundo","CA","90245","12/31/2014","2/18/2015","N","2141 Rosecrans Ave, # 1160","CARPENTER BANK PARTNERS, INC.","6","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","8/15/2007","8/15/2007","6/1/2012","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","www.bankofmanhattan.com","20218","2835","5284","7965","4134"
"9332","11722","989851","1123812","Bank of Maple Plain","Maple Plain","MN","55359","12/31/2014","2/18/2015","NM","4980 Highway 12","MAPLE BANC SHARES, INC.","1","0","0","8","1","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","5/29/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.bankofmapleplain.com","10334","1548","4593","3347","846"
"32779","0","1436204","3590388","Bank of Marin","Novato","CA","94947","12/31/2014","2/18/2015","NM","504 Redwood Boulevard","BANK OF MARIN BANCORP","22","0","0","4","0","Marin","41860","San Francisco-Oakland-Hayward, CA","1/23/1990","1/23/1990","11/30/2013","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","http://www.bankofmarin.com","44130","10598","20063","9871","3598"
"8145","0","993335","1083158","Bank of Maringouin","Maringouin","LA","70757","12/31/2014","2/18/2015","NM","11070 State Highway 77","GREAT GUARANTY BANCSHARES, INC.","2","0","0","7","0","Iberville","12940","Baton Rouge, LA","10/1/1903","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.bomgn.com","7496","2364","4831","301","0"
"58317","18042","3461264","0","Bank of Maumee","Maumee","OH","43537","12/31/2014","2/18/2015","SA","3425 Briarfield Blvd Suite 1","","1","0","0","4","0","Lucas","45780","Toledo, OH","10/2/2006","10/2/2006","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","http://bankofmaumee.com","4572","569","1847","1964","192"
"12327","0","601443","1205857","Bank of Mauston","Mauston","WI","53948","12/31/2014","2/18/2015","NM","503 Highway 82 East","MAUSTON BANCORP, INC.","6","0","0","4","1","Juneau","","","9/12/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","www.bankofmauston.com","35769","4150","12851","15357","3411"
"9315","13508","782016","1071575","Bank of Maysville","Maysville","KY","41056","12/31/2014","2/18/2015","NM","20 West 2nd Street","FIRST BANK OF KENTUCKY CORPORATION","3","0","0","8","0","Mason","","","6/26/1835","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","www.bankofmaysville.com","10523","2581","3339","2813","1790"
"1523","0","898140","1094967","Bank of McCrory","Mccrory","AR","72101","12/31/2014","2/18/2015","SM","124 North Edmonds Avenue","M. D. THOMPSON & SON CO.","1","0","0","2","0","Woodruff","","","6/8/1903","1/1/1934","7/9/2010","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","www.bofmc.com","13024","3328","7087","2609","0"
"6139","11068","746429","0","Bank of McKenney","Mc Kenney","VA","23872","12/31/2014","2/18/2015","SM","20701 First Street","","7","0","0","4","0","Dinwiddie","40060","Richmond, VA","1/1/1906","1/1/1934","6/2/2010","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","http://www.bankofmckenney.com","55229","7479","17924","20188","9639"
"13611","13746","175458","1067206","Bank of Mead","Mead","NE","68041","12/31/2014","2/18/2015","NM","322 South Vine","SELKO BANCO, INC.","2","0","0","2","0","Saunders","36540","Omaha-Council Bluffs, NE-IA","9/1/1885","1/13/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","WWW.BANKOFMEAD.COM","7156","1414","3587","1973","182"
"57861","0","3301865","0","Bank of Michigan","Farmington Hills","MI","48334","12/31/2014","2/18/2015","NM","30095 Northwestern Highway","","1","0","0","4","0","Oakland","19820","Detroit-Warren-Dearborn, MI","1/10/2005","1/10/2005","1/1/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","http:\\www.bankofmi.com","8463","802","4342","3318","0"
"618","0","175609","2646998","Bank of Millbrook","Millbrook","NY","12545","12/31/2014","2/18/2015","SM","3263 Franklin Avenue","MILLBROOK BANK SYSTEM, INC.","4","0","0","8","0","Dutchess","35620","New York-Newark-Jersey City, NY-NJ-PA","5/18/1891","1/1/1934","10/1/2010","Stock","0","1","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","http://www.bankofmillbrook.com","8212","3089","4310","679","134"
"11232","13299","426945","2342722","Bank of Milton","Milton","WI","53563","12/31/2014","2/18/2015","NM","323 Parkview Drive","MILTON BANCSHARES, INC.","3","0","0","4","1","Rock","27500","Janesville-Beloit, WI","3/25/1884","1/1/1934","6/29/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","www.bankofmilton.com","15237","3913","6927","3116","1281"
"19954","13212","708753","1062630","Bank of Minden","Mindenmines","MO","64769","12/31/2014","2/18/2015","NM","601 Main Street","S.T.D. INVESTMENTS, INC.","2","0","0","2","0","Barton","","","7/31/1912","5/15/1969","10/2/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","","4701","576","1501","1824","800"
"22273","0","706236","0","Bank of Mingo","Williamson","WV","25661","12/31/2014","2/18/2015","NM","10 Commerce Drive","","6","0","0","7","0","Mingo","","","5/17/1976","5/17/1976","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","www.thebankofmingo.com","18589","2189","6042","8038","2320"
"17355","0","509642","1132458","Bank of Modesto","Modesto","IL","62667","12/31/2014","2/18/2015","NM","201 East State Street","MC BANCORP, INC.","2","0","0","2","0","Macoupin","41180","St. Louis, MO-IL","9/1/1891","10/1/1954","12/31/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","www.bankofmodesto.com","8937","1206","3756","2978","997"
"58482","0","3470097","3470088","Bank of Montana","Missoula","MT","59802","12/31/2014","2/18/2015","NM","125 Bank Street, Suite 100","BANCORP OF MONTANA HOLDING COMPANY","1","0","0","4","1","Missoula","33540","Missoula, MT","11/26/2007","11/26/2007","12/2/2008","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","http://www.bankofmontana.com","3844","143","637","498","2566"
"20769","0","713047","2139696","Bank of Montgomery","Montgomery","IL","60538","12/31/2014","2/18/2015","NM","1333 Douglas Avenue","MONTGOMERY BANCSHARES, INC.","1","0","0","7","0","Kane","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/15/1972","8/15/1972","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.bankofmontgomery.net","4762","1225","2309","840","388"
"1373","0","684455","3203138","Bank of Montgomery","Montgomery","LA","71454","12/31/2014","2/18/2015","NM","1000 Caddo Street","GRANT BANCSHARES, INC.","6","0","0","4","1","Grant","10780","Alexandria, LA","10/5/1903","1/1/1934","2/20/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","www.bofm.com","33400","6199","14296","10335","2570"
