cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,ntrcdsm,cd3less,cd3t12s,cd1t3s,cdov3s
"34252","0","2451240","2731586","Pacific Coast Bankers' Bank","Walnut Creek","CA","94596","12/31/2014","2/18/2015","SM","1676 N California Blvd, # 30","PACIFIC COAST BANKERS' BANCSHARES","1","0","0","4","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","1/2/1997","1/2/1997","7/30/2012","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","http://www.pcbb.com","734","210","524","0","0"
"57065","0","3143805","0","Pacific Commerce Bank","Los Angeles","CA","90013","12/31/2014","2/18/2015","SM","420 E. 3rd St., Suite 100","","3","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","10/10/2002","10/10/2002","3/5/2013","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","www.pacificcommercebank.com","9685","2667","5618","1275","125"
"20774","9184","693662","2762973","Pacific Continental Bank","Eugene","OR","97401","12/31/2014","2/18/2015","NM","111 West Seventh Ave","PACIFIC CONTINENTAL CORPORATION","15","0","1","4","0","Lane","21660","Eugene, OR","8/15/1972","8/15/1972","3/4/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","http://www.therightbank.com","63367","4606","11846","5687","41228"
"34585","0","2643595","0","Pacific Crest Savings Bank","Lynnwood","WA","98037","12/31/2014","2/18/2015","SB","3500 188th St, S.W, # 575","","1","0","0","4","1","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","1/2/1998","1/2/1998","11/6/2009","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","http://pacificcrestbank.com","44599","7184","16197","11812","9406"
"58415","0","3490871","3490880","Pacific Enterprise Bank","Irvine","CA","92614","12/31/2014","2/18/2015","SM","17748 Sky Park Circle","PACIFIC ENTERPRISE BANCORP","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","4/30/2007","4/30/2007","5/1/2007","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","www.pacificenterprisebank.com","4948","1328","3026","594","0"
"34089","0","2360904","3082342","Pacific Global Bank","Chicago","IL","60616","12/31/2014","2/18/2015","SM","2323 South Wentworth Avenue","PGB HOLDINGS, INC.","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/9/1995","11/9/1995","1/14/2011","Stock","0","0","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.pacificglobalbank.com","32507","9053","11729","10689","1036"
"34940","0","2717012","3811467","Pacific Mercantile Bank","Costa Mesa","CA","92626","12/31/2014","2/18/2015","SM","949 S Coast Drive, 3rd Fl","CARPENTER BANK PARTNERS, INC.","10","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","3/1/1999","3/1/1999","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","http://www.pmbank.com","45722","16841","20448","8262","171"
"26299","10618","577137","0","Pacific National Bank","Miami","FL","33131","12/31/2014","2/18/2015","N","1390 Brickell Avenue","","1","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/22/1985","7/22/1985","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.PNB.com","2227","438","1094","329","366"
"32172","7946","431172","3489594","Pacific Premier Bank","Irvine","CA","92614","12/31/2014","2/18/2015","SM","17901 Von Karman Ave Suite 1","PACIFIC PREMIER BANCORP, INC.","13","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","8/5/1983","8/5/1983","1/25/2015","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","http://www.ppbi.com","196448","26974","89742","78419","1313"
"58137","0","3426656","0","Pacific Rim Bank","Honolulu","HI","96813","12/31/2014","2/18/2015","NM","500 Ala Moana Blvd, # 2a","","1","0","0","4","0","Honolulu","46520","Urban Honolulu, HI","2/27/2006","2/27/2006","2/15/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","www.pacificrimbank.com","10939","1893","6653","2325","68"
"57740","0","3293540","0","Pacific Valley Bank","Salinas","CA","93901","12/31/2014","2/18/2015","NM","422 Main Street","","3","0","0","4","0","Monterey","41500","Salinas, CA","9/14/2004","9/14/2004","10/15/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","http://www.pacificvalleybank.com","15929","2140","9527","4237","25"
"57872","0","3303944","0","Pacific West Bank","West Linn","OR","97068","12/31/2014","2/18/2015","NM","2040 8th Avenue","","2","0","0","4","0","Clackamas","38900","Portland-Vancouver-Hillsboro, OR-WA","11/5/2004","11/5/2004","10/6/2009","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","WWW.BANKPACIFICWEST.COM","7107","818","4635","1594","60"
"24045","0","494261","2875332","Pacific Western Bank","Los Angeles","CA","90067","12/31/2014","2/18/2015","NM","10250 Constellation Blvd Sui","PACWEST BANCORP","84","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","8/26/1982","8/26/1982","4/7/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","WWW.PACIFICWESTERNBANK.COM","2467354","669052","1564819","208013","25470"
"58763","0","3690662","0","Palm Beach Community Bank","West Palm Beach","FL","33411","12/31/2014","2/18/2015","SM","8101 Okeechobee Boulevard","","5","0","0","4","1","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","4/7/2008","4/7/2008","2/18/2011","Stock","0","0","FED","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.pbcblink.com","35288","4306","12990","16148","1844"
"57880","0","3299168","3299140","Palmetto Heritage Bank & Trust","Pawleys Island","SC","29585","12/31/2014","2/18/2015","NM","10919 Ocean Boulevard","PALMETTO HERITAGE BANCSHARES, INC.","3","0","0","4","0","Georgetown","","","1/3/2005","1/3/2005","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","http://www.palmettoheritagebank.com","30900","6446","15159","7349","1946"
"17563","12235","277820","1076329","Palmetto State Bank","Hampton","SC","29924","12/31/2014","2/18/2015","NM","601 First Street, West","PALMETTO STATE BANKSHARES, INC.","8","0","0","7","0","Hampton","","","1/1/1907","12/28/1955","4/25/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","http://www.palmettostatebank.com","47846","17588","28099","1993","166"
"15116","0","49643","1203536","PALMYRA STATE BANK","Palmyra","WI","53156","12/31/2014","2/18/2015","NM","111 East Main Street","WHITEWATER BANCORP, INC.","1","0","0","7","0","Jefferson","","","10/21/1911","1/5/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","http://www.palmyrastatebank.com","7024","1621","4185","1083","135"
"13990","0","90047","1201596","Palo Savings Bank","Palo","IA","52324","12/31/2014","2/18/2015","NM","606 First Street","BANKERS EQUITY CORPORATION","1","0","0","2","1","Linn","16300","Cedar Rapids, IA","1/1/1908","3/3/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","www.palosavingsbank.com","6828","559","2501","3739","29"
"20448","0","641364","0","Pan American Bank","Los Angeles","CA","90063","12/31/2014","2/18/2015","NM","3626 East First Street","","1","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","7/1/1971","7/1/1971","5/27/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","http://www.panamericanbank.us","2774","1636","971","152","15"
"34108","0","2343167","3618545","Pan American Bank","Melrose Park","IL","60160","12/31/2014","2/18/2015","NM","1440 West North Avenue","AMERICAN BANCORP OF ILLINOIS, INC.","6","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","12/22/1995","12/22/1995","8/29/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","WWW.PANAMERBANK.COM","38121","4485","15211","15637","2788"
"57989","0","3367067","0","Pan Pacific Bank","Fremont","CA","94539","12/31/2014","2/18/2015","NM","47065 Warm Springs Blvd.","","1","0","0","4","0","Alameda","41860","San Francisco-Oakland-Hayward, CA","7/18/2005","7/18/2005","8/30/2012","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","http://www.panpacificbank.com","6665","881","2324","3085","375"
"24763","0","1013856","2860918","Panola National Bank","Carthage","TX","75633","12/31/2014","2/18/2015","N","1510 West Panola","PANOLA NATIONAL BANCSHARES, INC.","2","0","0","5","1","Panola","","","10/6/1983","10/6/1983","8/29/2014","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.panolanationalbank.com","15719","5166","9905","648","0"
"18001","16105","88240","1133615","Panora State Bank","Panora","IA","50216","12/31/2014","2/18/2015","NM","120 East Main","DENTEL BANCORPORATION","1","0","0","7","1","Guthrie","19780","Des Moines-West Des Moines, IA","5/18/1959","5/18/1959","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.panorastatebank.com","9750","2484","5353","1786","127"
"29676","3871","102874","0","Paper City Savings Association","Wisconsin Rapids","WI","54494","12/31/2014","2/18/2015","SA","4200 8th Street South","","3","0","0","5","0","Wood","","","1/1/1933","5/26/1958","7/21/2011","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","www.papercitysavings.com","55571","10598","25028","19932","13"
"58030","0","3368635","0","Paradise Bank","Boca Raton","FL","33431","12/31/2014","2/18/2015","SM","2420 N. Federal Hwy","","3","0","0","4","1","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/25/2005","7/25/2005","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.ParadiseBank.com","18324","6355","3186","8783","0"
"57874","0","3288452","4645324","Paragon Bank","Memphis","TN","38119","12/31/2014","2/18/2015","NM","5400 Poplar Ave., Suite 350","PARAGON FINANCIAL SOLUTIONS, INC","4","0","0","4","0","Shelby","32820","Memphis, TN-MS-AR","1/19/2005","1/19/2005","4/30/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","http://www.bankparagon.com","24294","8825","9503","3075","2891"
"9772","14116","776752","1128750","Paragon Bank","Wells","MN","56097","12/31/2014","2/18/2015","NM","190 South Broadway","SOUTHERN MINNESOTA BANCSHARES, INC.","2","0","0","2","0","Faribault","","","8/31/1925","1/1/1934","4/12/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","www.paragonbankmn.com","5057","1399","2719","854","85"
"35100","0","2806626","3021800","Paragon Commercial Bank","Raleigh","NC","27612","12/31/2014","2/18/2015","NM","3535 Glenwood Avenue","PARAGON COMMERCIAL CORPORATION","2","0","0","4","0","Wake","39580","Raleigh, NC","5/10/1999","5/10/1999","3/26/2007","Stock","0","0","FDIC","DIF","Atlanta","DALLAS","Raleigh","Richmond","Northeastern","Southeast","www.paragoncommercial.com","168378","20413","76879","47423","23663"
"26218","0","200640","1201363","Park Bank","Milwaukee","WI","53202","12/31/2014","2/18/2015","NM","330 East Kilbourn Avenue","BANKMANAGERS CORP.","6","0","0","4","1","Milwaukee","33340","Milwaukee-Waukesha-West Allis, WI","5/22/1985","5/22/1985","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","www.parkbankonline.com","25610","5849","15532","4139","90"
"13054","13185","518354","4281197","Park Bank","Holmen","WI","54636","12/31/2014","2/18/2015","NM","1200 Main Street","GOLDEN OAK BANCSHARES, INC.","3","0","0","4","0","La Crosse","29100","La Crosse-Onalaska, WI-MN","1/1/1909","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Minneapolis","Central","Central","secure.helloparkbank.com","4938","735","2249","1873","81"
"28053","805","741273","0","Park Federal Savings Bank","Chicago","IL","60632","12/31/2014","2/18/2015","SA","5400 South Pulaski Road","","4","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1921","5/10/1938","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.parkfed.com","32236","6213","13266","9428","3329"
"34038","0","2316714","2536857","Park Ridge Community Bank","Park Ridge","IL","60068","12/31/2014","2/18/2015","NM","626 Talcott Road","COMMUNITY BANK CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/3/1995","7/3/1995","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.timetobank.com","38079","10728","23947","3346","58"
"8851","0","286457","2359887","Park State Bank","Duluth","MN","55806","12/31/2014","2/18/2015","NM","2630 West Superior Street","PARK BANK CORPORATION OF DULUTH","2","0","0","4","1","Saint Louis","20260","Duluth, MN-WI","6/28/1916","1/1/1934","4/20/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.parkstatebank.com","4075","1249","2027","645","154"
"19381","10599","480059","0","Park State Bank & Trust","Woodland Park","CO","80863","12/31/2014","2/18/2015","NM","710 W Hwy 24","","1","0","0","4","1","Teller","17820","Colorado Springs, CO","3/1/1965","3/1/1965","6/5/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.psbtrust.com","13057","2647","4576","4223","1611"
"58408","0","3470985","4210478","Park Sterling Bank","Charlotte","NC","28204","12/31/2014","2/18/2015","NM","1043 E Morehead St, # 201","PARK STERLING CORPORATION","57","0","1","4","0","Mecklenburg","16740","Charlotte-Concord-Gastonia, NC-SC","10/25/2006","10/25/2006","5/1/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","www.parksterlingbank.com","342225","66993","145833","114680","14719"
"34888","0","2764212","3347292","Parke Bank","Sewell","NJ","8080","12/31/2014","2/18/2015","NM","601 Delsea Drive","PARKE BANCORP, INC","6","0","1","4","0","Gloucester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/28/1999","1/28/1999","7/17/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","www.parkebank.com","135694","30515","62949","34187","8043"
"58796","0","3688043","3694026","Parkside Financial Bank & Trust","Clayton","MO","63105","12/31/2014","2/18/2015","NM","8112 Maryland Ave, # 101","PARKSIDE FINANCIAL, INC.","1","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","4/23/2008","4/23/2008","4/23/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.parksidepath.com","31739","1353","12277","13125","4984"
"20160","10310","177546","1141188","Parkway Bank","Rogers","AR","72758","12/31/2014","2/18/2015","NM","3350 Pinnacle Hills Pkwy Sui","PARKWAY BANKSHARES, INC","5","0","0","4","0","Benton","22220","Fayetteville-Springdale-Rogers, AR-MO","4/1/1900","11/24/1975","7/9/2009","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","http://www.parkway-bank.com","28741","6511","16108","5888","234"
"19008","15641","1001639","1200692","Parkway Bank and Trust Company","Harwood Heights","IL","60656","12/31/2014","2/18/2015","NM","4800 North Harlem Avenue","PARKWAY BANCORP, INC.","32","0","1","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/22/1964","1/22/1964","7/22/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.parkwaybank.com","676266","48838","258397","243067","125964"
"58588","0","3655933","0","Partners Bank of California","Mission Viejo","CA","92691","12/31/2014","2/18/2015","NM","27201 Puerta Real, # 160","","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","11/16/2007","11/16/2007","8/9/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","http://www.partnersbankca.com","16638","597","9779","6262","0"
"57215","0","3090338","4022738","Pascack Community Bank","Waldwick","NJ","7463","12/31/2014","2/18/2015","NM","64 Crescent Avenue","PASCACK BANCORP, INC.","8","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","2/19/2002","2/19/2002","5/28/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","http://www.pascackbank.com","15168","1020","2176","3694","8278"
"14134","10324","300009","2337081","Passumpsic Savings Bank","St. Johnsbury","VT","5819","12/31/2014","2/18/2015","SB","497 Railroad Street","PASSUMPSIC BANCORP","11","0","1","8","0","Caledonia","","","2/24/1853","3/31/1934","7/12/2008","Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","http://www.passumpsicbank.com","115484","26933","50918","19222","18411"
"15977","14133","729310","2596776","PathFinder Bank","Oswego","NY","13126","12/31/2014","2/18/2015","SB","214 West First Street","PATHFINDER BANCORP, INC.","9","0","0","4","0","Oswego","45060","Syracuse, NY","5/28/1859","7/1/1943","3/31/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","http://www.PATHFINDERBANK.com","61714","9984","21703","24254","5773"
"57497","0","3145984","2596776","Pathfinder Commercial Bank","Oswego","NY","13126","12/31/2014","2/18/2015","NM","214 West First Street","PATHFINDER BANCORP, INC.","8","0","0","5","0","Oswego","45060","Syracuse, NY","10/25/2002","10/25/2002","3/31/2006","Stock","15977","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","http://pathfinderbank.com","281","264","17","0","0"
"1992","53533","73554","3304361","Pathway Bank","Cairo","NE","68824","12/31/2014","2/18/2015","NM","306 High Street","PATHWAY BANCORP","4","0","0","2","0","Hall","24260","Grand Island, NE","1/1/1910","1/1/1934","5/27/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","www.pathwaybank.com","22987","6278","12107","4226","376"
"3258","0","78858","3390430","Patriot Bank","Houston","TX","77063","12/31/2014","2/18/2015","NM","7500 San Felipe Street","PATRIOT BANCSHARES, INC.","9","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","1/1/1930","1/1/1934","12/18/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://www.patriotbankusa.com","272570","50318","103265","102436","16551"
"57789","0","3301641","0","Patriot Bank","Trinity","FL","34655","12/31/2014","2/18/2015","NM","1815 Little Road","","4","0","0","4","0","Pasco","45300","Tampa-St. Petersburg-Clearwater, FL","10/22/2004","10/22/2004","7/1/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","http://www.patriotbankfl.com","19505","707","6543","10032","2223"
"57416","0","3120646","1135374","Patriot Bank","Millington","TN","38053","12/31/2014","2/18/2015","SM","8376 Highway 51 North","SECURITY BANCORP OF TENNESSEE, INC.","5","0","0","8","0","Shelby","32820","Memphis, TN-MS-AR","10/9/2002","10/9/2002","5/20/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","https://www.patriot-bank.com","38920","11450","19829","5137","2505"
"34098","11880","2371508","3937488","Patriot Bank","Tulsa","OK","74137","12/31/2014","2/18/2015","SM","9292 South Delaware Ave","CACHE HOLDINGS, INC.","1","0","0","4","1","Tulsa","46140","Tulsa, OK","12/4/1995","12/4/1995","2/16/2013","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.patriotbankok.com","9753","1868","4933","2800","152"
"58133","0","3437166","0","Patriot Community Bank","Woburn","MA","1801","12/31/2014","2/18/2015","SM","237 Lexington Street","","1","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/3/2006","4/3/2006","1/6/2012","Stock","0","1","FED","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","www.patriotcb.com","28230","2894","7834","15336","2166"
"58077","17992","3393842","0","Patriot Federal Bank","Canajoharie","NY","13317","12/31/2014","2/18/2015","SA","211 Erie Boulevard","","3","0","0","5","0","Montgomery","","","12/2/2005","12/2/2005","12/31/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","www.patriotfederalbank.com","19571","4930","7609","5500","1532"
"33928","0","2236821","4132169","Patriot National Bank","Stamford","CT","6901","12/31/2014","2/18/2015","N","900 Bedford Street","PNBK SPONSOR LLC","10","0","1","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","8/31/1994","8/31/1994","11/17/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","www.pnbk.com","136311","47137","77583","7678","3913"
"18019","53341","297051","1057896","Patriots Bank","Garnett","KS","66032","12/31/2014","2/18/2015","NM","131 East Fourth Avenue","GARNETT BANCSHARES, INC.","6","0","0","4","1","Anderson","","","1/1/1899","6/4/1959","1/13/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.patriotsbank.com","16307","3989","8714","2738","866"
"12609","12689","85931","3631469","Patterson State Bank","Patterson","LA","70392","12/31/2014","2/18/2015","NM","1130 Highway 90 West","PATTERSON BANCSHARES, INC.","6","0","0","5","0","Saint Mary","","","1/1/1925","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","http://www.pattersonstatebank.com","22399","3254","5191","11406","2548"
"24303","0","500658","1131899","Pavillion Bank","Richardson","TX","75080","12/31/2014","2/18/2015","NM","1200 W Campbell Road","AMTEX BANCSHARES, INC.","1","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/17/1983","1/17/1983","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.pavillionbank.com","2999","713","1599","567","120"
"9314","12848","522847","1249712","PBI Bank","Louisville","KY","40223","12/31/2014","2/18/2015","NM","2500 Eastpoint Parkway","PORTER BANCORP, INC.","19","0","0","4","0","Jefferson","31140","Louisville-Jefferson County, KY-IN","3/24/1902","1/1/1934","7/23/2012","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","http://www.pbibank.com","321609","68880","161301","61641","29787"
"9313","9854","148715","1134283","PBK BANK, INC.","Stanford","KY","40484","12/31/2014","2/18/2015","NM","120 Frontier Boulevard","COMMUNITY BANCSHARES, INC.","6","0","0","4","0","Lincoln","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","http://www.pbkbank.com","19960","5864","9358","2935","1802"
"14522","0","188449","1200049","PCSB Bank","Clarinda","IA","51632","12/31/2014","2/18/2015","NM","120 East Washington St","WHITMORE COMPANY, INC.","6","0","0","2","1","Page","","","1/1/1866","6/28/1934","7/1/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","WWW.PCSBBANK.COM","15576","6765","5592","2878","341"
"57232","0","3121081","0","PCSB Commercial Bank","Brewster","NY","10509","12/31/2014","2/18/2015","NM","2477 Route 6","","1","0","0","7","0","Putnam","35620","New York-Newark-Jersey City, NY-NJ-PA","6/14/2002","6/14/2002","8/16/2011","Stock","15995","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","","0","0","0","0","0"
"57923","0","3348468","0","Peach State Bank & Trust","Gainesville","GA","30501","12/31/2014","2/18/2015","NM","325 Washington Street","","2","0","0","4","0","Hall","23580","Gainesville, GA","4/27/2005","4/27/2005","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.peachstatebank.com","21787","3537","10901","4700","2649"
"11035","0","236706","2651590","Peapack-Gladstone Bank","Gladstone","NJ","7934","12/31/2014","2/18/2015","SM","190 Main St","PEAPACK-GLADSTONE FINANCIAL CORPORATION","23","0","0","4","0","Somerset","35620","New York-Newark-Jersey City, NY-NJ-PA","9/21/1921","1/1/1934","4/11/2013","Stock","0","1","FED","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","www.pgbank.com","212432","44817","46545","40474","80596"
"18132","0","723868","2184043","Pearland State Bank","Pearland","TX","77581","12/31/2014","2/18/2015","NM","2301 North Main Street","COASTAL BANCSHARES, INC.","1","0","0","7","1","Brazoria","26420","Houston-The Woodlands-Sugar Land, TX","1/6/1960","1/6/1960","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.pearlandbank.com","11189","5050","4393","1746","0"
"29582","3697","515979","0","Pee Dee Federal Savings Bank","Marion","SC","29571","12/31/2014","2/18/2015","SA","106 East Court Street","","2","0","0","8","0","Marion","","","12/11/1935","12/11/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","","7256","0","6283","951","22"
"58483","0","3465392","0","Pegasus Bank","Dallas","TX","75209","12/31/2014","2/18/2015","NM","4515 W. Mockingbird Lane","","1","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/24/2007","1/24/2007","4/22/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.pegasusbankdallas.com","1376","569","712","95","0"
"19430","0","864341","3183913","Pekin National Bank","Pekin","IL","61554","12/31/2014","2/18/2015","N","333 Court Street","PNB BANCSHARES, INC.","3","0","0","5","0","Tazewell","37900","Peoria, IL","5/8/1965","5/8/1965","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","http://www.pekinnationalbank.com","3443","1353","913","920","257"
"15441","11578","634731","1839421","Pelham Banking Company","Pelham","GA","31779","12/31/2014","2/18/2015","NM","180 Mathewson Ave","PBC BANCSHARES, INC.","2","0","0","2","1","Mitchell","","","1/1/1910","12/9/1936","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","www.pelhambank.com","10966","3079","6167","1328","392"
"8329","15866","854258","3309713","Pender State Bank","Pender","NE","68047","12/31/2014","2/18/2015","NM","222 Main Street","FRONTIER HOLDINGS, LLC","1","0","0","2","1","Thurston","","","1/1/1888","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","www.penderstate.com","33540","8579","8933","5246","10782"
