cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,lnreres,LNRERSFM,LNRERSF2,lnreloc,LNRERSF1
"90203","0","627108","0","Cape Ann Savings Bank","Gloucester","MA","1930","12/31/2014","2/18/2015","SB","109 Main Street","","3","0","0","8","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","4/15/1846","10/22/1985","1/16/2015","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","http://capeannsavingsbank.com","227280","210222","2222","14836","144"
"28395","1504","106377","0","Cape Bank","Cape May Court H","NJ","8210","12/31/2014","2/18/2015","SB","225 North Main Street","","15","0","0","4","0","Cape May","36140","Ocean City, NJ","1/1/1923","6/21/1948","12/31/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","http://www.capebanknj.com","313516","273409","9205","30902","34368"
"26517","1456","119779","3444801","Cape Cod Co-operative Bank","Yarmouth Port","MA","2675","12/31/2014","2/18/2015","SB","121 Main Street","COASTAL AFFILIATES, MHC","12","0","0","5","0","Barnstable","12700","Barnstable Town, MA","1/1/1921","1/22/1986","5/7/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","WWW.MYCAPECODBANK.COM","495347","434551","15599","45197","410848"
"35322","0","2848493","4135209","Capital  Bank, SSB","El Paso","TX","79925","12/31/2014","2/18/2015","SB","8700 Montana","STRATEGIC GROWTH BANK INCORPORATED","4","0","0","4","0","El Paso","21340","El Paso, TX","10/25/1999","10/25/1999","12/9/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Southern","West","www.capitalbankep.com","18146","16510","0","1636","16041"
"19195","14472","80936","1081378","Capital Bank","Fort Oglethorpe","GA","30742","12/31/2014","2/18/2015","NM","625 Battlefield Parkway","CATOOSA BANCSHARES, INC.","3","0","0","4","1","Catoosa","16860","Chattanooga, TN-GA","8/7/1964","8/7/1964","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.capitalbank-ga.com","28219","24585","930","2704","5570"
"19401","0","596156","3035227","Capital Bank","Jacinto City","TX","77029","12/31/2014","2/18/2015","NM","10304 East Freeway","JSA FAMILY LIMITED PARTNERSHIP","6","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","4/10/1965","4/10/1965","1/1/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","capitalbanktx.com","27514","21365","4905","1244","4273"
"17640","12273","826255","1123401","Capital Bank","St. Paul","MN","55117","12/31/2014","2/18/2015","NM","1020 Rice Street","FIRST SLEEPY EYE BANCORPORATION, INC.","2","0","0","4","1","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","7/30/1956","7/30/1956","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.firstsecuritybank.com","727","471","33","223","0"
"58462","0","3597305","0","Capital Bank","San Juan Capistr","CA","92675","12/31/2014","2/18/2015","SM","31351 Rancho Viejo Rd, # 101","","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","3/26/2008","3/26/2008","3/31/2008","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","www.mycapitalbank.com","27965","27780","75","110","20788"
"35164","15674","2921659","0","Capital Bank and Trust Company","Irvine","CA","92618","12/31/2014","2/18/2015","SA","6455 Irvine Center Drive","","1","0","0","7","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","7/1/2000","7/1/2000","7/21/2011","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","www.americanfunds.com","0","0","0","0","0"
"58464","0","3595262","0","Capital Bank of New Jersey","Vineland","NJ","8360","12/31/2014","2/18/2015","NM","175 South Main Road","","4","0","0","4","0","Cumberland","47220","Vineland-Bridgeton, NJ","4/23/2007","4/23/2007","4/3/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","www.capitalbanknj.com","30105","21553","1480","7072","20139"
"57495","0","3134399","0","Capital Bank of Texas","Carrizo Springs","TX","78834","12/31/2014","2/18/2015","NM","200 North Fifth Street","","2","0","0","4","0","Dimmit","","","5/9/2003","5/9/2003","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.capitalbankoftexas.com","6032","4838","1194","0","927"
"59049","0","4160667","4160939","Capital Bank, National Association","Coral Gables","FL","33134","12/31/2014","2/18/2015","N","121 Alhambra Plaza, # 1601","CAPITAL BANK FINANCIAL CORP.","169","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/16/2010","7/16/2010","10/11/2012","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.capitalbank-us.com","1304173","925698","28806","349669","629358"
"35278","0","2808602","2808590","Capital Bank, National Association","Rockville","MD","20850","12/31/2014","2/18/2015","N","One Church Street","CAPITAL BANCORP, INC.","4","0","1","4","0","Montgomery","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/14/1999","12/14/1999","5/10/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","http://www.capitalbankmd.com","175066","128099","4424","42543","49065"
"16803","13715","348551","1055427","Capital City Bank","Topeka","KS","66609","12/31/2014","2/18/2015","NM","3710 Southwest Topeka Blvd.","CAPITAL CITY BANCSHARES, INC.","11","0","0","4","0","Shawnee","45820","Topeka, KS","1/30/1892","6/29/1949","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","www.capcitybank.com","58590","51490","5581","1519","6598"
"9622","13205","876634","1085509","Capital City Bank","Tallahassee","FL","32301","12/31/2014","2/18/2015","SM","217 North Monroe Street","CAPITAL CITY BANK GROUP, INC.","69","0","1","9","0","Leon","45220","Tallahassee, FL","6/13/1907","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","www.ccbg.com","491034","276934","10440","203660","190903"
"33823","13865","2068107","2641621","Capital Community Bank","Provo","UT","84604","12/31/2014","2/18/2015","NM","3280 N. University Avenue","CAPITAL COMMUNITY BANCORPORATION, INC.","4","0","0","4","0","Utah","39340","Provo-Orem, UT","7/29/1993","7/29/1993","6/13/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","http://www.ccbankutah.com","13389","7763","618","5008","4007"
"33954","0","2253891","2277860","Capital One Bank (USA), National Association","Glen Allen","VA","23060","12/31/2014","2/18/2015","N","4851 Cox Road","CAPITAL ONE FINANCIAL CORPORATION","1","2","0","3","0","Henrico","40060","Richmond, VA","11/22/1994","11/22/1994","5/1/2012","Stock","0","0","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","www.capitalone.com","0","0","0","0","0"
"4297","11780","112837","2277860","Capital One, National Association","Mclean","VA","22102","12/31/2014","2/18/2015","N","1680 Capital One Drive","CAPITAL ONE FINANCIAL CORPORATION","876","1","1","9","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/22/1933","1/1/1934","11/1/2012","Stock","0","1","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","www.capitalone.com","30858546","28637069","231452","1990025","23079848"
"57562","0","3204993","3589702","Capital Pacific Bank","Portland","OR","97205","12/31/2014","2/18/2015","NM","805 Sw Broadway, Suite 780","CAPITAL PACIFIC BANCORP","1","0","0","4","0","Multnomah","38900","Portland-Vancouver-Hillsboro, OR-WA","8/4/2003","8/4/2003","2/16/2010","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","http://www.capitalpacificbank.com","6398","5370","585","443","5218"
"58507","0","3560783","0","CapitalMark Bank & Trust","Chattanooga","TN","37402","12/31/2014","2/18/2015","SM","801 Broad Street","","4","0","0","4","0","Hamilton","16860","Chattanooga, TN-GA","3/5/2007","3/5/2007","3/5/2007","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","http://www.CapitalMark.com","128896","75440","2444","51012","3727"
"34074","14016","2339599","2339610","Capitol Bank","Madison","WI","53717","12/31/2014","2/18/2015","NM","710 North High Point Road","CAPITOL BANKSHARES, INC.","14","0","0","4","0","Dane","31540","Madison, WI","10/9/1995","10/9/1995","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","http://www.capitolbank.com","40263","22044","3815","14404","0"
"33938","0","2243977","2710675","Capitol City Bank & Trust Company","Atlanta","GA","30310","12/31/2014","2/18/2015","NM","562 Lee Street, S.W.","CAPITOL CITY BANCSHARES, INC.","8","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","10/3/1994","10/3/1994","4/2/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.capitolcitybank-atl.com","18779","14825","1836","2118","9866"
"27981","670","968070","0","Capitol Federal Savings Bank","Topeka","KS","66603","12/31/2014","2/18/2015","SA","700 S Kansas Ave","","47","0","1","5","0","Shawnee","45820","Topeka, KS","1/1/1893","9/16/1938","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","www.capfed.com","6135407","6006448","19173","109786","1191162"
"24199","0","285544","0","Capitol National Bank","Lansing","MI","48933","12/31/2014","2/18/2015","N","200 Washington Square North","","3","0","0","4","0","Ingham","29620","Lansing-East Lansing, MI","11/22/1982","11/22/1982","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","http://www.capitolnational.com","10696","6714","2878","1104","1096"
"58823","0","3715444","0","CapStar Bank","Nashville","TN","37219","12/31/2014","2/18/2015","SM","201 4th Ave North, # 950","","5","0","0","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","7/14/2008","7/14/2008","8/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","www.capstarbank.com","93074","31254","389","61431","2755"
"22769","15607","450034","3681277","Capstone Bank","Tuscaloosa","AL","35401","12/31/2014","2/18/2015","NM","2301 University Boulevard","CAPSTONE BANCSHARES, INC.","8","0","0","4","0","Tuscaloosa","46220","Tuscaloosa, AL","12/15/1978","12/15/1978","3/21/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.capstonebankal.com","83123","53696","861","28566","34910"
"34733","0","2683014","2682996","Cardinal Bank","Mclean","VA","22102","12/31/2014","2/18/2015","NM","8270 Greensboro Dr Suite 500","CARDINAL FINANCIAL CORPORATION","33","0","1","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","6/8/1998","6/8/1998","11/7/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.cardinalbank.com","906541","730235","34991","141315","342021"
"19278","0","732954","0","Carmine State Bank","Carmine","TX","78932","12/31/2014","2/18/2015","NM","235 Centennial Street","","1","0","0","7","0","Fayette","","","7/1/1907","11/4/1964","6/13/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","www.carminestatebank.com","6021","6021","0","0","0"
"58432","0","3486623","0","Carolina Alliance Bank","Spartanburg","SC","29306","12/31/2014","2/18/2015","NM","200 South Church Street","","5","0","1","4","0","Spartanburg","43900","Spartanburg, SC","1/8/2007","1/8/2007","4/4/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","WWW.CAROLINAALLIANCEBANK.COM","70594","34572","1334","34688","4358"
"34348","15549","2516626","2943473","Carolina Bank","Greensboro","NC","27401","12/31/2014","2/18/2015","NM","101 North Spring Street","CAROLINA BANK HOLDINGS, INC.","8","0","0","4","0","Guilford","24660","Greensboro-High Point, NC","11/25/1996","11/25/1996","9/22/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","WWW.CAROLINABANK.COM","162688","87886","3796","71006","11851"
"16723","0","355120","1076525","Carolina Bank & Trust Co.","Lamar","SC","29069","12/31/2014","2/18/2015","NM","114 South Main Street","FIRST CAROLINA BANCSHARES CORPORATION","16","0","0","4","0","Darlington","22500","Florence, SC","3/3/1936","8/16/1948","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","www.carolinabank.net","74340","68315","826","5199","46289"
"58516","0","3551521","4262253","Carolina Premier Bank","Charlotte","NC","28277","12/31/2014","2/18/2015","NM","13024 Ballantyne Corp Pl","PREMARA FINANCIAL, INC.","7","0","1","4","0","Mecklenburg","16740","Charlotte-Concord-Gastonia, NC-SC","8/29/2007","8/29/2007","7/2/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","http://www.carolinapremierbank.com","50402","41168","308","8926","12113"
"57026","0","2966614","0","Carolina Trust Bank","Lincolnton","NC","28092","12/31/2014","2/18/2015","NM","901 East Main Street","","7","0","0","4","0","Lincoln","16740","Charlotte-Concord-Gastonia, NC-SC","12/8/2000","12/8/2000","10/15/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","http://www.carolinatrust.com","73849","44397","820","28632","15815"
"2380","10331","541857","1848825","Carroll Bank and Trust","Huntingdon","TN","38344","12/31/2014","2/18/2015","NM","19510 West Main Street","CARROLL FINANCIAL SERVICES, INC.","7","0","0","8","0","Carroll","","","9/9/1907","1/1/1934","12/1/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","www.carrollbank.com","71678","69317","2361","0","6041"
"32393","8217","395274","4256159","Carroll Community Bank","Sykesville","MD","21784","12/31/2014","2/18/2015","NM","1321 Liberty Road","CARROLL BANCORP, INC.","2","0","0","4","0","Carroll","12580","Baltimore-Columbia-Towson, MD","4/4/1904","10/25/1985","10/12/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","http://www.carrollcobank.com","48213","42910","774","4529","3390"
"31713","7372","452476","0","Carroll County Savings and Loan Association","Carrollton","MO","64633","12/31/2014","2/18/2015","SA","121 North Folger Street","","1","0","0","5","0","Carroll","","","1/1/1920","9/24/1974","7/21/2011","Non-Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","","8681","8681","0","0","8557"
"11771","0","859141","1203451","Carroll County State Bank","Carroll","IA","51401","12/31/2014","2/18/2015","NM","126 West 6th","CARROLL COUNTY BANCSHARES, INC.","10","0","0","2","0","Carroll","","","1/1/1870","1/1/1934","11/22/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.carrollia.com","55583","48156","3841","3586","10503"
"1611","13004","490843","1131013","Carroll County Trust Company of Carrollton, Missouri","Carrollton","MO","64633","12/31/2014","2/18/2015","NM","2 South Folger","CARROLL COUNTY BANCSHARES, INC.","2","0","0","2","1","Carroll","","","1/1/1919","1/1/1934","8/12/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.cctconline.com","10174","9821","255","98","1809"
"12383","13483","1001648","1860863","Carrollton Bank","Carrollton","IL","62016","12/31/2014","2/18/2015","NM","315 West Public Square","CBX CORPORATION","9","0","1","4","1","Greene","","","1/1/1877","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","http://www.carrolltonbanking.com","157575","111367","18053","28155","874"
"29774","4069","219679","0","Carrollton Federal Bank","Carrollton","KY","41008","12/31/2014","2/18/2015","SA","2539 Highway 227","","1","0","0","5","0","Carroll","","","1/1/1890","5/26/1937","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","www.carrolltonfederal.com","17277","16848","259","170","1303"
"17369","0","171656","1061455","Carson Bank","Mulvane","KS","67110","12/31/2014","2/18/2015","NM","122 West Main Street","MULVANE BANKSHARES, INC.","4","0","0","4","1","Sumner","48620","Wichita, KS","7/1/1886","11/5/1954","7/1/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.carsonbank.com","21311","19120","932","1259","2968"
"58596","0","3476192","0","Carter Bank & Trust","Martinsville","VA","24112","12/31/2014","2/18/2015","NM","4 E. Commonwealth Boulevard","","123","0","1","4","0","Martinsville City","","","12/30/2006","12/30/2006","2/15/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","","155294","154309","985","0","23572"
"28942","2657","900678","0","Carthage Federal Savings and Loan Association","Carthage","NY","13619","12/31/2014","2/18/2015","SA","313 State St","","4","0","0","5","0","Jefferson","48060","Watertown-Fort Drum, NY","1/1/1888","9/19/1951","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","","144685","123926","3176","17583","0"
"30394","5273","268677","0","Carver Federal Savings Bank","New York","NY","10027","12/31/2014","2/18/2015","SA","75 West 125th Street","","10","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1948","3/7/1949","1/2/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","http://www.Carverbank.com","128788","126700","2088","0","39227"
"16584","10722","370833","3190023","Carver State Bank","Savannah","GA","31401","12/31/2014","2/18/2015","NM","701 Martin Luther King, Jr B","CARVER FINANCIAL CORPORATION","2","0","0","4","0","Chatham","42340","Savannah, GA","1/1/1927","6/4/1947","5/8/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","http://WWW.CARVERSTATEBANK.COM","11705","10262","972","471","792"
"3614","0","306337","3958867","Casey State Bank","Casey","IL","62420","12/31/2014","2/18/2015","NM","305-307 N. Central Avenue","EAGLE FINANCIAL CORP.","9","0","0","2","1","Clark","","","1/1/1880","1/1/1934","11/13/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","WWW.CASEYSTATEBANK.COM","35091","34218","340","533","24864"
"1265","11548","574976","0","Cashmere Valley Bank","Cashmere","WA","98815","12/31/2014","2/18/2015","NM","117 Aplets Way","","12","0","0","4","0","Chelan","48300","Wenatchee, WA","9/24/1932","1/1/1934","12/1/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","www.cashmerevalleybank.com","135773","105995","5660","24118","74163"
"1068","0","177751","1098648","Cass Commercial Bank","Des Peres","MO","63131","12/31/2014","2/18/2015","SM","12412 Powerscourt Drive","CASS INFORMATION SYSTEMS, INC.","5","0","1","4","0","Saint Louis","41180","St. Louis, MO-IL","1/1/1906","1/1/1934","2/19/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.cassbank.com","18411","17871","540","0","8392"
"19645","0","734051","1056415","Cass County Bank, Inc.","Plattsmouth","NE","68048","12/31/2014","2/18/2015","NM","2020 8th Avenue","CITIZENS NATIONAL CORPORATION","2","0","0","2","1","Cass","36540","Omaha-Council Bluffs, NE-IA","11/8/1966","11/8/1966","12/13/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","http://www.casscountybank.com","16858","15139","805","914","397"
"90582","15581","896856","2135072","Castle Rock Bank","Castle Rock","CO","80104","12/31/2014","2/18/2015","SM","501 Wilcox","CASTLE ROCK BANK HOLDING COMPANY","2","0","0","4","1","Douglas","19740","Denver-Aurora-Lakewood, CO","2/21/1974","6/17/1986","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","www.castlerockbank.com","23352","16543","2523","4286","1070"
"1913","0","152253","0","Castle Rock Bank","Castle Rock","MN","55010","12/31/2014","2/18/2015","NM","27925 Danville Avenue","","2","0","0","8","1","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/16/1916","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.castlerockbank.net","20617","18675","1942","0","0"
"17979","0","742056","0","Castroville State Bank","Castroville","TX","78009","12/31/2014","2/18/2015","NM","Paris And Lorenzo","","2","0","0","8","0","Medina","41700","San Antonio-New Braunfels, TX","4/2/1959","4/2/1959","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.CASTROVILLESTATEBANK.COM","25260","24088","1172","0","11"
"10532","12420","930853","1109722","Catahoula - LaSalle Bank","Jonesville","LA","71343","12/31/2014","2/18/2015","NM","301 Mound Street","CATAHOULA HOLDING COMPANY","9","0","0","8","1","Catahoula","","","10/5/1907","1/1/1934","11/17/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","www.catlabank.com","15721","15721","0","0","15706"
"18503","10611","595869","1843080","Cathay Bank","Los Angeles","CA","90012","12/31/2014","2/18/2015","NM","777 North Broadway Street","CATHAY GENERAL BANCORP","56","1","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","4/19/1962","4/19/1962","7/18/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","www.cathaybank.com","1950619","1748591","8918","193110","284008"
"33859","0","2132594","3443998","Catskill Hudson Bank","Monticello","NY","12701","12/31/2014","2/18/2015","NM","4438 Rt 42 N","CATSKILL HUDSON BANCORP, INC.","13","0","0","4","0","Sullivan","","","12/6/1993","12/6/1993","8/3/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","http://www.catskillhudsonbank.com","19422","10541","1094","7787","2444"
"12959","14283","254504","3009714","Cattaraugus County Bank","Little Valley","NY","14755","12/31/2014","2/18/2015","NM","116-20 Main Street","C.C.BANCORP, INC.","8","0","0","4","0","Cattaraugus","","","1/1/1902","1/1/1934","7/14/2008","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.ccblv.com","45889","32728","1098","12063","0"
"6954","0","63201","1249075","Cayuga Lake National Bank","Union Springs","NY","13160","12/31/2014","2/18/2015","N","3 Cayuga Street","CAYUGA LAKE BANK CORPORATION","2","0","0","8","0","Cayuga","","","1/1/1864","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","http://www.cayugalakenationalbank.com","51072","48627","243","2202","0"
"15310","11862","594433","1493654","CB&S Bank, Inc.","Russellville","AL","35653","12/31/2014","2/18/2015","NM","201 South Jackson Street","CBS BANC-CORP.","56","0","1","9","0","Franklin","","","1/1/1906","12/6/1935","8/23/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","WWW.CBSBANK.COM","172686","137887","4162","30637","74105"
"58434","0","3615021","0","CBank","Cincinnati","OH","45236","12/31/2014","2/18/2015","NM","8050 Hosbrook Rd, Suite 220","","2","0","0","4","1","Hamilton","17140","Cincinnati, OH-KY-IN","7/16/2007","7/16/2007","7/1/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","WWW.CBANKUSA.COM","12563","9495","0","3068","6960"
"1421","0","380841","1097119","CBC Bank","Bowling Green","MO","63334","12/31/2014","2/18/2015","NM","901 S Business Hwy 61","CLIFFORD BANCSHARES, INC.","4","0","0","8","1","Pike","","","1/1/1871","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.cbcbank.net","4300","3843","238","219","866"
"35309","0","2855914","2855905","CBC NATIONAL BANK","Fernandina Beach","FL","32034","12/31/2014","2/18/2015","N","1891 South 14th Street","COASTAL BANKING COMPANY, INC.","5","0","1","4","0","Nassau","27260","Jacksonville, FL","5/10/2000","5/10/2000","8/10/2008","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","www.cbcnationalbank.com","216916","190846","6942","19128","58154"
"13959","0","71859","3914872","CBW Bank","Weir","KS","66781","12/31/2014","2/18/2015","NM","109 E. Main Street","CB BANCSHARES CORP","1","0","0","7","0","Cherokee","","","1/1/1892","2/28/1934","8/15/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","cbwbank.com","565","565","0","0","0"
"16595","11147","655839","1020395","CCB Community Bank","Andalusia","AL","36420","12/31/2014","2/18/2015","NM","225 East Three Notch Street","SOUTHERN NATIONAL CORPORATION","4","0","1","2","1","Covington","","","7/1/1947","7/1/1947","1/1/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Pensacola","Atlanta","Southern","Southeast","www.bankccb.com","89516","79500","843","9173","4120"
"31121","6420","813572","3135190","Cecil Bank","Elkton","MD","21921","12/31/2014","2/18/2015","SM","127 North St","CECIL BANCORP, INC.","9","0","0","4","0","Cecil","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10/7/1959","10/7/1959","7/14/2008","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","http://www.cecilbank.com","66516","56870","6799","2847","41952"
"34478","0","2651899","0","Cedar Hill National Bank","Charlotte","NC","28273","12/31/2014","2/18/2015","N","9401 Southern Pine Blvd, # P","","1","0","0","7","0","Mecklenburg","16740","Charlotte-Concord-Gastonia, NC-SC","2/2/1998","2/2/1998","6/13/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Richmond","Northeastern","Southeast","","0","0","0","0","0"
"57244","0","3029589","2125813","Cedar Rapids Bank and Trust Company","Cedar Rapids","IA","52401","12/31/2014","2/18/2015","SM","500 1st Ave. Ne, Suite 100","QCR HOLDINGS, INC.","6","0","0","4","0","Linn","16300","Cedar Rapids, IA","9/14/2001","9/14/2001","10/26/2013","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","www.CRBT.com","65165","51823","3321","10021","20309"
"18820","53546","1005851","1065202","Cedar Rapids State Bank","Cedar Rapids","NE","68627","12/31/2014","2/18/2015","NM","213 W Main St","CEDAR RAPIDS STATE COMPANY","1","0","0","2","0","Boone","","","5/25/1936","6/26/1963","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.cedarrapidsstatebank.com","328","328","0","0","0"
