cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"8822","0","293352","1125254","Adrian State Bank","Adrian","MN","56110","12/31/2014","2/18/2015","NM","322 Maine Avenue","ADRIAN BUILDING CORPORATION","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","www.adrianstatebank.com","1534","166","1368","0","113","0","39","0","74","973","589","146","238","508","0","0","508","0","508","0","508","-10","286","0","508"
"18152","15877","438050","1066928","Advantage Bank","Oklahoma City","OK","73141","12/31/2014","2/18/2015","NM","8001 Ne 23rd Street","SPENCER BANCSHARES, INC.","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","11/10/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.advantagebank.biz","2832","168","2664","85","593","0","487","0","106","2712","1439","349","924","460","5","0","465","0","465","0","465","66","220","0","460"
"57072","0","2927615","2926270","Advantage Bank","Loveland","CO","80537","12/31/2014","2/18/2015","NM","1475 North Denver Avenue","ADVANTAGE BANCORP, INC.","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.advantagebanks.com","6311","469","5842","322","252","0","28","0","224","3947","1411","538","1998","1825","-4","193","1628","0","1628","0","1628","0","0","0","1631.56"
"10375","14584","189549","3155273","Advantage Community Bank","Dorchester","WI","54425","12/31/2014","2/18/2015","NM","101 West Center Street","ADVANTAGE COMMUNITY BANCSHARES, INC.","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","www.advantagecommunity.com","4652","587","4065","-241","892","0","52","0","840","3554","2327","510","717","1644","2","571","1075","0","1075","0","1075","122","625","0","1073.7"
"34885","14544","965789","0","Affiliated Bank","Bedford","TX","76021","12/31/2014","2/18/2015","SA","500 Harwood Rd.","","3","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.affiliatedbank.com","23822","1982","21840","400","11712","0","202","0","11510","22675","15707","2107","4861","10477","0","3613","6864","0","6864","0","6864","73","3000","79","6864"
"57264","0","3118447","3118456","Affinity Bank","Atlanta","GA","30328","12/31/2014","2/18/2015","NM","5660 New Northside Drive, #","ABB FINANCIAL GROUP, INC.","1","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","9/28/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.myaffinitybank.com","9379","2722","6657","0","530","0","90","0","440","6306","2608","565","3133","881","0","0","881","0","881","0","881","266","0","0","881"
"35267","14939","2909330","0","AIG Federal Savings Bank","Wilmington","DE","19809","12/31/2014","2/18/2015","SA","503 Carr Road, Suite 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","","215","1","214","0","4882","4805","0","0","77","4087","3068","183","836","1009","684","604","1089","0","1089","0","1089","0","0","0","651.24"
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","12/31/2014","2/18/2015","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","12","0","0","4","1","Lamb","","","9/19/1925","1/1/1934","3/21/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","http://www.aimbankonline.com","21772","2233","19539","2245","5903","0","2098","0","3805","15888","9079","1627","5182","7309","168","0","7477","0","7477","0","7477","-36","940","0","7309"
"35314","0","2877484","3047583","Alamerica Bank","Birmingham","AL","35205","12/31/2014","2/18/2015","NM","2170 Highland Avenue","ALAMERICA BANCCORP, INC.","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","","1689","301","1388","976","-9","0","156","0","-165","1861","731","283","847","-1458","0","-47","-1411","0","-1411","0","-1411","41","0","0","-1411"
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","12/31/2014","2/18/2015","NM","2225 Main Street","ALAMOSA BANCORPORATION, LTD.","2","0","0","8","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.alamosastatebank.com","6843","354","6489","2","597","0","434","0","163","3929","2241","447","1241","3155","0","0","3155","0","3155","0","3155","46","2208","0","3155"
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","12/31/2014","2/18/2015","N","3424 West Lawrence Avenue","ALBANK CORPORATION","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.albanybank.com","15081","609","14472","3000","2883","83","613","0","2187","10464","5685","1246","3533","3891","0","1205","2686","0","2686","0","2686","4687","1061","0","2686"
"34106","14711","2332666","3842630","Albina Community Bank","Portland","OR","97212","12/31/2014","2/18/2015","NM","2002 N.E Martin Luther King","BENEFICIAL STATE BANCORP, INC.","5","0","0","4","0","Multnomah","38900","Portland-Vancouver-Hillsboro, OR-WA","12/19/1995","12/19/1995","10/23/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","http://www.albinabank.com","4880","245","4635","0","1983","0","452","0","1531","5968","3212","744","2012","650","-2","-7","655","0","655","0","655","-241","0","0","657"
"9831","0","414102","0","Alden State Bank","Alden","NY","14004","12/31/2014","2/18/2015","SM","13216 Broadway","","2","0","0","5","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","WWW.ALDENSTATE.COM","10045","633","9412","662","1291","0","587","0","704","6202","3658","589","1955","3839","0","1476","2363","0","2363","0","2363","255","1260","0","2363"
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","12/31/2014","2/18/2015","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","http://www.aldenbank.com","7589","507","7082","610","977","0","505","0","472","4762","2498","533","1731","2687","0","776","1911","0","1911","0","1911","219","620","0","1911"
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","12/31/2014","2/18/2015","N","401 Demers Avenue","ALERUS FINANCIAL CORPORATION","16","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","6/25/2014","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","http://www.alerusfinancial.com","54161","3195","50966","0","75714","49307","1688","0","24719","96879","59146","7060","30673","29801","2179","9775","22205","0","22205","0","22205","-625","21000","0","20701.49"
"13080","0","585235","1201989","Algonquin State Bank, National Association","Algonquin","IL","60102","12/31/2014","2/18/2015","N","2400 Huntington Drive North","FIRST ALGONQUIN COMPANY","4","0","0","7","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.algonquinstatebank.com","3700","203","3497","1336","565","10","175","0","380","4592","2359","578","1655","-1866","960","0","-906","0","-906","0","-906","1589","0","0","-1866"
"20093","16002","25357","0","All America Bank","Oklahoma City","OK","73128","12/31/2014","2/18/2015","NM","200 South Rockwell Avenue","","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.allamericabank.net","4776","602","4174","12","845","0","251","0","594","4021","2388","523","1110","986","0","0","986","0","986","0","986","268","998","0","986"
"6058","0","1829","1247419","Allegheny Valley Bank of Pittsburgh","Pittsburgh","PA","15201","12/31/2014","2/18/2015","NM","5137 Butler Street","ALLEGHENY VALLEY BANCORP, INC.","9","0","0","4","0","Allegheny","38300","Pittsburgh, PA","10/15/1900","1/1/1934","2/2/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","http://www.avbpgh.com","15222","1901","13321","392","2924","0","935","0","1989","11876","6239","1475","4162","3977","129","985","3121","0","3121","0","3121","166","1681","0","3022.96"
"58629","0","3579589","3744239","Allegiance Bank Texas","Houston","TX","77040","12/31/2014","2/18/2015","NM","8727 W Sam Houston Pkwy N","ALLEGIANCE BANCSHARES, INC.","11","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","12/31/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.allegiancebanktexas.com","52404","5341","47063","2150","2525","0","945","0","1580","32638","20179","4400","8059","14800","82","5191","9691","0","9691","0","9691","559","0","41","9637.7"
"197","9807","493741","1138405","Alliance Bank","Francesville","IN","47946","12/31/2014","2/18/2015","NM","101 West Montgomery Street","ALLIANCE BANCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.myalliancebank.com","11323","660","10663","0","1974","26","899","0","1049","8082","4825","637","2620","4555","150","0","4705","0","4705","0","4705","-172","2930","0","4555"
"11569","10383","176464","2127068","Alliance Bank","Sulphur Springs","TX","75482","12/31/2014","2/18/2015","NM","100 Jefferson Street","ALLIANCE BANCSHARES, INC.","11","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.alliancebank.com","20106","2079","18027","0","8803","0","2172","0","6631","19554","10509","3403","5642","7276","32","0","7308","0","7308","0","7308","151","3455","0","7276"
"10973","12291","166652","1127146","Alliance Bank","Lake City","MN","55041","12/31/2014","2/18/2015","NM","105 East Lyon Avenue","ALLIANCE FINANCIAL SERVICES, INC.","10","0","0","4","1","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","2/21/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.alliancebanks.com","23665","1915","21750","-3000","4541","0","941","0","3600","17752","10799","1859","5094","11539","72","0","11611","0","11611","0","11611","-373","5521","0","11539"
"12511","11730","21658","1126082","Alliance Bank","Mondovi","WI","54755","12/31/2014","2/18/2015","NM","245 South Eau Claire Street","GEBSCO, INC.","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","www.alliancebank.us","5695","802","4893","32","723","45","235","0","443","4290","2665","382","1243","1294","-42","0","1252","0","1252","0","1252","216","972","0","1294"
"34566","0","2619714","3253629","Alliance Bank","Cape Girardeau","MO","63701","12/31/2014","2/18/2015","NM","217 North Kingshighway","ALLIANCE BANCSHARES, INC.","3","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.alliancebanking.com","6944","587","6357","240","1138","0","240","0","898","4520","2668","455","1397","2735","0","907","1828","0","1828","0","1828","246","0","0","1828"
"34930","0","2694944","2695727","Alliance Bank","Topeka","KS","66614","12/31/2014","2/18/2015","NM","3001 Southwest Wanamaker Rd","NEW MILLENNIUM BANKSHARES, INC.","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.alliancebankks.com","3407","328","3079","98","304","0","112","0","192","2490","1364","257","869","795","0","270","525","0","525","0","525","54","100","0","525"
"57733","0","3276543","3706684","Alliance Bank & Trust Company","Gastonia","NC","28054","12/31/2014","2/18/2015","NM","292 West Main Ave","AB&T FINANCIAL CORPORATION","6","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","9/3/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","www.alliancebanknc.com","6170","1356","4814","533","-7","0","267","0","-274","5883","2952","337","2594","-1609","7","0","-1602","0","-1602","0","-1602","840","0","0","-1609"
"15657","0","601658","3615441","Alliance Bank Central Texas","Waco","TX","76710","12/31/2014","2/18/2015","NM","4721 Bosque Blvd","ABCT HOLDINGS, INC.","3","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","1/11/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","https://www.alliancebanktexas.com","7236","1234","6002","0","820","0","338","0","482","6435","3312","844","2279","387","79","-37","503","0","503","0","503","398","0","0","424"
"57424","0","3177378","0","Alliance Banking Company","Winchester","KY","40391","12/31/2014","2/18/2015","NM","695 Bullion Boulevard","","1","0","0","4","0","Clark","30460","Lexington-Fayette, KY","3/12/2003","3/12/2003","8/27/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","www.alliancebankky.com","2578","418","2160","242","74","0","71","0","3","2259","991","266","1002","-267","0","0","-267","0","-267","0","-267","226","0","0","-267"
"1946","11748","35057","2352253","Alliant Bank","Madison","MO","65263","12/31/2014","2/18/2015","NM","101 East Broadway","NEMO BANCSHARES, INC","6","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","http://www.alliantbank.com","6156","717","5439","187","1876","0","432","0","1444","5944","3171","681","2092","1184","0","0","1184","0","1184","0","1184","70","857","0","1184"
"91","0","28349","2576424","Allied Bank","Mulberry","AR","72947","12/31/2014","2/18/2015","SM","311 Main Street","ACME HOLDING COMPANY INC. EMPLOYEE STOCK OWNERSHIP PLAN","7","0","0","4","0","Crawford","22900","Fort Smith, AR-OK","3/4/1902","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","http://www.justbankit.com","4267","904","3363","0","637","0","289","0","348","5024","2481","597","1946","-1024","0","0","-1024","0","-1024","0","-1024","-91","0","0","-1024"
"55130","0","2140348","3051580","Allied First Bank,sb","Oswego","IL","60543","12/31/2014","2/18/2015","SB","3201 Orchard Rd","ALLIED FIRST BANCORP, INC.","1","0","0","8","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","6/25/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.alliedfirst.com","4143","761","3382","385","2240","0","170","0","2070","5587","2279","618","2690","-350","6","-134","-210","0","-210","0","-210","585","0","0","-213.84"
"4051","0","146056","3176559","AllNations Bank","Calumet","OK","73014","12/31/2014","2/18/2015","SM","114 East Main","ALLNATIONS BANCORPORATION, INC.","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.anbok.com","1612","111","1501","60","169","0","108","0","61","1185","498","353","334","425","11","167","269","0","269","0","269","-13","0","0","261.96"
