cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,ntrtmlg,cd3les,cd3t12,cd1t3,cdov3
"15684","15593","977951","2238544","Border State Bank","Greenbush","MN","56726","12/31/2014","2/18/2015","NM","133 Main Street North","BORDER BANCSHARES, INC.","7","0","0","2","1","Roseau","","","8/9/1935","9/9/1939","5/7/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","borderstatebank.com","64485","9681","34416","10771","9617"
"24811","9312","964700","1248078","Boston Private Bank & Trust Company","Boston","MA","2109","12/31/2014","2/18/2015","NM","Ten Post Office Square","BOSTON PRIVATE FINANCIAL HOLDINGS, INC.","23","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","11/21/1983","11/21/1983","5/27/2011","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","http://www.bostonprivatebank.com","433884","155504","217946","50442","9992"
"18342","0","972406","0","Boston Trust & Investment Management Company","Boston","MA","2108","12/31/2014","2/18/2015","NM","1 Beacon Street, 33rd Floor","","1","0","0","7","1","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","12/14/1960","12/14/1960","9/7/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","http://www.bostontrust.com","500","500","0","0","0"
"30866","6033","507479","0","Boulevard Bank","Des Peres","MO","63131","12/31/2014","2/18/2015","SA","12800 Corporate Hill Drive","","2","0","1","8","1","Saint Louis","41180","St. Louis, MO-IL","1/1/1884","7/9/1956","6/24/2014","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","WWW.BLVDBANK.COM","1013","0","1013","0","0"
"35172","0","2749059","0","Boundary Waters Bank","Ely","MN","55731","12/31/2014","2/18/2015","NM","601 East Sheridan Street","","3","0","0","4","0","Saint Louis","20260","Duluth, MN-WI","4/1/1999","4/1/1999","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.mybwbank.com","47267","9061","28156","8797","1253"
"31443","6979","416973","0","Brainerd Savings and Loan Association, A Federal Association","Brainerd","MN","56401","12/31/2014","2/18/2015","SA","524 S 6th Street","","2","0","0","5","0","Crow Wing","","","1/1/1922","6/29/1965","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.brainerdsavings.com","12322","882","4352","4279","2809"
"9846","12045","852320","1074156","Branch Banking and Trust Company","Winston Salem","NC","27101","12/31/2014","2/18/2015","NM","200 W 2nd St","BB&T CORPORATION","1852","1","1","4","0","Forsyth","49180","Winston-Salem, NC","1/1/1872","1/1/1934","6/13/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","www.BBT.com","9874178","4664963","2193709","2713582","301924"
"5676","9714","760331","1082375","BRANNEN BANK","Inverness","FL","34450","12/31/2014","2/18/2015","NM","320 Highway 41 South","BRANNEN BANKS OF FLORIDA, INC.","12","0","0","8","1","Citrus","26140","Homosassa Springs, FL","7/1/1926","1/1/1934","2/2/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","www.brannenbanks.com","50629","19380","28986","1786","477"
"35420","0","2861317","2861812","Branson Bank","Branson","MO","65616","12/31/2014","2/18/2015","NM","1501 State Highway 248","BRANSON BANCSHARES, INC","3","0","0","4","0","Taney","","","3/22/2000","3/22/2000","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","http://www.bransonbank.com","32356","9863","7801","9290","5402"
"16386","14591","411231","1084025","Brantley Bank and Trust Company","Brantley","AL","36009","12/31/2014","2/18/2015","NM","9402 North Main Street","BRANTLEY BANCORP, INC.","2","0","0","7","0","Crenshaw","","","3/6/1946","3/6/1946","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","http://www.brantleybank.com","7285","1454","5831","0","0"
"24038","0","863362","3530218","Brazos National Bank","Clute","TX","77531","12/31/2014","2/18/2015","N","2300 Hwy 288 - (Richwood)","GULFPORT BANCSHARES OF DELAWARE, INC.","1","0","0","5","0","Brazoria","26420","Houston-The Woodlands-Sugar Land, TX","8/2/1982","8/2/1982","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","brazosbank.com","1559","537","1022","0","0"
"5792","0","856542","3943528","Breda Savings Bank","Breda","IA","51436","12/31/2014","2/18/2015","NM","105 Main Street","VAN FINANCIAL CORPORATION","1","0","0","2","0","Carroll","","","1/1/1890","1/1/1934","6/2/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.bredasavingsbank.com","2260","600","1360","300","0"
"1067","12518","534653","1097016","Bremen Bank and Trust Company","Hazelwood","MO","63042","12/31/2014","2/18/2015","NM","700 James S Mcdonnell Blvd.","BREMEN BANCORP, INC.","5","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","1/1/1868","1/1/1934","4/18/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.bremenbank.com","33557","6153","15701","9211","2492"
"12923","12109","800657","1121340","Bremer Bank, National Association","Saint Paul","MN","55102","12/31/2014","2/18/2015","N","372 Saint Peter Street","OTTO BREMER FOUNDATION","85","0","1","4","0","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","11/19/1932","1/1/1934","10/1/2014","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.bremer.com","512256","81528","266331","128408","35989"
"27943","587","534877","0","Brentwood Bank","Bethel Park","PA","15102","12/31/2014","2/18/2015","SB","411 Mcmurray Rd., Suite 200","","12","0","0","4","0","Allegheny","38300","Pittsburgh, PA","1/1/1922","11/26/1935","6/18/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","www.brentwoodbank.com","50569","4087","11004","16912","18566"
"22811","10473","270531","2447935","Brickyard Bank","Lincolnwood","IL","60712","12/31/2014","2/18/2015","NM","6676 North Lincoln Avenue","BRICKYARD BANCORP, INC.","3","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","2/26/1979","2/26/1979","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.brickyardbank.net","38175","3515","16233","16492","1935"
"57086","0","3025406","3811467","Bridge Bank, National Association","San Jose","CA","95113","12/31/2014","2/18/2015","N","55 Almaden Blvd","CARPENTER BANK PARTNERS, INC.","2","0","0","4","0","Santa Clara","41940","San Jose-Sunnyvale-Santa Clara, CA","5/14/2001","5/14/2001","10/13/2009","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","http://www.bridgebank.com","29630","7476","12430","9724","0"
"18155","0","43959","1131899","Bridge City State Bank","Bridge City","TX","77611","12/31/2014","2/18/2015","NM","701 West Round Bunch Road","AMTEX BANCSHARES, INC.","2","0","0","7","0","Orange","13140","Beaumont-Port Arthur, TX","2/27/1960","2/27/1960","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://www.bridgecitybank.com","11442","2451","5848","2011","1132"
"12717","0","882541","1827923","Bridge Community Bank","Mount Vernon","IA","52314","12/31/2014","2/18/2015","NM","302 Highway 1 South","BRIDGE COMMUNITY BANK ESOP","3","0","0","2","0","Linn","16300","Cedar Rapids, IA","9/8/1903","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","www.bankatbridge.com","9245","4074","4509","534","128"
"21122","14583","312730","1209145","Bridgeview Bank Group","Bridgeview","IL","60455","12/31/2014","2/18/2015","NM","7940 South Harlem Avenue","BRIDGEVIEW BANCORP, INC.","17","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/21/1973","6/21/1973","2/25/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.bridgeviewbank.com","136867","31462","54624","50173","608"
"58210","0","3378773","3378764","Bridgewater Bank","Bloomington","MN","55431","12/31/2014","2/18/2015","NM","3800 American Blvd West, # 1","BRIDGEWATER BANCSHARES, INC.","3","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","11/2/2005","11/2/2005","1/25/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.bridgewaterbankmn.com","142460","13357","81819","35564","11720"
"90169","8030","699105","3134102","Bridgewater Savings Bank","Raynham","MA","2767","12/31/2014","2/18/2015","SM","756 Orchard Street","BRIDGEWATER FINANCIAL, MHC","8","0","0","4","0","Bristol","39300","Providence-Warwick, RI-MA","3/19/1872","6/20/1985","1/29/2013","Stock","0","1","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.bridgewatersavings.com","40726","10933","13410","13335","3048"
"9189","13682","227656","1140248","Brighton Bank","Brighton","TN","38011","12/31/2014","2/18/2015","NM","7663 Highway 51 South","BRIGHTON BANCORP, INC.","3","0","0","4","0","Tipton","32820","Memphis, TN-MS-AR","10/10/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","http://www.brightonbancorp.com","11062","2912","4797","2869","484"
"22578","0","406974","1027947","Brighton Bank","Salt Lake City","UT","84121","12/31/2014","2/18/2015","NM","7101 Highland Drive","BRIGHTON BANCORP","4","0","0","4","1","Salt Lake","41620","Salt Lake City, UT","1/3/1978","1/3/1978","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","www.brightonbank.com","200","0","100","0","100"
"10856","0","315339","0","Brimfield Bank","Brimfield","IL","61517","12/31/2014","2/18/2015","NM","123 East Knoxville Street","","1","0","0","8","0","Peoria","37900","Peoria, IL","1/1/1913","1/1/1934","6/1/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.brimfieldbank.com","6732","2568","4039","125","0"
"23622","8406","13103","2388878","Bristol County Savings Bank","Taunton","MA","2780","12/31/2014","2/18/2015","SB","35 Broadway","BEACON BANCORP","17","0","1","4","0","Bristol","39300","Providence-Warwick, RI-MA","3/2/1846","1/2/1982","4/6/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.bristolcountysavingsbank.com","128008","34363","58849","11795","23001"
"30306","5141","26176","0","Broadway Federal Bank, f.s.b.","Los Angeles","CA","90019","12/31/2014","2/18/2015","SA","4835 Venice Boulevard","","3","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","2/26/1947","2/26/1947","4/1/2013","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","www.broadwayfederalbank.com","103411","11832","65242","25468","869"
"15797","15396","474254","1106879","Broadway National Bank","San Antonio","TX","78209","12/31/2014","2/18/2015","N","1177 N.E. Loop 410","BROADWAY BANCSHARES, INC.","42","0","0","9","1","Bexar","41700","San Antonio-New Braunfels, TX","2/3/1941","2/3/1941","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","www.broadwaybank.com","79871","20397","37946","18385","3143"
"17798","17777","782306","2631510","Brookline  Bank","Brookline","MA","2445","12/31/2014","2/18/2015","SM","160 Washington Street","BROOKLINE BANCORP, INC.","23","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1871","9/3/1957","6/29/2012","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.brooklinebank.com","284382","66278","115459","85877","16768"
"14357","0","877015","2560647","Brookville National Bank","Brookville","OH","45309","12/31/2014","2/18/2015","N","225 Upper Lewisburg-Salem Rd","BNB BANCORP, INC.","2","0","0","7","0","Montgomery","19380","Dayton, OH","5/26/1934","5/26/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","brookvillenational.com","5625","1555","2653","1417","0"
"11721","14124","301640","1097182","Brown County State Bank","Mount Sterling","IL","62353","12/31/2014","2/18/2015","NM","101-103 East Main Street","UNITED COMMUNITY BANCORP, INC.","2","0","0","2","1","Brown","","","9/3/1901","1/1/1934","7/15/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","bcsb.com","2604","364","800","1440","0"
"18748","14596","71457","1840753","Bruning State Bank","Bruning","NE","68322","12/31/2014","2/18/2015","NM","104 Main Street","BRUNING BANCSHARES, INC.","4","0","0","2","0","Thayer","","","9/1/1891","4/5/1963","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.bruningbank.com","23673","5868","6962","8850","1993"
"20220","0","463203","1136344","Brunswick Bank and Trust Company","New Brunswick","NJ","8901","12/31/2014","2/18/2015","NM","439 Livingston Avenue","BRUNSWICK BANCORP","7","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/27/1970","7/27/1970","2/15/2012","Stock","0","1","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","http://www.brunswickbank.com","21293","4329","15638","1326","0"
"13692","0","413758","3612244","Brunswick State Bank","Brunswick","NE","68720","12/31/2014","2/18/2015","NM","226 2nd St","BSB BANCSHARES, INC.","2","0","0","2","1","Antelope","","","1/1/1930","1/18/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","www.brunswickstatebank.com","26911","4144","8806","10806","3155"
"17881","0","432058","0","Brush Country Bank","Freer","TX","78357","12/31/2014","2/18/2015","NM","902 E Riley St","","1","0","0","4","1","Duval","","","7/12/1958","7/12/1958","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://www.brushcountrybank.com","6953","1733","4637","583","0"
"57997","0","3356191","0","Bryant Bank","Tuscaloosa","AL","35406","12/31/2014","2/18/2015","NM","1550 Mcfarland Boulevard N.","","14","0","0","4","1","Tuscaloosa","46220","Tuscaloosa, AL","6/10/2005","6/10/2005","10/7/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","www.bryantbank.com","236900","44357","105902","82558","4083"
"6064","14159","82257","1127717","Bryant State Bank","Bryant","SD","57221","12/31/2014","2/18/2015","NM","124 Main Avenue","BRYANT BANCSHARES, INC.","1","0","0","2","1","Hamlin","","","3/1/1915","1/1/1934","6/2/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","WWW.BRYANTSTATEBANK.COM","2641","1503","888","250","0"
"10618","0","1009242","1905009","BTC Bank","Bethany","MO","64424","12/31/2014","2/18/2015","NM","3606 Miller Street","BETHANY BANKSHARES, INC.","7","0","1","2","0","Harrison","","","9/19/1919","1/1/1934","12/12/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","http://www.btcbank.com","97454","27463","37211","26074","6706"
"35101","0","2836306","2836294","Buckeye Community Bank","Lorain","OH","44055","12/31/2014","2/18/2015","SM","105 Sheffield Center","BUCKEYE BANCSHARES, INC.","1","0","0","4","0","Lorain","17460","Cleveland-Elyria, OH","10/12/1999","10/12/1999","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.buckeyebank.com","17224","1819","12378","2040","987"
"2286","0","870913","0","Buckeye State Bank","De Graff","OH","43318","12/31/2014","2/18/2015","NM","101 North Main Street","","1","0","0","8","0","Logan","","","1/1/1885","1/1/1934","10/7/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.joinbsb.com","3335","301","1283","400","1351"
"12121","0","316934","1492992","Buckley State Bank","Buckley","IL","60918","12/31/2014","2/18/2015","NM","102 S Railroad Ave","BUCKLEY BANCORP, INC.","1","0","0","2","0","Iroquois","","","11/19/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.buckleystatebank.com","3152","1266","943","943","0"
"57804","0","3287503","0","Bucks County Bank","Doylestown","PA","18901","12/31/2014","2/18/2015","NM","200 S Main Street","","4","0","0","4","0","Bucks","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","8/16/2004","8/16/2004","7/26/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","http://WWW.buckscountybank.net","45189","4554","14112","23315","3208"
"10844","14125","621441","1399578","Buena Vista National Bank","Chester","IL","62233","12/31/2014","2/18/2015","N","1309 Swanwick Street","BUENA VISTA BANCORP, INC.","8","0","0","8","0","Randolph","","","1/1/1905","1/1/1934","12/1/2012","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.bvnb.com","17063","3176","4782","7512","1593"
"29696","3903","108072","3835100","Buffalo Federal Bank","Buffalo","WY","82834","12/31/2014","2/18/2015","SM","106 Fort Street","CRAZY WOMAN CREEK BANCORP","3","0","0","4","0","Johnson","","","5/1/1936","6/19/1936","6/2/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","www.buffalofed.com","12228","1821","8702","1705","0"
"10857","0","403937","0","Buffalo Prairie State Bank","Buffalo Prairie","IL","61237","12/31/2014","2/18/2015","NM","20228 183rd Ave West","","1","0","0","2","0","Rock Island","19340","Davenport-Moline-Rock Island, IA-IL","9/29/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","","16911","3748","9580","1990","1593"
"34613","15782","2595975","2595939","Builders Bank","Chicago","IL","60601","12/31/2014","2/18/2015","NM","203 N Lasalle St, Suite M-5","BUILDERS FINANCIAL CORPORATION","3","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/14/1997","10/14/1997","12/3/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.buildersbank.com","109606","31520","55386","22455","245"
"11578","0","933621","0","Burke & Herbert Bank & Trust Company","Alexandria","VA","22314","12/31/2014","2/18/2015","NM","100 South Fairfax Street","","25","0","0","4","0","Alexandria City","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","1/1/1852","1/1/1934","4/16/2010","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.burkeandherbertbank.com","229464","76200","102435","41098","9731"
"27556","15540","1404883","4352444","Burling Bank","Chicago","IL","60604","12/31/2014","2/18/2015","NM","141 West Jackson Boulevard","BURLING BANCORP, INC.","1","0","0","5","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/7/1989","8/7/1989","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.burlingbank.com","14512","1824","7080","5608","0"
"13669","0","304155","2896092","Burton State Bank","Burton","TX","77835","12/31/2014","2/18/2015","NM","515 N Main Street","BURTON BANCSHARES, INC.","1","0","0","7","1","Washington","","","1/1/1906","1/1/1934","6/19/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.burtonbank.com","8721","1981","5872","551","317"
"16450","10287","416245","1203602","Busey Bank","Champaign","IL","61820","12/31/2014","2/18/2015","NM","100 West University Avenue","FIRST BUSEY CORPORATION","42","0","1","4","0","Champaign","16580","Champaign-Urbana, IL","7/8/1946","7/8/1946","1/22/2010","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.busey.com","138437","24514","63253","40676","9994"
"57978","0","3346268","0","Business Bank","Burlington","WA","98233","12/31/2014","2/18/2015","NM","1854 S. Burlington Blvd.","","3","0","0","4","0","Skagit","34580","Mount Vernon-Anacortes, WA","4/11/2005","4/11/2005","1/7/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","www.savibank.com","5148","1845","823","2480","0"
"58545","0","3606971","0","Business Bank of Texas, N.A.","Austin","TX","78758","12/31/2014","2/18/2015","N","1910 W Braker Lane, Ste 100","","1","0","0","4","1","Travis","12420","Austin-Round Rock, TX","8/6/2007","8/6/2007","8/6/2007","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.businessbankoftexas.com","35827","4884","18958","9450","2535"
"58228","0","3408728","3488850","Business First Bank","Baton Rouge","LA","70809","12/31/2014","2/18/2015","NM","8440 Jefferson Hwy, # 101","BUSINESS FIRST BANCSHARES, INC.","6","0","0","4","0","East Baton Rouge","12940","Baton Rouge, LA","2/1/2006","2/1/2006","7/17/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.b1bank.com","166771","37194","86106","39159","4312"
"16110","15723","1004256","1055687","Butte State Bank","Butte","NE","68722","12/31/2014","2/18/2015","SM","Thayer And Park Streets","BUTTE STATE COMPANY","2","0","0","2","1","Boyd","","","1/1/1944","1/3/1944","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","http://www.buttebank.com","9270","766","3315","4840","349"
"902","13272","325534","1203107","Byron Bank","Byron","IL","61010","12/31/2014","2/18/2015","NM","200 North Walnut","BYRON BANCSHARES, INC.","5","0","0","4","1","Ogle","","","7/1/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.byronbank.com","47554","8334","24493","9762","4965"
"22350","0","233451","2249410","Byron State Bank","Byron","NE","68325","12/31/2014","2/18/2015","NM","115 Kansas","BYRON STATE, INC.","1","0","0","2","0","Thayer","","","10/20/1976","10/20/1976","5/16/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","www.byronstatebank.com","9466","4148","3556","1288","474"
"18443","10771","900146","1200496","C US Bank","Cresco","IA","52136","12/31/2014","2/18/2015","SM","111 North Elm Street","HOW-WIN DEVELOPMENT CO.","5","0","0","2","1","Howard","","","4/1/1888","10/3/1961","8/20/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","http://www.cusb.com","46046","19784","17086","8086","1090"
"30119","4779","805876","0","C&G Savings Bank","Altoona","PA","16601","12/31/2014","2/18/2015","SB","1201 12th Street","","6","0","0","5","0","Blair","11020","Altoona, PA","1/1/1939","11/26/1940","7/10/2008","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","www.cgsbonline.com","6784","1736","1676","2725","647"
"34092","14450","2362074","4558901","C1 Bank","Saint Petersburg","FL","33701","12/31/2014","2/18/2015","NM","100 5th Street South","C1 FINANCIAL, INC.","33","0","0","4","0","Pinellas","45300","Tampa-St. Petersburg-Clearwater, FL","11/17/1995","11/17/1995","8/2/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","WWW.C1BANK.COM","183718","48262","56276","73646","5534"
"1419","0","641047","3484012","Cabool State Bank","Cabool","MO","65689","12/31/2014","2/18/2015","NM","600 Main Street","CABOOL STATE BANK EMPLOYEE STOCK OWNERSHIP PLAN","1","0","0","2","0","Texas","","","3/26/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","https://www.caboolstatebank.com","4382","1406","2647","329","0"
"34328","0","2506328","0","Cache Bank and Trust","Greeley","CO","80634","12/31/2014","2/18/2015","NM","4601 West 20th Street","","3","0","0","7","0","Weld","24540","Greeley, CO","10/11/1996","10/11/1996","10/31/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.cachebankandtrust.com","27679","5486","11915","10278","0"
"22134","10858","995076","2324997","Cache Valley Bank","Logan","UT","84321","12/31/2014","2/18/2015","NM","101 North Main Street","CACHE VALLEY BANKING COMPANY","15","0","0","4","0","Cache","30860","Logan, UT-ID","10/2/1975","10/2/1975","3/1/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","http://www.cachevalleybank.com","117267","15619","45021","32122","24505"
"4999","10349","4262534","4037349","Cadence Bank, N.A.","Birmingham","AL","35203","12/31/2014","2/18/2015","N","2100 Third Avenue North","CADENCE BANCORP LLC","87","0","1","4","0","Jefferson","13820","Birmingham-Hoover, AL","5/1/1887","1/1/1934","12/14/2012","Stock","0","1","OCC","DIF","Atlanta","DALLAS","Shelby","Atlanta","Southern","Southeast","www.cadencebank.com","637455","143055","112494","264515","117391"
"11785","9983","925354","1108985","Caldwell Bank & Trust Company","Columbia","LA","71418","12/31/2014","2/18/2015","NM","202 Main Street","CALDWELL HOLDING COMPANY","3","0","0","2","1","Caldwell","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","http://www.caldwellbankandtrust.com","56320","11256","18072","24096","2896"
"9024","12454","498625","1357046","Calhoun County Bank, Inc.","Grantsville","WV","26147","12/31/2014","2/18/2015","NM","372 Main Street","CALHOUN BANKSHARES, INC.","4","0","0","6","0","Calhoun","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","www.calhounbanks.com","27430","7392","5634","12587","1817"
"20852","0","837260","1027004","California Bank & Trust","San Diego","CA","92130","12/31/2014","2/18/2015","NM","11622 El Camino Real, # 200","ZIONS BANCORPORATION","100","0","0","4","0","San Diego","41740","San Diego-Carlsbad, CA","11/9/1972","11/9/1972","7/17/2009","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","http://www.calbanktrust.com","281167","106645","133407","33468","7647"
"58583","0","3614958","0","California Bank of Commerce","Lafayette","CA","94549","12/31/2014","2/18/2015","NM","3595 Mt Diablo Blvd, 2nd Fl","","1","0","0","4","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","7/17/2007","7/17/2007","7/31/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","http://www.californiabankofcommerce.com","56239","22380","27436","6423","0"
"58037","0","3390337","0","California Business Bank","Los Angeles","CA","90017","12/31/2014","2/18/2015","NM","800 W. 6th St., Suite 1000","","1","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","11/1/2005","11/1/2005","5/27/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","http://www.californiabusinessbank.com","34911","20374","12360","2177","0"
