cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"12193","12466","729459","1123111","Pine Island Bank","Pine Island","MN","55963","12/31/2014","2/18/2015","NM","128 South Main Street","ZUMBROTA AGENCY, INC.","1","0","0","4","1","Goodhue","","","7/27/1931","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://pineislandbank.com","54804","780","55584","36","55620","45345","45345","2409","13957","9370","4587","2042","19648","7289","","1238","3049","","1077","0","66","536","475","4911","0","4911","0","0","0","0","","413","330","2293","116","675",""
"10194","13845","729057","1128424","Pine River State Bank","Pine River","MN","56474","12/31/2014","2/18/2015","NM","103 Mill Street","NORBANC GROUP INC.","5","0","0","4","1","Cass","","","1/22/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","www.pineriverstatebank.com","53881","695","54576","0","54576","42845","42845","5038","17868","8791","9077","0","15989","3950","","3371","4781","","2111","0","73","569","1469","1468","0","1440","28","0","0","0","","2007","869","2691","2347","695",""
"22497","0","612551","2042648","Pine River Valley Bank","Bayfield","CO","81122","12/31/2014","2/18/2015","NM","301 North Commerce Drive","PINE RIVER BANK CORP.","4","0","0","4","0","La Plata","","","8/1/1977","8/1/1977","6/1/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","www.prvb.com","65276","1659","66935","28","66963","60336","60336","10334","23572","11403","12169","313","25614","503","","80","5197","","1336","0","57","425","854","14","0","0","14","0","0","0","","611","387","1190","9144","980",""
"18605","0","882130","1081622","Pineland State Bank","Metter","GA","30439","12/31/2014","2/18/2015","NM","257 North Broad Street","SOUTH BANKING COMPANY","2","0","0","4","0","Candler","","","9/8/1959","10/15/1962","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","http://www.pinelandbank.com","30144","571","30715","9","30724","24255","24255","4420","6940","3547","3393","0","7992","4903","","635","3609","","2195","0","10","770","1415","30","0","0","30","0","0","0","","0","0","285","4135","401",""
"34908","0","2847142","3458040","Pinnacle Bank","Orange City","FL","32763","12/31/2014","2/18/2015","NM","1113 Saxon Boulevard","PINNACLE BANK HOLDING COMPANY, INC.","2","0","0","4","0","Volusia","19660","Deltona-Daytona Beach-Ormond Beach, FL","9/10/1999","9/10/1999","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","http://www.pinnaclebank-fl.com","83298","2909","86207","174","86381","77026","77026","6352","64717","52307","12410","0","5957","0","","0","5251","","4103","0","0","0","4103","1","0","0","1","0","0","0","","6849","6234","457","5895","1239",""
"11256","15413","3284780","3451416","Pinnacle Bank","Rogers","AR","72758","12/31/2014","2/18/2015","NM","4201 W New Hope Rd","PINNACLE BANCSHARES, INC.","1","0","0","4","0","Benton","22220","Fayetteville-Springdale-Rogers, AR-MO","10/31/1903","1/1/1934","7/31/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","http://www.pinnaclebk.com","43032","1178","44210","0","44210","43112","43112","9116","17203","8387","8816","2490","10935","3368","","174","859","","65","0","0","0","65","0","0","0","0","0","0","0","","1695","1468","3455","5661","756",""
"14065","15871","366238","3145966","Pinnacle Bank","Elberton","GA","30635","12/31/2014","2/18/2015","NM","884 Elbert Street","PINNACLE FINANCIAL CORPORATION","13","0","0","4","1","Elbert","","","3/12/1934","3/12/1934","10/17/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","www.pinnaclebank.com","362377","4485","366862","0","366862","317544","317544","20857","151456","96644","54812","7068","63728","74435","","2891","29743","0","11248","0","3551","987","6710","5436","0","5329","107","0","0","0","0","1058","1058","1644","19213","4485",""
"252","10067","365745","3916317","Pinnacle Bank","Marshalltown","IA","50158","12/31/2014","2/18/2015","SM","2206 South Center Street","IOWA RIVER BANCORP, INC.","1","0","0","7","0","Marshall","","","5/5/1927","1/1/1934","8/5/2014","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.bankpinnacle.us","49056","649","49705","0","49705","27735","27735","3305","11116","5830","5286","1080","10979","1255","","1042","15554","","5365","0","17","1471","3877","9","0","0","9","0","0","0","","423","0","2059","1246","649",""
"58186","0","3383599","4672795","Pinnacle Bank","Scottsdale","AZ","85260","12/31/2014","2/18/2015","NM","14287 N 87th St, Suite 123","PB FINANCIAL HOLDINGS, INC.","2","0","0","4","0","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","9/28/2005","9/28/2005","12/8/2009","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","http://www.pinnaclebankaz.com","112347","1767","114114","0","114114","106006","106006","23746","41610","28311","13299","0","40650","0","","0","7975","","127","0","124","0","3","6","0","0","6","0","0","0","","2854","1766","11930","11816","1369",""
"58297","0","3455227","0","Pinnacle Bank","Gilroy","CA","95020","12/31/2014","2/18/2015","NM","7597 Monterey Street","","3","0","0","4","0","Santa Clara","41940","San Jose-Sunnyvale-Santa Clara, CA","7/17/2006","7/17/2006","12/23/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","http://www.pinnaclebankonline.com","158310","3535","161845","0","161845","123269","123269","3978","94332","55808","38524","2709","17191","5059","","2327","35297","","949","0","683","81","185","3","0","0","3","0","0","2485","","1221","132","2074","1904","2392",""
"20231","0","867650","1053272","Pinnacle Bank","Keene","TX","76059","12/31/2014","2/18/2015","NM","309 South Old Betsy Road","PINNACLE BANCORP, INC.","13","0","0","4","1","Johnson","19100","Dallas-Fort Worth-Arlington, TX","8/10/1970","8/10/1970","2/21/2009","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Dallas","Dallas","Southern","West","www.pinnbanktx.com","344372","5787","350159","399","350558","282803","282803","56879","142215","67847","74368","7406","69415","6888","","1870","44208","0","15917","270","217","4371","11059","5760","0","4112","1648","0","0","0","0","2","2","17921","38958","4570",""
"29548","3645","288376","2520605","Pinnacle Bank","Jasper","AL","35501","12/31/2014","2/18/2015","NM","1811 Second Avenue","PINNACLE BANCSHARES, INC.","7","0","0","4","0","Walker","13820","Birmingham-Hoover, AL","11/1/1935","12/17/1935","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","www.pinnaclebanc.com","82685","1575","84260","0","84260","67056","67056","5494","37517","22085","15432","526","23259","260","","9","12987","","3990","0","236","1028","2726","218","0","218","0","0","0","0","","0","0","179","5315","1576",""
"35583","0","2925666","2925657","Pinnacle Bank","Nashville","TN","37201","12/31/2014","2/18/2015","NM","150 3rd Avenue South","PINNACLE FINANCIAL PARTNERS, INC.","34","0","0","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","10/27/2000","10/27/2000","9/4/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","http://www.pnfp.com","4536707","67359","4604066","0","4604066","2601753","2601753","322466","1360965","764519","596446","183126","723212","11984","","184","1773960","0","199517","6126","27680","138049","27662","28651","0","0","17882","10769","0","93095","0","8410","5690","74627","247839","65278",""
"10634","10450","913856","1053272","Pinnacle Bank","Lincoln","NE","68508","12/31/2014","2/18/2015","NM","1401 N Street","PINNACLE BANCORP, INC.","72","0","1","2","1","Lancaster","30700","Lincoln, NE","1/1/1880","1/1/1934","1/1/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","www.pinnbank.com","2859542","43472","2903014","744","2903758","1961339","1961339","254781","772843","257888","514955","123689","407071","402955","","591691","261627","0","61293","6815","1579","29687","23212","27808","0","19564","8244","0","0","8162","0","3166","1920","77453","177328","39231",""
"2232","15713","561659","1053272","Pinnacle Bank - Wyoming","Torrington","WY","82240","12/31/2014","2/18/2015","NM","2000 Main Street","PINNACLE BANCORP, INC.","15","0","1","2","1","Goshen","","","4/6/1918","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","San Francisco","KANSAS CITY","Billings","Kansas City","Western","West","WYPinnbank.com","489349","9101","498450","411","498861","377453","377453","24633","140779","70520","70259","7572","114970","89499","","63646","38404","0","16099","546","473","8851","6229","3259","0","2535","585","139","0","0","0","1521","1040","14691","9942","6561",""
"58179","0","3384868","3384859","Pinnacle Bank of South Carolina","Greenville","SC","29607","12/31/2014","2/18/2015","NM","937 N. Pleasantburg Drive","PBSC FINANCIAL CORPORATION","2","0","0","4","1","Greenville","24860","Greenville-Anderson-Mauldin, SC","1/9/2006","1/9/2006","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","www.pinnaclebanksc.com","121936","1882","123818","49","123867","107330","107330","14935","63436","28650","34786","134","28825","0","","0","13227","","3296","0","41","702","2553","14","0","0","14","0","0","0","","1142","719","3005","11930","1560",""
"18958","10701","311649","1020591","Pinnacle Bank Sioux City","Sioux City","IA","51106","12/31/2014","2/18/2015","NM","1901 Morningside Avenue","PINNACLE BANCORP, INC.","2","0","0","4","1","Woodbury","43580","Sioux City, IA-NE-SD","1/1/1912","12/2/1963","10/4/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","www.pinnbanksc.com","53274","869","54143","4","54147","44425","44425","1185","10539","7267","3272","3386","21193","8122","","2871","4843","","1726","0","27","1468","231","282","0","280","2","0","0","0","","0","0","1185","0","618",""
"22355","0","417710","0","Pinnacle Bank, Inc.","Vanceburg","KY","41179","12/31/2014","2/18/2015","NM","26 Second Street","","3","0","0","4","0","Lewis","","","10/26/1976","10/26/1976","11/18/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","http://www.pinnaclebank.co","37527","438","37965","0","37965","29674","29674","1261","7833","6092","1741","479","19406","695","","13","3480","","4676","0","0","1384","3292","122","0","111","11","0","0","0","","0","0","1016","245","420",""
"19540","10266","300942","1200665","Pioneer Bank","Sergeant Bluff","IA","51054","12/31/2014","2/18/2015","NM","202 First Street","PIONEER DEVELOPMENT COMPANY","4","0","0","4","1","Woodbury","43580","Sioux City, IA-NE-SD","1/1/1907","1/6/1966","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","http://www.pioneerbanks.com","107043","1366","108409","135","108544","90226","90226","5433","40200","20081","20119","4580","29777","10236","","1740","14694","","1666","211","0","558","897","218","0","0","218","0","0","0","","0","0","2981","2452","1366",""
"5193","13386","920854","1964668","Pioneer Bank","Mapleton","MN","56065","12/31/2014","2/18/2015","SM","301 Main Street","CITIZENS BANK GROUP, INC.","8","0","0","2","1","Blue Earth","31860","Mankato-North Mankato, MN","1/1/1903","1/1/1934","12/7/2013","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","www.bankwithpioneer.com","312604","2816","315420","0","315420","180167","180167","16925","45117","29303","15814","6390","56280","55455","","80451","46879","0","5778","0","277","2764","2737","2145","0","1209","88","848","0","0","0","239","150","10699","6226","2816",""
"6913","15369","41629","1076422","Pioneer Bank","Stanley","VA","22851","12/31/2014","2/18/2015","SM","252 East Main Street","PIONEER BANKSHARES, INC.","8","0","0","4","0","Page","","","12/3/1909","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","http://www.pioneerbks.com","140217","2183","142400","240","142640","114268","114268","5953","38543","27376","11167","5091","61159","3522","","150","8072","","19843","726","0","13231","5886","307","0","269","38","0","0","0","","3206","2426","1563","4390","1633",""
"27872","450","606176","0","Pioneer Bank","Roswell","NM","88201","12/31/2014","2/18/2015","SA","3000 North Main Street","","16","0","1","8","1","Chaves","","","2/18/1901","9/15/1936","6/25/2012","Stock","0","1","OCC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","www.pioneerbnk.com","274250","3461","277711","5","277716","254361","254361","33161","37394","24652","12742","256","183550","0","","0","19406","0","3950","0","20","1847","2083","0","0","0","0","0","0","0","0","181","65","26119","7042","3661",""
"10734","13293","508841","2523231","Pioneer Bank","Auburndale","WI","54412","12/31/2014","2/18/2015","NM","5758 Main Street","PB HOLDINGS OF MARSHFIELD, LLC","8","0","0","2","0","Wood","","","1/4/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","www.pioneerbank.net","91981","734","92715","0","92715","59970","59970","536","6690","1300","5390","853","17659","34232","","24781","6320","","1228","0","80","910","238","416","0","412","4","0","0","0","","0","0","415","121","734",""
"15562","0","65559","1143511","Pioneer Bank & Trust","Belle Fourche","SD","57717","12/31/2014","2/18/2015","NM","700 State Street","BELLE FOURCHE BANCSHARES, INC.","7","0","0","4","1","Butte","","","8/30/1937","12/4/1937","3/28/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","www.pioneerbankandtrust.com","267322","2549","269871","0","269871","181393","181393","21484","88561","59389","29172","9160","38388","23800","","22955","51511","0","10864","1236","701","2413","6514","3148","0","1528","1620","0","0","0","0","0","0","13691","7793","2549",""
"5352","0","176053","1417445","Pioneer Bank of Wisconsin","Ladysmith","WI","54848","12/31/2014","2/18/2015","NM","200 Miner Avenue","PIONEER ACQUISITION CORP.","2","0","0","2","0","Rusk","","","7/23/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","http://www.pioneerbankwis.com","25348","302","25650","0","25650","19086","19086","3418","8979","3911","5068","0","2256","4433","","2014","3439","","791","0","104","205","482","320","0","252","68","0","0","0","","0","0","483","2935","302",""
"58577","54013","3595637","4505606","Pioneer Bank, SSB","Dripping Springs","TX","78620","12/31/2014","2/18/2015","SB","100 Creek Road","PIONEER BANCSHARES, INC.","6","0","0","4","0","Hays","12420","Austin-Round Rock, TX","5/14/2007","5/14/2007","5/30/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.pioneerbanktexas.com","262794","2037","264831","918","265749","229319","229319","59010","87753","47587","40166","4860","64442","13254","","1294","28137","0","5302","0","645","2028","2629","1697","0","306","1391","0","0","0","0","0","0","20649","38361","2037",""
"57849","0","3303953","0","Pioneer Commercial Bank","Troy","NY","12180","12/31/2014","2/18/2015","NM","21 Second Street","","1","0","0","7","0","Rensselaer","10580","Albany-Schenectady-Troy, NY","11/8/2004","11/8/2004","9/19/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.pioneersb.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0",""
"2448","13788","294827","2356514","Pioneer Community Bank, Inc.","Iaeger","WV","24844","12/31/2014","2/18/2015","NM","5229 Coal Heritage Road","PIONEER COMMUNITY GROUP, INC.","4","0","0","5","0","Mcdowell","","","9/20/1931","1/1/1934","6/18/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","www.pioneercommunitybank.com","94535","1163","95698","0","95698","86834","86834","3161","7218","1838","5380","659","75794","2","","0","2200","","6664","0","0","2219","4445","0","0","0","0","0","0","0","","509","509","834","2327","868",""
"29517","3583","445674","0","Pioneer Federal Savings and Loan Association","Deer Lodge","MT","59722","12/31/2014","2/18/2015","SA","401 Milwaukee Ave","","2","0","0","5","0","Powell","","","1/1/1912","12/28/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.pioneerfed.com","57404","1120","58524","0","58524","55034","55034","587","1959","1669","290","295","52193","0","","47","1705","","1685","0","0","331","1354","53","0","53","0","0","0","0","","0","0","531","56","528",""
"20741","4949","237619","0","Pioneer Savings Bank","Troy","NY","12181","12/31/2014","2/18/2015","SB","21 Second Street","","17","0","0","4","0","Rensselaer","10580","Albany-Schenectady-Troy, NY","1/1/1889","7/1/1972","9/19/2013","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.pioneersb.com","654109","9234","663343","0","663343","559898","559898","53835","202036","57494","144542","40824","262661","542","","0","92628","0","6384","0","180","232","5972","4433","0","4068","365","0","0","15613","32","288","0","4974","48861","8651",""
"11726","13220","861742","1207178","Pioneer State Bank","Earlville","IL","60518","12/31/2014","2/18/2015","NM","137 South Main Street","NBE BANCSHARES, INC","2","0","0","2","0","La Salle","","","6/30/1901","1/1/1934","3/14/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","www.pioneerstatebank.com","39490","1120","40610","0","40610","31198","31198","2820","3363","0","3363","2373","12023","10619","","5061","2474","","907","0","0","470","437","971","0","971","0","0","0","2474","","728","384","2628","192","555",""
"19827","9262","852973","1404735","Pioneer Trust Bank, National Association","Salem","OR","97308","12/31/2014","2/18/2015","N","109 Commercial Street, N.E.","PTB CORPORATION","2","0","0","4","0","Marion","41420","Salem, OR","1/1/1924","7/1/1968","3/31/2006","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","WWW.PIONEERTRUSTBANK.COM","249762","3957","253719","0","253719","196648","196648","24982","107081","64764","42317","11527","48438","4620","","1277","51218","0","2408","806","0","307","1295","2168","0","399","1769","0","0","0","0","0","0","7639","17343","3468",""
"17443","8454","591209","0","Piscataqua Savings Bank","Portsmouth","NH","3801","12/31/2014","2/18/2015","SB","15 Pleasant Street","","1","0","0","5","0","Rockingham","14460","Boston-Cambridge-Newton, MA-NH","1/1/1877","7/1/1955","5/18/2012","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","www.piscataqua.com","154072","1441","155513","0","155513","154348","154348","978","64","64","0","0","153306","0","","0","0","","665","0","0","0","665","500","0","0","500","0","0","0","","0","0","978","0","1441",""
"1678","0","593052","0","Plains Commerce Bank","Hoven","SD","57450","12/31/2014","2/18/2015","NM","220 Main Street","","8","0","1","2","1","Potter","","","7/16/1931","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.plainscommerce.com","477481","7218","484699","0","484699","346244","346244","70677","100488","28400","72088","23619","54738","96722","","80863","52209","0","5383","1660","0","908","2815","0","0","0","0","0","0","0","0","933","933","16549","54128","7218",""
"17739","0","972862","3720082","Plains State Bank","Humble","TX","77338","12/31/2014","2/18/2015","NM","19404 Kenswick Drive","PLAINS ACQUISITION CORPORATION","4","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","4/6/1957","4/6/1957","11/1/2010","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://www.psbplains.com","236897","2873","239770","0","239770","176711","176711","41612","107202","60091","47111","0","25083","2814","","3901","39808","","1003","0","18","328","657","18347","0","0","31","18316","0","0","","2214","2214","21874","19738","2873",""
"17491","9986","637451","3838811","PlainsCapital Bank","Dallas","TX","75219","12/31/2014","2/18/2015","SM","2323 Victory Avenue","DIAMOND A FINANCIAL, LP","80","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","9/15/1955","9/15/1955","12/31/2014","Stock","0","1","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.plainscapital.com","5831553","41652","5873205","0","5873205","4029837","4029837","472653","1426674","717380","709294","142052","1948490","39968","","45158","1109942","3393","42825","2220","2957","5737","31911","645443","0","813","630472","14088","70","69309","16713","3152","2565","66686","405967","43088",""
"10072","14305","132938","1081529","Planters and Citizens Bank","Camilla","GA","31730","12/31/2014","2/18/2015","NM","21 North Harney Street","P & C BANK SHARES, INC.","1","0","0","2","0","Mitchell","","","5/24/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","http://www.pcbankonline.com","26872","445","27317","0","27317","15009","15009","1100","8879","5375","3504","0","2622","2408","","7459","2523","","2192","0","0","395","1797","134","0","0","134","0","0","0","","31","31","0","1100","445",""
"8235","9989","972648","1096484","Planters Bank & Trust Company","Indianola","MS","38751","12/31/2014","2/18/2015","NM","212 Catchings Street","PLANTERS HOLDING COMPANY","13","0","0","8","0","Sunflower","","","4/10/1920","1/1/1934","12/6/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","http://www.planters-bank.com","393804","7273","401077","0","401077","249354","249354","16317","62764","11590","51174","10804","139629","19840","","36713","82947","0","28788","0","649","15900","12239","3275","0","2724","551","0","0","0","0","0","0","1932","14385","5880",""
"34254","0","2497181","3013225","Planters Bank, Inc.","Hopkinsville","KY","42240","12/31/2014","2/18/2015","NM","1312 South Main Street","PLANTERS FINANCIAL GROUP, INC","15","0","1","4","1","Christian","17300","Clarksville, TN-KY","9/12/1996","9/12/1996","1/18/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","www.plantersbankonline.com","617380","9598","626978","0","626978","533169","533169","75777","202029","89862","112167","43750","163631","47982","","20878","63249","0","9500","0","780","3350","5370","182","0","0","182","0","0","1147","0","198","198","29940","45837","7901",""
"9064","13916","300933","1081136","PlantersFIRST","Cordele","GA","31015","12/31/2014","2/18/2015","NM","1620 East Sixteenth Avenue","MID STATE BANKS, INC.","8","0","0","4","1","Crisp","","","1/1/1896","1/1/1934","2/8/2015","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","http://www.plantersfirst.com","185947","3888","189835","0","189835","169112","169112","12195","72211","47871","24340","1149","51040","32517","","2071","8328","0","7457","0","0","1532","5925","2867","0","1821","203","843","0","0","0","3589","2538","2397","9798","2455",""
"19800","12895","89032","1086355","Plaquemine Bank & Trust Company","Plaquemine","LA","70764","12/31/2014","2/18/2015","NM","805 Eden Street","PLAQUEMINE BANCSHARES CORPORATION","1","0","0","4","0","Iberville","12940","Baton Rouge, LA","4/1/1968","4/1/1968","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","http://www.plaqbank.com","64367","501","64868","0","64868","44013","44013","11600","11592","8729","2863","926","19247","648","","1719","13214","","5857","0","0","1021","4836","65","0","0","65","0","0","0","","1553","933","4930","6670","501",""
"58511","0","3538009","3537990","Platinum Bank","Oakdale","MN","55128","12/31/2014","2/18/2015","NM","7667 10th Street North","PLATINUM BANCORP, INC.","1","0","0","4","1","Washington","33460","Minneapolis-St. Paul-Bloomington, MN-WI","2/12/2007","2/12/2007","11/7/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.platinumbankmn.com","105043","1471","106514","0","106514","71965","71965","327","46464","26055","20409","1286","22751","1137","","0","26921","","7484","0","160","145","7179","144","0","0","144","0","0","304","","430","430","0","327","1320",""
"34620","0","2631314","4337348","Platinum Bank","Brandon","FL","33511","12/31/2014","2/18/2015","NM","802 West Lumsden Road","PLATINUM BANK HOLDING COMPANY","7","0","0","4","1","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","12/8/1997","12/8/1997","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","http://www.platinumbank.com","399214","4843","404057","342","404399","298022","298022","35183","193520","111331","82189","10718","43246","15355","","184","103368","0","2825","0","0","472","2353","0","0","0","0","0","0","0","0","8614","8614","23089","12094","4843",""
"58608","0","3560747","4266840","Platinum Bank","Lubbock","TX","79424","12/31/2014","2/18/2015","NM","6502 Slide Road, Suite 110","PLATINUM BANCSHARES OF TEXAS, INC.","3","0","0","4","0","Lubbock","31180","Lubbock, TX","6/25/2007","6/25/2007","6/24/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","http://www.platinumbanktexas.com","171279","2256","173535","0","173535","118309","118309","14731","76476","23294","53182","929","25192","981","","1041","52597","","1588","0","116","799","673","0","0","0","0","0","0","0","","2596","2596","3449","11282","2247",""
"9818","53602","45056","4045027","Platte Valley Bank","North Bend","NE","68649","12/31/2014","2/18/2015","NM","606 Main Street","PLATTE VALLEY BANCORP, INC.","1","0","0","2","0","Dodge","","","6/27/1891","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","http://www.pvbonline.com","47649","484","48133","0","48133","9854","9854","540","3328","1674","1654","0","2530","3456","","25399","10358","","2522","0","0","54","2468","0","0","0","0","0","0","0","","0","0","377","163","484",""
"5442","13869","580155","2511014","Platte Valley Bank","Torrington","WY","82240","12/31/2014","2/18/2015","SM","2201 Main Street","PLATTE VALLEY FINANCIAL SERVICE COMPANIES, INC.","6","0","0","4","0","Goshen","","","1/1/1925","1/1/1934","9/6/2014","Stock","0","0","FED","DIF","San Francisco","KANSAS CITY","Billings","Kansas City","Western","West","www.pvbank.com","260673","5067","265740","37","265777","162915","162915","22231","49184","26662","22522","2539","64065","24896","","15335","74367","0","10142","0","124","7507","2511","3018","0","1446","94","1478","0","0","0","185","185","7416","14815","3340",""
"34211","14184","2465881","2511014","Platte Valley Bank","Scottsbluff","NE","69361","12/31/2014","2/18/2015","SM","1212 Circle Drive","PLATTE VALLEY FINANCIAL SERVICE COMPANIES, INC.","7","0","0","2","0","Scotts Bluff","","","7/22/1996","7/22/1996","3/31/2008","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","www.pvbank.com","364971","5801","370772","5","370777","225273","225273","4834","76617","46269","30348","904","105797","37121","","71418","60001","0","11807","1808","233","4641","5125","2278","0","2033","245","0","0","0","0","1004","901","3172","1662","4359",""
"14869","11943","701259","1057618","Platte Valley Bank of Missouri","Platte City","MO","64079","12/31/2014","2/18/2015","NM","2400 Prairie View Road","PLATTE COUNTY BANCSHARES, INC.","8","0","0","4","1","Platte","28140","Kansas City, MO-KS","10/20/1933","11/10/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","http://www.plattevalleybank.com","289721","4424","294145","0","294145","248736","248736","43761","66151","44397","21754","4273","90569","43982","","12882","23946","0","5452","0","86","2262","3104","3129","0","700","111","2318","0","0","0","375","375","16881","26880","3830",""
