cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"4829","0","746223","2706726","1880 Bank","Cambridge","MD","21613","12/31/2014","2/18/2015","SM","304 High Street","DELMARVA BANCSHARES, INC.","3","0","0","4","0","Dorchester","","","1/1/1880","1/1/1934","10/31/2014","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","www.1880bank.com","118361","1478","119839","0","119839","107142","107142","1069","54665","25216","29449","215","39590","11603","","2672","8184","","1121","0","51","151","919","720","0","708","12","0","0","0","","5346","2119","1069","0","1478",""
"33785","15377","2713920","3063622","1919 INVESTMENT COUNSEL & TRUST COMPANY, NATIONAL ASSOCIATION","Baltimore","MD","21202","12/31/2014","2/18/2015","N","100 Light Street","STIFEL FINANCIAL CORP.","1","0","0","7","0","Baltimore City","12580","Baltimore-Columbia-Towson, MD","2/16/1993","9/29/1999","10/8/2014","Stock","0","1","OCC","DIF","New York","KANSAS CITY","Baltimore","Richmond","Northeastern","Southeast","http://www.1919ic.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0",""
"57899","0","3317192","4526496","1st Advantage Bank","Saint Peters","MO","63376","12/31/2014","2/18/2015","NM","240 Salt Lick Road","BANC INVESTORS, LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","http://www.1stadvantagebank.com","60316","922","61238","0","61238","52980","52980","5533","34545","15656","18889","4561","8341","0","","0","6791","","259","0","4","87","168","1208","0","0","1208","0","0","0","","528","0","1598","3935","816",""
"22039","0","564856","1128415","1st Bank","Sidney","MT","59270","12/31/2014","2/18/2015","SM","120 Second Street, N.W.","1ST UNITED BANCORPORATION, INC.","2","0","0","2","1","Richland","","","6/9/1975","6/9/1975","6/22/2007","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.our1stbank.com","22218","993","23211","41","23252","7780","7780","0","375","0","375","0","667","6738","","10270","4116","","1046","0","4","1042","0","40","0","0","40","0","0","0","","0","0","0","0","993",""
"16419","17301","419255","1055780","1st Bank & Trust","Broken Bow","OK","74728","12/31/2014","2/18/2015","SM","710 South Park Drive","SOUTHEASTERN BANCSHARES, INC.","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www/1stbankandtrust.com","66821","996","67817","3","67820","42535","42535","2982","13999","4118","9881","0","22878","2676","","1898","4565","","18555","0","28","11974","6553","267","0","154","0","113","0","0","","0","0","313","2669","954",""
"30367","5236","148470","0","1st Bank of Sea Isle City","Sea Isle City","NJ","8243","12/31/2014","2/18/2015","SB","4301 Landis Avenue","","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","www.1stbankseaisle.com","172075","1230","173305","197","173502","171870","171870","12451","28111","21462","6649","0","131308","0","","0","853","","779","0","0","0","779","0","0","0","0","0","0","0","","388","388","9534","2917","1230",""
"57298","0","3048487","3559844","1st Bank Yuma","Yuma","AZ","85364","12/31/2014","2/18/2015","NM","2799 South 4th Avenue","WESTERN ARIZONA BANCORP, INC.","4","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","2/21/2012","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","http://www.1stbankyuma.com","155126","1622","156748","757","157505","128432","128432","12256","88276","49159","39117","5004","13604","9292","","1323","25687","","2063","0","345","339","1379","0","0","0","0","0","0","530","","134","134","1211","11045","1634",""
"3881","0","273149","1135413","1st Bank, National Association.","Texarkana","TX","75503","12/31/2014","2/18/2015","N","3625 Richmond Road","MAGNOLIA BANKING CORPORATION","8","0","1","4","1","Bowie","45500","Texarkana, TX-AR","1/1/1909","1/1/1934","2/20/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","WWW.first-banking.com","238731","60","238791","0","238791","176998","176998","18553","69000","46430","22570","3678","60672","25095","","14319","36153","0","9704","0","0","3814","5890","1617","0","918","699","0","0","0","0","154","0","2887","15666","60",""
"32487","8322","941653","1064791","1st Cameron State Bank","Cameron","MO","64429","12/31/2014","2/18/2015","NM","124 South Walnut","C & M BANCSHARES, INC.","2","0","0","8","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.1stcameron.com","29800","266","30066","0","30066","27850","27850","201","2423","2423","0","312","20685","4229","","1208","292","","710","0","54","174","482","6","0","0","6","0","0","0","","0","0","107","94","266",""
"58485","0","3594797","0","1st Capital Bank","Monterey","CA","93940","12/31/2014","2/18/2015","NM","5 Harris Court, Bldg N, # No","","4","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","7/26/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","www.1stcapitalbank.com","321176","5325","326501","0","326501","271346","271346","6496","133159","60064","73095","16118","105469","10104","","4580","46922","0","347","0","341","6","0","3306","0","0","3306","0","0","4963","0","1613","1613","558","5938","3768",""
"57657","0","3247598","3602236","1st Century Bank,  National Association","Los Angeles","CA","90067","12/31/2014","2/18/2015","N","1875 Century Park East, # 14","1ST CENTURY BANCSHARES, INC.","1","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","3/1/2004","3/1/2004","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","www.1cbank.com","435257","7599","442856","0","442856","369732","369732","37964","134988","35368","99620","55642","141138","0","","0","67804","0","5320","0","3749","0","1571","0","0","0","0","0","0","501","0","49","0","23726","14238","6055",""
"35456","0","2920773","3118513","1st Colonial Community Bank","Collingswood","NJ","8108","12/31/2014","2/18/2015","NM","1040 Haddon Avenue","1ST COLONIAL BANCORP, INC.","4","0","0","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","11/1/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","http://www.1stcolonial.com","245419","3819","249238","0","249238","227540","227540","23823","59318","31767","27551","5467","138842","90","","0","18767","0","2500","0","169","1244","1087","432","0","0","432","0","0","0","0","2129","2129","23823","0","3066",""
"11706","12404","338945","1204083","1st Community Bank","Sherrard","IL","61281","12/31/2014","2/18/2015","NM","407 Third Street","ILLINOIS HOLDING CO.","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.1stcommunitybanks.com","46584","348","46932","0","46932","28721","28721","141","3724","3409","315","0","14810","10046","","8702","7691","","1791","0","46","1013","732","27","0","20","7","0","0","0","","0","0","0","141","348",""
"27552","10064","1412619","2784920","1st Constitution Bank","Cranbury","NJ","8512","12/31/2014","2/18/2015","NM","2650 Route 130","1ST CONSTITUTION BANCORP","19","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","2/8/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","www.1stconstitution.com","655744","6925","662669","0","662669","399070","399070","95405","219896","108262","111634","0","83769","0","","0","253707","0","757","0","0","316","441","9134","0","0","0","9134","0","0","0","4057","3925","95231","174","6925",""
"34393","0","2531562","2531553","1st Equity Bank","Skokie","IL","60076","12/31/2014","2/18/2015","NM","3956 West Dempster Street","FIRST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","","67368","963","68331","5","68336","58894","58894","0","27545","10873","16672","11919","19430","0","","0","9361","","81","0","3","0","78","0","0","0","0","0","0","0","","3745","3581","0","0","806",""
"57611","0","3203996","3203987","1st Equity Bank Northwest","Buffalo Grove","IL","60089","12/31/2014","2/18/2015","NM","1330 Dundee Road","NORTHWEST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","","31646","386","32032","3","32035","30590","30590","0","10879","4271","6608","8996","10715","0","","0","1302","","143","0","0","4","139","0","0","0","0","0","0","0","","0","0","0","0","342",""
"1673","0","526452","0","1st Financial Bank USA","Dakota Dunes","SD","57049","12/31/2014","2/18/2015","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.1fbusa.com","494752","22110","516862","0","516862","282","282","9","1","0","1","0","209","63","","5665","1820","0","507860","504262","0","598","3000","1235","0","178","837","220","0","941","0","13410","13371","0","9","7591",""
"58548","0","3655081","0","1st Manatee Bank","Parrish","FL","34219","12/31/2014","2/18/2015","NM","12215 Us Highway 301 N","","3","0","0","4","0","Manatee","35840","North Port-Sarasota-Bradenton, FL","11/13/2007","11/13/2007","1/25/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","WWW.1STMANATEE.COM","91356","1068","92424","162","92586","49044","49044","4923","23534","6523","17011","228","19019","1340","","0","43112","","430","0","0","83","347","0","0","0","0","0","0","0","","39","39","967","3956","1068",""
"6646","8805","480723","0","1st National Bank","Lebanon","OH","45036","12/31/2014","2/18/2015","N","730 East Main Street","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","WWW.BANKWITH1ST.COM","89768","1516","91284","8","91292","87730","87730","13496","19389","11213","8176","5686","49159","0","","0","2218","","1271","0","242","540","489","73","0","73","0","0","0","0","","102","101","9651","3845","1089",""
"3564","11706","737632","3437782","1st National Bank of South Florida","Homestead","FL","33030","12/31/2014","2/18/2015","N","1550 North Krome Avenue","HOMETOWN OF HOMESTEAD BANKING COMPANY","6","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","10/24/1932","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.1stnatbank.com","195520","2123","197643","59","197702","190130","190130","9039","95887","37699","58188","4544","74926","5734","","0","2501","0","1010","0","0","8","1002","4061","0","270","3791","0","0","0","0","10797","9750","523","8516","2123",""
"26977","10790","1000511","2421896","1st National Community Bank","East Liverpool","OH","43920","12/31/2014","2/18/2015","N","16924 St. Clair Avenue","TRI-STATE 1ST BANC, INC.","5","0","1","4","0","Columbiana","","","6/1/1987","6/1/1987","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.1stncb.com","66133","824","66957","0","66957","46837","46837","1342","21177","13156","8021","1762","21957","599","","0","9555","","7904","0","240","5200","2464","2661","0","2661","0","0","0","0","","693","253","1342","0","892",""
"57633","0","1018927","4347208","1st Security Bank of Washington","Mountlake Terrac","WA","98043","12/31/2014","2/18/2015","SB","6920 220th St Sw, Suite 300","FS BANCORP, INC.","8","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","3/31/2006","Non-Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","WWW.FSBWA.COM","413159","6090","419249","947","420196","218223","218223","57843","47153","26872","20281","16202","97025","0","","0","65495","0","136472","0","1190","674","134608","6","0","0","6","0","0","0","0","783","38","46523","11320","5208",""
"9087","10250","991340","1199602","1st Source Bank","South Bend","IN","46601","12/31/2014","2/18/2015","SM","100 North Michigan Street","1ST SOURCE CORPORATION","82","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","6/7/2008","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.1stsource.com","3617110","85068","3702178","0","3702178","1354298","1354298","53660","619232","418682","200550","22606","557325","101475","","23871","1978109","61393","112091","0","35433","30251","46407","233809","0","3744","20557","209508","0","1304","0","9118","8745","3848","49812","49827",""
"57626","0","3223305","3223293","1st State Bank","Saginaw","MI","48604","12/31/2014","2/18/2015","NM","4800 Fashion Sq Blvd, # 100","VALLEY FINANCIAL GROUP, LTD.","4","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","www.1ststatebk.com","143640","2045","145685","25","145710","85464","85464","5847","54302","41451","12851","1453","23827","35","","0","57242","","1702","12","748","169","773","1302","0","453","15","834","0","0","","0","0","435","5412","2045",""
"22543","14261","170640","3070152","1st State Bank of Mason City","Mason City","IL","62664","12/31/2014","2/18/2015","NM","123 West Elm Street","FIRSTATE BANCORP, INC.","1","0","0","2","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","www.1ststatebankmc.com","12410","120","12530","0","12530","6119","6119","0","659","235","424","0","4636","824","","2498","442","","3471","0","22","2574","875","0","0","0","0","0","0","0","","0","0","0","0","120",""
"8426","10595","526519","1830240","1st Summit Bank","Johnstown","PA","15904","12/31/2014","2/18/2015","NM","125 Donald Lane","1ST SUMMIT BANCORP OF JOHNSTOWN, INC.","15","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","http://www.1stsummit.com","440910","5631","446541","0","446541","339636","339636","16257","101352","68690","32662","6421","214520","1086","","13","64110","0","28168","2972","1507","15148","8541","14614","0","13813","801","0","0","0","0","0","0","8573","7684","5631",""
"57869","0","3309393","0","1st Trust Bank, Inc.","Hazard","KY","41701","12/31/2014","2/18/2015","NM","24 Commerce Drive","","3","0","0","4","0","Perry","","","12/13/2004","12/13/2004","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","http://www.1sttrustbankinc.com","152702","879","153581","16","153597","73282","73282","3970","48561","46859","1702","0","19997","754","","2294","71724","","4466","0","142","741","3583","1832","0","0","1832","0","0","0","","0","0","196","3774","879",""
"31249","6607","350572","3800630","1st United Bank","Faribault","MN","55021","12/31/2014","2/18/2015","NM","430 4th St Nw","FARIBAULT FSL BANCORPORATION, INC.","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","WWW.1STUNITED.COM","84332","1110","85442","0","85442","65246","65246","8797","29261","22404","6857","1119","21450","4619","","4503","12939","","2526","0","489","1282","755","228","0","29","199","0","0","0","","86","86","4072","4725","1110",""
"9751","0","340256","3304343","21st Century Bank","Loretto","MN","55357","12/31/2014","2/18/2015","NM","699 North Medina Street","DOLPHIN FAMILY LIMITED PARTNERSHIP","7","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.21stcenturybank.com","263372","1651","265023","0","265023","208890","208890","29583","113656","81848","31808","32536","32338","777","","241","54325","0","644","0","55","120","469","923","0","0","923","0","0","0","0","6214","6129","10052","19531","1651",""
"91005","0","455253","3688089","5Star Bank","Colorado Springs","CO","80914","12/31/2014","2/18/2015","NM","Peterson Air Force Base, 455","5STAR FINANCIAL, LLC","4","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.5starbankus.com","111386","1172","112558","390","112948","101816","101816","14788","72658","27215","45443","2558","11112","700","","0","9866","","166","0","32","122","12","1100","0","0","8","1092","0","0","","93","93","4912","9876","1172",""
"27831","358","671370","0","A J Smith Federal Savings Bank","Midlothian","IL","60445","12/31/2014","2/18/2015","SA","14757 S Cicero Ave","","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","12/3/1934","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.ajsmithbank.com","114130","1103","115233","0","115233","114836","114836","0","6181","3743","2438","3271","105384","0","","0","48","","137","0","0","0","137","212","0","212","0","0","0","48","","1431","0","0","0","1103",""
"35029","0","2775151","2775142","AB&T National Bank","Albany","GA","31708","12/31/2014","2/18/2015","N","2815 Meredyth Drive","COMMUNITY CAPITAL BANCSHARES, INC.","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","1/1/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","www.abtgold.com","110324","1764","112088","0","112088","77166","77166","1652","34281","17837","16444","2224","31425","7584","","4993","25651","","4219","0","2836","232","1151","59","0","0","59","0","0","0","","1028","901","209","1443","1349",""
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","12/31/2014","2/18/2015","SA","6 Bowery","","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","www.abacusbank.com","137409","1686","139095","24","139119","138844","138844","0","54240","848","53392","14555","70049","0","","0","25","","250","250","0","0","0","0","0","0","0","0","0","0","","1421","0","0","0","1686",""
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","12/31/2014","2/18/2015","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.abbemae.com","50816","588","51404","0","51404","51312","51312","21049","0","0","0","0","30263","0","","0","0","","92","0","0","0","92","0","0","0","0","0","0","0","","876","0","21049","0","540",""
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","12/31/2014","2/18/2015","SB","205 South Main St","","1","0","0","5","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","http://www.abbevillefirst.com","38057","674","38731","0","38731","37935","37935","2270","5648","5648","0","65","29952","0","","0","207","","581","0","27","264","290","8","0","0","8","0","0","0","","1394","0","1741","529","443",""
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","12/31/2014","2/18/2015","NM","401 Spruce Streets","ABBY BANCORP, INC.","4","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","1/14/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","www.abbybank.com","240222","3820","244042","0","244042","209225","209225","11219","67252","28430","38822","22681","58154","49919","","19871","9797","0","1764","0","71","535","1158","3385","0","1985","1400","0","0","74","0","2211","1580","4093","7126","3104",""
"11694","11442","4839","1143641","ABC Bank","Chicago","IL","60644","12/31/2014","2/18/2015","NM","5645 West Lake Street","GREATER CHICAGO FINANCIAL CORP.","5","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/10/1891","1/1/1934","6/1/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","WWW.ABCBANK.NET","238736","5323","244059","0","244059","234858","234858","9799","128274","78817","49457","55849","40936","0","","0","7197","0","1680","0","301","173","1206","324","0","0","324","0","0","0","0","17819","17661","4279","5520","3237",""
"26549","0","117672","0","Abington Bank","Abington","MA","2351","12/31/2014","2/18/2015","SM","6 Harrison Avenue","","1","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","10/21/2008","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.theabingtonbank.com","91619","798","92417","0","92417","90892","90892","10204","14466","9610","4856","8506","57716","0","","0","1399","","126","0","0","21","105","0","0","0","0","0","0","0","","1562","0","6862","3342","876",""
"19600","0","535753","2107707","Academy Bank, National Association","Colorado Springs","CO","80920","12/31/2014","2/18/2015","N","2835 Briargate Boulevard","DICKINSON FINANCIAL CORPORATION II","54","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/15/1966","6/15/1966","3/28/2008","Stock","0","0","OCC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","www.academybankco.com","119794","3080","122874","0","122874","87181","87181","6774","44449","8242","36207","10097","25861","0","","0","30860","0","1750","928","23","8","791","3083","0","0","3083","0","0","4838","0","0","0","0","6774","1898",""
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","12/31/2014","2/18/2015","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","9/22/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.acbbank.net","71222","1052","72274","0","72274","39223","39223","2179","15362","261","15101","0","8952","12730","","18980","9310","","4401","0","0","2199","2202","360","0","0","360","0","0","0","","0","0","1176","1003","947",""
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","12/31/2014","2/18/2015","NM","8712 West Dodge Road","3MV BANCORP, INC.","4","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","12/17/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","WWW.ACCESSBANK.COM","181644","2740","184384","0","184384","108897","108897","14910","49513","16969","32544","18955","24566","953","","821","68811","","3764","0","111","279","3374","2091","0","0","548","0","1543","855","","0","0","5371","9539","2428",""
"35189","0","2859903","3109904","Access National Bank","Reston","VA","20191","12/31/2014","2/18/2015","N","1800 Robert Fulton Drive, #","ACCESS NATIONAL CORPORATION","5","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/1/1999","12/1/1999","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.accessnationalbank.com","808230","13399","821629","1559","823188","606396","606396","41253","320709","199889","120820","2940","239575","1919","","0","210644","0","6100","0","0","19","6081","48","0","0","48","0","0","0","0","570","379","13978","27275","10980",""
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","12/31/2014","2/18/2015","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","1","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","11/1/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://WWW.ACCESSBANKTX.COM","102360","1535","103895","0","103895","78713","78713","9699","41648","23422","18226","7621","17531","2214","","0","24710","","463","0","5","134","324","9","0","0","9","0","0","0","","0","0","1601","8098","1247",""
"14936","11454","730446","1205950","Ackley State Bank","Ackley","IA","50601","12/31/2014","2/18/2015","SM","650 Main Street","GNB BANCORPORATION","6","0","0","2","1","Hardin","","","1/1/1934","12/18/1934","11/3/2011","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.ackleystatebank.com","98036","1054","99090","0","99090","55950","55950","2471","19923","12177","7746","4687","15349","13520","","17376","19012","","2374","13","44","1692","625","4378","0","2853","1525","0","0","0","","468","468","133","2338","1054",""
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","12/31/2014","2/18/2015","NM","16 Lincoln Square","ACNB CORPORATION","20","0","0","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","2/7/2011","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","http://www.acnb.com","785723","15172","800895","0","800895","710763","710763","15145","225044","87494","137550","33294","414036","23244","","1204","37813","0","15277","0","4836","716","9725","35838","0","25460","10378","0","0","0","0","6968","6674","5878","9267","9391",""
"18489","12279","463650","1055623","Adams Bank & Trust","Ogallala","NE","69153","12/31/2014","2/18/2015","SM","315 North Spruce Street","ADBANC, INC.","18","0","1","2","0","Keith","","","2/26/1962","2/26/1962","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.abtbank.com","531334","6931","538265","0","538265","328741","328741","14882","121006","65534","55472","15928","76189","100736","","119667","67949","0","13145","0","1608","7507","4030","8763","0","7491","0","0","1272","0","0","2648","2277","5636","9246","6931",""
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","12/31/2014","2/18/2015","SB","2 Center Street","","7","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","2/25/2012","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","www.adamscommunity.com","329638","2732","332370","0","332370","313305","313305","3816","23794","20871","2923","9485","276210","0","","0","9997","0","9068","0","145","6751","2172","0","0","0","0","0","0","239","0","1275","114","1206","2610","2732",""
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","12/31/2014","2/18/2015","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.adamscountybank.net","98066","952","99018","0","99018","45563","45563","876","2586","2586","0","2711","8165","31225","","42820","7461","","1876","0","0","889","987","1298","0","0","1298","0","0","0","","0","0","876","0","952",""
"32304","8120","312570","0","Adams County Building and Loan Company","West Union","OH","45693","12/31/2014","2/18/2015","SA","201 West Main Street","","2","0","0","8","0","Adams","","","1/22/1907","4/4/1985","1/4/2012","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","","12355","200","12555","0","12555","12429","12429","0","118","118","0","157","9128","3026","","0","0","","126","0","0","0","126","0","0","0","0","0","0","0","","173","0","0","0","141",""
