cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,webaddr,ntlnlsr,ntrer,ntrecosr,ntrenrsr,ntremulr,ntreresr,ntrelocr,ntreothr,idntcir,idntconr,idntcrdr,idntcoor,idntothr,ntcomrer
"34862","15935","2721103","2721112","The Bank of Holland","Holland","MI","49423","12/31/2014","2/18/2015","NM","150 Central Avenue","LAKE MICHIGAN FINANCIAL CORPORATION","4","0","0","4","0","Ottawa","24340","Grand Rapids-Wyoming, MI","10/14/1998","10/14/1998","1/15/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","www.tboh.com","1.58598949567437E-03","-1.14475758265025E-02","-6.00340063597315E-02","-0.041641851028699","0","7.47096320708458E-02","0.254500354866692","0","8.83795266744219E-02","-8.35992342054882","","-8.35992342054882","-3.63339086202198E-02","-0.119575615270893"
"8232","16031","835743","2590644","The Bank of Holly Springs","Holly Springs","MS","38635","12/31/2014","2/18/2015","NM","114 S Memphis St","HOLLY SPRINGS BANCSHARES INC","5","0","0","8","1","Marshall","32820","Memphis, TN-MS-AR","2/1/1869","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","http://www.bankofhollysprings.com","0.261267863111331","0.12734913675478","0.411075160451917","0","0","0.104797635765337","0","0.11085048929406","0.424122470412409","0.80102673039476","","0.80102673039476","-0.028533112677262",""
"9661","0","871358","1062788","The Bank of Holyrood","Holyrood","KS","67450","12/31/2014","2/18/2015","SM","100 S Main St","HOLYROOD BANCSHARES, INC.","1","0","0","2","1","Ellsworth","","","1/1/1887","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","","0.248058671268335","0.137865619623241","0","0","","0.215250034440006","0","0.217944694354361","0.402587666935058","0.698170059528184","","0.698170059528184","0",""
"13960","0","848453","1095236","The Bank of Houston","Houston","MO","65483","12/31/2014","2/18/2015","NM","404 South Grand","OZARK BANCSHARES, INC.","1","0","0","2","1","Texas","","","6/4/1889","3/3/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","www.thebankofhouston.com","1.11876163257834","0.030389594602808","","0","","0.137824576878549","0","0.139306809316839","12.0098313037649","0","","0","0",""
"34457","15743","2577739","1135374","The Bank of Jackson","Jackson","TN","38305","12/31/2014","2/18/2015","SM","558 Carriage House Drive","SECURITY BANCORP OF TENNESSEE, INC.","3","0","0","7","0","Madison","27180","Jackson, TN","6/2/1997","6/2/1997","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","https://www.bankofjackson.com","0.498323970379623","0.513515898933652","4.70038085137155","-5.02255125513556E-03","0","0.255625829753197","0","0.285096794960224","6.03514870606412E-02","1.89725627553999","","1.89725627553999","0",""
"15228","10258","380944","1202744","The Bank of Kaukauna","Kaukauna","WI","54130","12/31/2014","2/18/2015","NM","264 W. Wisconsin Avenue","BROGAN BANKSHARES, INC.","1","0","0","4","1","Outagamie","11540","Appleton, WI","9/1/1883","7/1/1935","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","WWW.BANKOFKAUKAUNA.COM","0.891361586708651","0.170830271858927","0","8.08569543449293E-02","0","0.417454509736513","0","0.46882325363338","3.66697168694154","-0.719654565808412","0","-0.76052053405442","0",""
"33022","12345","1459034","2291624","The Bank of Kentucky, Inc.","Crestview Hills","KY","41017","12/31/2014","2/18/2015","NM","111 Lookout Farm Drive","BANK OF KENTUCKY FINANCIAL CORPORATION, THE","32","0","1","4","0","Kenton","17140","Cincinnati, OH-KY-IN","8/1/1990","8/1/1990","10/28/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","http://WWW.BANKOFKY.COM","0.304942817898748","0.281430680719115","0.85673952197829","7.15600010586005E-02","0","0.63513916289368","0.672157797331865","0.605881577547283","0.312579105158404","1.45333117023578","3.24693819424665","-0.167275721859077","0.390206809609093",""
"11526","0","883959","2552334","The Bank of Kremlin","Kremlin","OK","73753","12/31/2014","2/18/2015","SM","102 6th Street","KREMLIN BANCSHARES, INC.","6","0","0","2","1","Garfield","","","5/1/1900","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.bankofkremlin.com","0.121122305028713","-2.18754182065245E-02","0","0","0","-8.29531314807134E-02","","-8.29531314807134E-02","1.98100830074954","-0.233067163876616","","-0.233067163876616","-5.53578887507738E-02",""
"9245","0","944739","1085965","The Bank of La Fayette, Georgia","La Fayette","GA","30728","12/31/2014","2/18/2015","NM","101 West Patton Street","LAFAYETTE BANKSHARES, INC.","3","0","0","5","0","Walker","16860","Chattanooga, TN-GA","7/18/1899","1/1/1934","5/8/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.bankoflafayette.com","0.750340462853189","0.893716844409769","5.91733840533768","0.264057388472428","0","0.483026414214885","0","0.485372717142911","-1.95176960444136","9.74158238721904E-02","-2.02727607814228","0.204666393778142","5.3248136315229",""
"90384","12197","734613","0","The Bank of Landisburg","Landisburg","PA","17040","12/31/2014","2/18/2015","SM","100 North Carlisle Street","","3","0","0","8","0","Perry","25420","Harrisburg-Carlisle, PA","10/19/1903","4/17/1992","1/9/2009","Stock","0","0","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","http://www.bankoflandisburg.com","0.257056688844343","0.246884493147389","0","3.47346274463102","0","3.56624131133935E-02","0","3.87806653704523E-02","0.467095702719535","0.838251072961373","","0.838251072961373","-0.163371998039536",""
"34721","0","2689128","0","The Bank of Lawrence County","Bridgeport","IL","62417","12/31/2014","2/18/2015","NM","100 East State Street","","2","0","0","7","1","Lawrence","","","4/27/1998","4/27/1998","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","http://www.thebankoflawrencecounty.com","0.221276595744681","0.345065562456867","0","0","","0.516430128916262","0","0.534441805225653","-4.56162758872366E-02","0","0","0","0",""
"9797","0","666059","2797621","The Bank of Macks Creek","Macks Creek","MO","65786","12/31/2014","2/18/2015","NM","41 State Rd W","MACKS CREEK BANCSHARES, INC.","1","0","0","8","0","Camden","","","5/15/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","http://www.bankofmc.com","0.63500347947112","0.538815434989845","0","-3.55063201249822E-02","","0.886465511473875","","0.886465511473875","0","3.10742823320509","","3.10742823320509","0",""
"2300","0","940021","2402813","The Bank of Magnolia Company","Magnolia","OH","44643","12/31/2014","2/18/2015","NM","122 North Main Street","MAGNOLIA BANCORP, INC.","3","0","0","8","0","Stark","15940","Canton-Massillon, OH","4/19/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.bankofmagnolia.com","0.556218406506314","0.724566949235263","0","0","0","0.939895394025577","-0.107238605898123","1.04450110342168","0","0","","0","0",""
"19686","6947","240002","0","The Bank of Maine","Portland","ME","4101","12/31/2014","2/18/2015","SA","2 Canal Plaza","","26","0","0","4","0","Cumberland","38860","Portland-South Portland, ME","6/26/1834","3/9/1967","10/30/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","www.thebankofmaine.com","0.26835262093802","0.102460798668137","-2.36284542922417","-0.354714626136381","0.499193164536389","0.346072292697776","0.419930920688417","0.322371265974493","0.721564168960649","1.21873433869425","","1.29846462253406","50.6644518272425",""
"9507","11657","858528","1132391","The Bank of Marion","Marion","VA","24354","12/31/2014","2/18/2015","SM","102 West Main Street","SOUTHWEST VIRGINIA BANKSHARES, INC.","15","0","1","8","0","Smyth","","","4/13/1874","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.bankofmarionva.com","0.188638568502749","8.57638937507876E-02","0","0","0","0.151254486187481","0","0.165183016039608","-5.27815897814842E-02","1.94297206551565","2.90818446198587","1.85669990159491","0",""
"33851","13098","2123930","2263993","The Bank of Milan","Milan","TN","38358","12/31/2014","2/18/2015","NM","2011 East Van Hook Street","HOMETOWN BANCORP, INC.","2","0","0","8","1","Gibson","","","11/12/1993","11/12/1993","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","www.bankofmilan.net","6.40418064912775E-02","4.31935589764854E-02","0","0","0","6.71754084264832E-02","-5.38444970923972E-02","8.44257513891874E-02","0","0.740411668887902","","0.740411668887902","0","0"
"1617","0","330855","1416439","The Bank of Missouri","Perryville","MO","63775","12/31/2014","2/18/2015","NM","916 North Kings Highway","RELIABLE COMMUNITY BANCSHARES, INC.","20","0","0","4","0","Perry","","","11/7/1891","1/1/1934","12/1/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","http://www.bankofmissouri.com","0.318747504754382","0.238394891547249","0","0.573559367177876","0","4.91409067278035E-02","0.228486707151126","3.13057950056148E-02","0.563522294420793","1.66399189120703","0","1.68350168350168","0","0"
"6180","0","849432","2722892","The Bank of Monroe","Union","WV","24983","12/31/2014","2/18/2015","SM","39 Main Street","UNION BANKSHARES, INC.","2","0","0","8","0","Monroe","","","11/3/1903","1/1/1934","6/2/2010","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","http://www.bomwv.com","-7.9118430796691E-03","3.00147072065312E-02","0","0","","4.88424343069259E-02","0","4.89218839817521E-02","0","0.212141569140473","","0.212141569140473","-2.40946261682243",""
"10378","10875","797140","2339544","The Bank of New Glarus","New Glarus","WI","53574","12/31/2014","2/18/2015","NM","501 First Street","BANCORP OF NEW GLARUS, INC.","6","0","0","4","0","Green","31540","Madison, WI","10/30/1893","1/1/1934","9/26/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","http://www.bankofnewglarus.com","0.22260070407329","0.229766589968391","0.535963125736949","7.59665557238426E-02","0","0.441554758866541","0","0.512914625595852","0.262340645783406","0.224742410621672","0","0.237200306535781","0","0"
"639","0","541101","3587146","The Bank of New York Mellon","New York","NY","10286","12/31/2014","2/18/2015","SM","One Wall Street","BANK OF NEW YORK MELLON CORPORATION, THE","9","12","1","1","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1851","1/1/1934","2/15/2012","Stock","0","1","FED","DIF","New York","WASHINGTON","New York City","New York","Northeastern","Northeast","www.bnymellon.com","4.36627835897794E-02","0.23319686997979","0.670241286863271","1.06577344701583","0","0","","0","0.311360199270528","0","","0","-3.55535329545697E-03","0"
"23472","0","398668","3587146","The Bank of New York Mellon Trust Company, National Association","Los Angeles","CA","90071","12/31/2014","2/18/2015","N","400 South Hope Street","BANK OF NEW YORK MELLON CORPORATION, THE","27","0","1","9","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","7/1/1981","7/1/1981","3/12/2012","Stock","0","1","OCC","DIF","San Francisco","WASHINGTON","Los Angeles (North)","San Francisco","Western","Western","www.bnymellon.com","","","","","","","","","","","","","",""
"35324","0","2843724","2721112","The Bank of Northern Michigan","Petoskey","MI","49770","12/31/2014","2/18/2015","NM","406 Bay Street","LAKE MICHIGAN FINANCIAL CORPORATION","3","0","0","4","0","Emmet","","","1/18/2000","1/18/2000","1/1/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","www.tbonm.com","-0.070617754023951","-4.99276790154459E-02","-0.458817360438851","6.17952006840896E-02","0","-0.163009939725134","0","-0.216413411448269","-0.131486069396963","0","","0","0","-6.02010715790741E-02"
"1655","0","880855","2315164","The Bank of Old Monroe","Old Monroe","MO","63369","12/31/2014","2/18/2015","NM","2100 Highway C","CUIVRE RIVER BANCSHARES, INC.","4","0","0","4","0","Lincoln","41180","St. Louis, MO-IL","9/19/1906","1/1/1934","2/17/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.bankofoldmonroe.com","2.75009494375401E-02","2.92662720472583E-02","0","-0.010067005991882","0","0.121919307260443","0","0.12812660158252","0","0.103885310617079","","0.103885310617079","0",""
"10597","0","1003950","0","The Bank of Orrick","Orrick","MO","64077","12/31/2014","2/18/2015","NM","113 E. South Front St.","","2","0","0","2","0","Ray","28140","Kansas City, MO-KS","7/2/1902","1/1/1934","8/12/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.bankoforrick.com","0.712815675513442","0.709387562071412","","0","","2.09764323612882","","2.09764323612882","-4.63529823333916","9.77708251857646E-02","","9.77708251857646E-02","3.92806436346427",""
"57877","0","3308314","0","The Bank of Oswego","Lake Oswego","OR","97034","12/31/2014","2/18/2015","NM","310 N. State St., Suite 218","","3","0","0","4","0","Clackamas","38900","Portland-Vancouver-Hillsboro, OR-WA","12/3/2004","12/3/2004","6/8/2009","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","http://www.bankofoswego.com","-0.771564523342345","-1.01334286101494","0","0.192954407629969","0","-2.36097245082432","-4.78179896310465","-1.47451847755967","-1.42078743848137","3.06836430373939","","3.06836430373939","106.451612903226","0"
"8480","9942","771636","1081314","The Bank of Perry","Perry","GA","31069","12/31/2014","2/18/2015","NM","1006 Main Street","PERSONS BANKING CO., INC.","2","0","0","4","1","Houston","47580","Warner Robins, GA","1/1/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","www.bankofperry.com","1.25233238320913","0.893508388037929","0.118964414769432","0.925144894016489","4.1036717062635","0.437144238996987","0","0.484820977275306","3.26722645146535","1.90955646211266","","1.90955646211266","0.853466386554622",""
"58513","0","3595271","0","The Bank of Princeton","Princeton","NJ","8540","12/31/2014","2/18/2015","NM","183 Bayard Lane","","12","0","1","4","0","Mercer","45940","Trenton, NJ","4/23/2007","4/23/2007","3/26/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","www.thebankofprinceton.com","9.5715790661025E-03","6.73674635525591E-03","4.28517975806502E-02","0","0","0","0","0","0","6.8649885583524","","6.8649885583524","0",""
"23099","0","531157","1062939","The Bank of Protection","Protection","KS","67127","12/31/2014","2/18/2015","NM","236 North Broadway","PROTECTION BANK HOLDING COMPANY, INC., THE","3","0","0","2","0","Comanche","","","4/2/1980","4/2/1980","10/9/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.bankofprotection.com","0.344656033278788","0.752946627667893","0","5.75475874280655","0","0","","0","0.121290531252527","0.37243947858473","","0.37243947858473","0",""
"8730","0","733540","4512378","The Bank of Rison","Rison","AR","71665","12/31/2014","2/18/2015","NM","200 Main Street","SIGMA HOLDINGS, INC.","1","0","0","4","1","Cleveland","38220","Pine Bluff, AR","1/1/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","http://www.thebankofrison.com","0.831598413566103","0.447944663208117","0","-0.016946280291476","","1.52112286524234","","1.52112286524234","0","4.70145745181006","","4.70145745181006","0",""
"58142","0","3386554","0","The Bank of River Oaks","Houston","TX","77098","12/31/2014","2/18/2015","NM","2929 Kirby","","3","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","11/4/2005","11/4/2005","9/13/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://WWW.BANKOFRIVEROAKS.NET","0.28283267242472","0","0","0","0","0","0","0","0.646785763133047","-3.83420881101185E-02","","-3.83420881101185E-02","0","0"
"845","15580","722432","1417324","The Bank of Romney","Romney","WV","26757","12/31/2014","2/18/2015","SM","95 East Main Street","ROMNEY BANKSHARES, INC.","6","0","0","8","0","Hampshire","49020","Winchester, VA-WV","1/1/1888","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","http://www.bankofromney.net","0.3712125003873","0.243977424331742","1.81138651319561","0.17218026125485","","0.136810684627454","","0.136810684627454","-1.08243851749221E-02","1.87595182057317","","1.87595182057317","0.300738958583949","0"
"58581","0","3548567","3593286","The Bank of San Antonio","San Antonio","TX","78230","12/31/2014","2/18/2015","NM","8000 I. H. 10 W, Suite 1100","SOUTHWEST BANCSHARES, INC.","4","0","0","4","0","Bexar","41700","San Antonio-New Braunfels, TX","6/22/2007","6/22/2007","1/18/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","www.thebankofsa.com","5.10637269269003E-02","2.04023132142722E-03","0","0","0","9.7148214172953E-03","0","9.96690985926723E-03","0.135335977716316","0","","0","0","0"
"18942","0","678052","1107456","The Bank of San Jacinto County, Coldspring, Texas","Coldspring","TX","77331","12/31/2014","2/18/2015","NM","100 Hwy 150","BANC OF SAN JACINTO COUNTY BANCSHARES, INC., THE","1","0","0","8","1","San Jacinto","","","11/9/1963","11/9/1963","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://www.banksjc.com","0.296754774572355","0","0","0","","0","","0","0","3.16241246894059","","3.16241246894059","",""
"58098","0","3367964","0","The Bank of Santa Barbara","Santa Barbara","CA","93101","12/31/2014","2/18/2015","NM","12 East Figueroa Street","","2","0","0","4","0","Santa Barbara","42200","Santa Maria-Santa Barbara, CA","12/19/2005","12/19/2005","4/8/2011","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","http://WWW.THEBANKOFSANTABARBARA.COM","0.210849849904909","-0.191583490439631","-0.699211797609967","-0.165186404036322","0","-0.14465238224392","-0.356030262572319","0","1.29504644733893","0","","0","0",""
"889","0","260831","1250736","The Bank of Soperton","Soperton","GA","30457","12/31/2014","2/18/2015","NM","1202 Second Street North","SOPERTON BANCSHARES, INCORPORATED","1","0","0","4","1","Treutlen","","","6/1/1903","1/1/1934","2/22/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","www.bankofsoperton.com","-2.33737699553561E-02","-2.21879541596867E-02","-0.773036487322202","0","0","1.18147448015123E-02","","0","-9.97366951248704E-02","0.139573834558481","","0.139573834558481","0",""
"26912","0","246022","2297701","The Bank of South Carolina","Charleston","SC","29401","12/31/2014","2/18/2015","NM","256 Meeting Street","BANK OF SOUTH CAROLINA CORPORATION","4","0","0","4","0","Charleston","16700","Charleston-North Charleston, SC","2/26/1987","2/26/1987","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","http://www.banksc.com","1.70874012027822E-02","-3.14691955911657E-02","0","2.28408279800143E-02","0","-9.55325274987727E-02","-7.87258523587477E-02","-0.108641742046716","0.161696921524393","0.280450446563403","","0.280450446563403","0","0"
"11580","10229","610128","1076105","The Bank of Southside Virginia","Carson","VA","23830","12/31/2014","2/18/2015","NM","17208 Halligan Park Rd.","BANK OF SOUTHSIDE VIRGINIA CORPORATION, THE","15","0","0","8","0","Dinwiddie","40060","Richmond, VA","8/10/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.bsvnet.com","0.237864780868099","-5.12160145160818E-03","0","0","0","-1.14923657855853E-02","0","-1.25631748219619E-02","1.03648121925227","0.515113883191241","0.789622109419064","0.509335441910827","0",""
"10635","0","384353","2847665","The Bank of Steinauer","Steinauer","NE","68441","12/31/2014","2/18/2015","NM","215 Main St","STEINAUER BANCORP","1","0","0","2","0","Pawnee","","","6/28/1888","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","http://www.bankofsteinauer.com","0.701727525581158","0","","0","","0","","0","6.75","0.179243592041585","","0.179243592041585","-6.15384615384615E-02",""
"21031","13789","273336","1246467","The Bank of Tampa","Tampa","FL","33606","12/31/2014","2/18/2015","NM","601 Bayshore Blvd, # 100","TAMPA BAY BANKING COMPANY","10","0","0","4","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","3/30/1973","3/30/1973","1/1/2010","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","www.bankoftampa.com","-0.131151023219363","1.31555795279449E-02","-0.481361171508658","7.02678821664153E-02","3.82793958417639E-02","1.57890914219972E-02","7.45229683175762E-02","-8.06449370274276E-02","-0.468333838066174","-0.277551491208466","2.40052811618556","-0.643179024989758","0","0"
"1868","14521","54058","1841004","The Bank of Tescott","Tescott","KS","67484","12/31/2014","2/18/2015","NM","104 S Main St","TESCOTT BANCSHARES, INC.","5","0","0","2","1","Ottawa","","","1/1/1887","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.bankoftescott.com","7.91298155057917E-02","7.18833436023824E-02","0","0","0","0.152416454009424","","0.152416454009424","-1.89756921383707E-02","0.768200873554136","","0.768200873554136","0",""
"25703","17589","401755","1993547","The Bank of the West","Thomas","OK","73669","12/31/2014","2/18/2015","NM","101 South Main","BANCWEST, INC.","4","0","0","4","1","Custer","","","10/19/1984","10/19/1984","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.thebankofthewest.com","7.8850299552288E-04","0","0","0","0","0","","0","-3.22697232548534E-02","0.750562922191644","","0.750562922191644","0",""
"17280","0","768953","1207785","The Bank of Tioga","Tioga","ND","58852","12/31/2014","2/18/2015","NM","7 North Main Street","TREYNOR BANCSHARES, INC.","1","0","0","7","0","Williams","","","7/16/1952","12/7/1953","1/19/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","www.thebankoftioga.com","0","0","0","0","0","0","","0","0","0","","0","0",""
"10606","14729","378950","1140426","The Bank of Urbana","Urbana","MO","65767","12/31/2014","2/18/2015","NM","109 N. Main St","BANCSHARES OF URBANA, INC.","4","0","0","2","0","Dallas","44180","Springfield, MO","1/1/1903","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","www.bankofurbana.com","0.386903967766897","0.289290886166545","0","0.091460411712561","0","0.562872903298435","0","0.570922896862779","-0.119120549996597","2.47906337235949","","2.47906337235949","0.111706881143878",""
"51","14338","382537","1139998","The Bank of Vernon","Vernon","AL","35592","12/31/2014","2/18/2015","NM","44825 Highway 17","FIRST VERNON BANCSHARES, INC.","2","0","0","4","0","Lamar","","","11/11/1911","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","www.bankofvernon.com","0.609609829884164","0.79405259932319","0.281199032675328","1.73828167840144","0","-0.455603426930124","0","-0.46064490286401","-0.173994312871602","1.29649710056103","2.09351011863224","1.00135667678791","-5.46567555749891E-02",""
"1086","0","625850","3643837","The Bank of Versailles","Versailles","MO","65084","12/31/2014","2/18/2015","SM","113 East Newton Street","BOV HOLDING COMPANY","4","0","0","5","0","Morgan","","","1/1/1882","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","http://www.bankov.com","0.109693710783113","0.1164091469197","3.76853648885455E-02","0.160612182255566","0","0.132044041766546","0","0.135611372578337","0","-0.155134967421657","","-0.155134967421657","-0.26992010364932",""
"34214","14623","2485544","3348936","The Bank of Washington","Lynnwood","WA","98036","12/31/2014","2/18/2015","NM","5901 196th S. W.","WASHINGTON BANCORP, INC.","5","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","7/29/1996","7/29/1996","8/7/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","www.the-bank.com","-8.36942030441059E-02","-5.04862040959677E-02","-1.13116355596689","-1.68027690963471E-02","0","2.42557526560049E-02","0","2.96027313453455E-02","-0.742806900524513","0.265097290705689","0.393081761006289","0.255841719256353","0",""
"2375","13517","505831","1085488","The Bank of Waynesboro","Waynesboro","TN","38485","12/31/2014","2/18/2015","NM","201 South Main Street","FCB CORPORATION","4","0","0","8","0","Wayne","","","1/1/1904","1/1/1934","5/28/2010","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","http://www.thebankofwaynesboro.com","0.206718142765456","0.12052125442539","0","-4.24492260091124E-02","0","0.19823797738835","0","0.224773333838088","-0.184524541764055","0.932640514665296","","0.932640514665296","0.940248710949348",""
"13578","0","370758","2293655","The Bank of Whitewater","Whitewater","KS","67154","12/31/2014","2/18/2015","NM","126 South Main Street","WHITEWATER BANCSHARES, INC.","1","0","0","2","1","Butler","48620","Wichita, KS","4/3/1891","1/8/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.bankofwhitewater.com","1.34864700252328","1.88823450074181","0","12.1562952243126","0","0","","0","1.19964010796761","1.76877916603944","","1.76877916603944","0",""
"2317","0","59754","1063105","The Bank of Wyandotte","Wyandotte","OK","74370","12/31/2014","2/18/2015","SM","2 E Broadway","UNITED CAPITAL BANCSHARES, INC.","1","0","0","8","1","Ottawa","","","9/27/1902","1/1/1934","6/1/2010","Stock","0","0","FED","DIF","Dallas","KANSAS CITY","Tulsa","Kansas City","Southern","West","","1.47854629328444E-02","-0.472193074501574","","-0.940144155437167","","0","","0","0.62983624257693","1.37299771167048","","1.37299771167048","-1.13421550094518",""
"4146","17723","829050","1056684","The Bank, National Association","Mcalester","OK","74501","12/31/2014","2/18/2015","N","2nd And Carl Albert Parkway","NBM CORPORATION","6","0","0","4","1","Pittsburg","","","5/17/1927","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://thebankna.com","6.56726277453331E-02","0.108224601733466","0","-3.51798864862329E-02","0","0.356592589602298","0","0.356732998812012","-0.216356555603635","0","","0","-0.201133662461145",""
"26677","11705","859655","1138209","The Bankers Bank","Oklahoma City","OK","73120","12/31/2014","2/18/2015","SM","9020 N. May Ave., Suite 200","BANKERS BANCORP OF OKLAHOMA, INC.","2","0","1","4","0","Oklahoma","36420","Oklahoma City, OK","5/28/1986","5/28/1986","8/10/2009","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.thebankersbank.com","0.05569527721454","0.168465882289519","0.823384108686702","0","0","0","","0","-0.405193523950461","0.696572861521315","0.741729713692331","0","0","0"
