cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,IDdepsam,IDdepsmb,DEPSMRA,DEPSMRN,NTRCDSMJ,IDdeplam,IDdeplgb,DEPLGRA,DEPLGRN,TRNNIA,TRNNIN,NTRTMLGJ
"28068","837","649874","3305760","Royal Savings Bank","Chicago","IL","60617","12/31/2014","2/18/2015","SB","9226 S. Commercial Avenue","ROYAL FINANCIAL, INC.","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1887","6/9/1938","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.royal-bank.us","66419","4595","3965","222","29029","15652","22","589","2","","","8865"
"12017","14006","148809","2702232","RSI BANK","Rahway","NJ","7065","12/31/2014","2/18/2015","SB","1500 Irving Street","RSI BANCORP, MHC","4","0","0","5","0","Union","35620","New York-Newark-Jersey City, NY-NJ-PA","3/12/1851","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","www.rsibanking.com","296167","27830","33047","2744","167998","59296","87","570","2","","","2668"
"2229","13484","550952","2718167","RSNB Bank","Rock Springs","WY","82901","12/31/2014","2/18/2015","SM","200 Second Street","RSNB BANCORP","2","0","0","5","1","Sweetwater","","","5/23/1892","1/1/1934","8/1/2012","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","Kansas City","Western","West","www.rsnb.com","162401","12369","9913","344","37680","159201","200","1795","5","","","22854"
"2203","13678","566551","1128059","Ruby Valley National Bank","Twin Bridges","MT","59754","12/31/2014","2/18/2015","N","107 South Main Street","TWINCO, INC.","2","0","0","2","1","Madison","","","1/1/1917","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","http://www.rubyvalleybank.com","55476","4685","2923","163","16913","17594","44","0","0","","","3911"
"11411","0","884657","1132195","Rushford State Bank (Incorporated)","Rushford","MN","55971","12/31/2014","2/18/2015","NM","219 S. Mill Street","RUSHFORD STATE BANCORP, INC.","2","0","0","2","1","Fillmore","40340","Rochester, MN","3/7/1867","1/1/1934","1/4/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.rushfordstatebank.com","39021","3442","2635","411","13423","7066","14","0","0","","","1372"
"9265","13271","49148","1208652","Rushville State Bank","Rushville","IL","62681","12/31/2014","2/18/2015","SM","Liberty & Lafayette St.","RUSHVILLE BANCSHARES, INC.","1","0","0","2","1","Schuyler","","","1/1/1890","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","","59164","4446","5617","247","23230","15753","31","925","3","","","5708"
"17210","0","695648","1210600","Ruth State Bank","Ruth","MI","48470","12/31/2014","2/18/2015","NM","7004 East Atwater Road","RUTH BANK CORPORATION","1","0","0","2","1","Huron","","","3/30/1953","3/30/1953","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","www.RuthBank.com","23878","1607","2093","112","9631","8036","17","284","1","","","661"
"15926","13310","376433","3813443","S Bank","Glennville","GA","30427","12/31/2014","2/18/2015","NM","205 South Veterans Blvd","CITIZENS INVESTORS, LLC","4","0","0","4","0","Tattnall","","","7/1/1937","1/4/1943","10/1/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","www.sbank.com","68354","7708","3600","197","36912","11990","25","0","0","","","2548"
"11124","10096","936426","1071397","S&T Bank","Indiana","PA","15701","12/31/2014","2/18/2015","NM","800 Philadelphia Street","S & T BANCORP, INC.","57","0","0","4","0","Indiana","","","5/21/1902","1/1/1934","2/9/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","http://www.stbank.com","2473823","243050","200078","17609","867641","1275386","1443","7324","23","","","218476"
"26575","5361","116077","3164369","S-Bank","Weymouth","MA","2188","12/31/2014","2/18/2015","SB","195 Washington Street","SOUTH SHORE MUTUAL HOLDING COMPANY","4","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","3/3/1986","8/1/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","http://www.s-bank.com","96585","5937","5003","280","36965","56891","102","2027","4","","","5798"
"21837","0","53033","1981384","Sabadell United Bank, National Association","Miami","FL","33131","12/31/2014","2/18/2015","N","1111 Brickell Avenue","BANCO DE SABADELL, S.A.","31","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","11/25/1974","11/25/1974","7/12/2014","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.sabadellunited.com","1189819","41076","14426","482","236365","2386977","2474","3713","8","","","294593"
"58372","0","3481703","0","Sabal Palm Bank","Sarasota","FL","34232","12/31/2014","2/18/2015","NM","5101 Fruitville Rd, # 100","","3","0","0","4","0","Sarasota","35840","North Port-Sarasota-Bradenton, FL","10/10/2006","10/10/2006","11/13/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","http://www.sabalpalmbank.com","57700","1578","2661","100","32962","40412","52","0","0","","","1359"
"8141","11447","125855","1108042","Sabine State Bank and Trust Company","Many","LA","71449","12/31/2014","2/18/2015","NM","297 Elizabeth Street","SABINE BANCSHARES, INC.","47","0","1","4","1","Sabine","","","1/1/1902","1/1/1934","1/13/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","www.sabinebank.com","388634","51650","13128","698","94313","270856","297","709","2","","","33493"
"17743","10992","339607","0","Saco & Biddeford Savings Institution","Saco","ME","4072","12/31/2014","2/18/2015","SB","252 Main Street","","7","0","0","4","0","York","38860","Portland-South Portland, ME","2/21/1827","4/4/1957","5/3/2012","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","www.sbsavings.com","407788","28709","59541","3076","270015","65212","154","5309","14","","","24317"
"26876","0","918918","2368106","Safra National Bank of New York","New York","NY","10036","12/31/2014","2/18/2015","N","546 Fifth Avenue","SNBNY HOLDINGS LIMITED","3","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1987","1/1/1987","4/1/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","http://www.safra.com","2846164","8281","2418","98","2587260","1805452","1443","0","0","","","359462"
"26467","4930","1006577","0","Sage Bank","Lowell","MA","1852","12/31/2014","2/18/2015","SB","18 Hurd Street","","2","0","0","5","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1885","12/19/1985","12/31/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","http://www.sagebank.com","97602","5668","5194","231","65020","34450","72","670","2","","","14678"
"25621","0","448554","2536642","Sage Capital Bank, National Association","Gonzales","TX","78629","12/31/2014","2/18/2015","N","1606 N. Sarah Dewitt Drive","ANB BANCSHARES, INC.","6","0","0","4","0","Gonzales","","","7/12/1984","7/12/1984","7/1/2009","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://WWW.SAGECAPITALBANK.COM","185410","11245","7441","319","65311","144541","193","321","1","","","9693"
"57974","0","3394380","0","Saigon National Bank","Westminster","CA","92683","12/31/2014","2/18/2015","N","15606 Brookhurst St, # C","","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","11/30/2005","11/30/2005","2/15/2013","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","","29800","532","1315","24","28184","1976","7","0","0","","","1090"
"32327","8148","523974","0","Saint Casimir's Savings Bank","Baltimore","MD","21224","12/31/2014","2/18/2015","SB","2703 Foster Avenue","","4","0","0","5","0","Baltimore City","12580","Baltimore-Columbia-Towson, MD","8/9/1911","5/30/1985","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","www.stcsb.com","59910","3220","6665","271","23962","6387","15","700","1","","","700"
"12086","0","363442","0","Sainte Marie State Bank","Sainte Marie","IL","62459","12/31/2014","2/18/2015","NM","103 North Main Street","","1","0","0","2","0","Jasper","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","","14098","684","392","20","7676","0","0","0","0","","","0"
"27824","349","670878","0","Salem Co-operative Bank","Salem","NH","3079","12/31/2014","2/18/2015","SA","3 South Broadway","","2","0","1","5","0","Rockingham","14460","Boston-Cambridge-Newton, MA-NH","1/1/1922","11/8/1954","5/3/2012","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","www.salemcoop.com","187806","11043","30314","1335","108969","39715","94","2967","6","","","9715"
"23296","8342","618807","3365858","Salem Five Cents Savings Bank","Salem","MA","1970","12/31/2014","2/18/2015","SB","71 Washington Street","SALEM FIVE BANCORP","31","0","0","4","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","3/9/1855","1/2/1981","11/24/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","http://www.salemfive.com","1581479","119977","183510","7601","837915","936390","1477","41304","108","","","184585"
"9092","10757","123646","1139466","Salin Bank and Trust Company","Indianapolis","IN","46240","12/31/2014","2/18/2015","SM","8455 Keystone Crossing Dr.","SALIN BANCSHARES, INC.","21","0","0","4","1","Marion","26900","Indianapolis-Carmel-Anderson, IN","5/15/1902","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.salin.com","390044","39655","14613","1067","82085","229112","305","0","0","","","2702"
"18467","11903","821906","2693273","Salisbury Bank and Trust Company","Lakeville","CT","6039","12/31/2014","2/18/2015","NM","5 Bissell St","SALISBURY BANCORP, INC.","13","0","1","4","0","Litchfield","","","1/1/1874","1/1/1962","12/6/2014","Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","www.salisburybank.com","455084","35064","26951","1303","128337","241743","348","1183","4","","","12872"
"58177","0","3394278","0","Sallie Mae Bank","Salt Lake City","UT","84101","12/31/2014","2/18/2015","NM","175 S W. Temple, Suite 600","","1","0","0","6","0","Salt Lake","41620","Salt Lake City, UT","11/28/2005","11/28/2005","6/13/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","http://www.salliemaebank.com","8963829","5102242","427223","4469","5226391","1882032","2850","0","0","","","82431"
"58291","0","3545258","0","San Diego Private Bank","Coronado","CA","92118","12/31/2014","2/18/2015","NM","801 Orange Ave., Suite 101","","5","0","0","4","0","San Diego","41740","San Diego-Carlsbad, CA","12/18/2006","12/18/2006","12/26/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","http://www.sandiegoprivatebank.net","113624","3216","2046","40","61485","189128","209","640","1","","","5667"
"28208","1142","945071","0","San Luis Valley Federal Bank","Alamosa","CO","81101","12/31/2014","2/18/2015","SA","401 Edison Avenue","","3","0","0","5","0","Alamosa","","","1/1/1899","12/27/1934","7/21/2011","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","www.slvfed.com","152460","16004","14300","1049","52726","45847","99","792","2","","","10680"
"11352","0","595944","1202922","Sanborn Savings Bank","Sanborn","IA","51248","12/31/2014","2/18/2015","NM","219 Main Street","SAN BANCORP.","1","0","0","2","1","Obrien","","","2/1/1899","1/1/1934","3/28/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","www.sanbornbank.com","30650","2996","3614","160","11734","22334","25","0","0","","","3646"
"17953","14657","806220","3878835","Sandhills Bank","North Myrtle Bea","SC","29582","12/31/2014","2/18/2015","NM","1020 Highway 17 North","MAX BANCORP, LLC","4","0","0","4","0","Horry","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","1/2/1959","1/2/1959","6/15/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","http://www.sandhillsbank.com","65369","3095","4697","151","43617","11319","29","0","0","","","3327"
"13892","0","987259","4042222","Sandhills State Bank","Bassett","NE","68714","12/31/2014","2/18/2015","NM","202 Clark Street","SANDHILLS FINANCIAL SERVICES, LLC","6","0","0","2","1","Rock","","","9/22/1902","2/14/1934","4/20/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","www.sandhillsstate.com","72280","3942","2358","119","39100","55903","73","0","0","","","17857"
"4865","10451","506922","1248304","Sandy Spring Bank","Olney","MD","20832","12/31/2014","2/18/2015","SM","17801 Georgia Avenue","SANDY SPRING BANCORP, INC.","45","0","1","4","0","Montgomery","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","1/1/1900","1/1/1934","6/1/2012","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","http://www.sandyspringbank.com","1758309","135199","65168","4480","371096","1263932","1744","2164","6","","","73826"
"17115","7706","111205","3815054","Sanford Institution for Savings","Sanford","ME","4073","12/31/2014","2/18/2015","SB","900 Main Street","SIS BANCORP, MHC","9","0","1","4","0","York","38860","Portland-South Portland, ME","11/1/1933","5/27/1952","8/17/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","banksis.com","255918","24346","30018","1557","115559","70468","101","4134","8","","","12523"
"27043","0","336361","2497837","Sanger Bank","Sanger","TX","76266","12/31/2014","2/18/2015","SM","501 North Stemmons","SANGER BANCSHARES, INC.","2","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","9/8/1987","9/8/1987","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.sangerbank.com","80741","5060","4627","153","40190","24449","47","0","0","","","4581"
"57425","0","3122994","0","Sanibel Captiva Community Bank","Sanibel","FL","33957","12/31/2014","2/18/2015","NM","2475 Library Way","","3","0","0","4","0","Lee","15980","Cape Coral-Fort Myers, FL","1/21/2003","1/21/2003","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.sancapbank.com","154633","5736","6075","307","81951","65566","141","1226","2","","","15753"
"57591","0","3235410","0","Santa Cruz County Bank","Santa Cruz","CA","95060","12/31/2014","2/18/2015","NM","720 Front St","","5","0","0","4","0","Santa Cruz","42100","Santa Cruz-Watsonville, CA","2/3/2004","2/3/2004","10/28/2008","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","http://www.sccountybank.com","214806","9679","3937","145","47877","195018","313","299","1","","","16816"
"29950","4410","722777","1239254","Santander Bank, N.A.","Wilmington","DE","19801","12/31/2014","2/18/2015","N","824 N Market St, Suite 100","BANCO SANTANDER, S.A.","703","0","1","4","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1907","3/10/1938","10/17/2013","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","www.santander.com","30926701","3011086","916520","92173","6318799","22154014","19462","30343","96","","","992509"
"27290","13934","1211371","1048812","Saratoga National Bank and Trust","Saratoga Springs","NY","12866","12/31/2014","2/18/2015","N","139 Broadway","ARROW FINANCIAL CORPORATION","8","0","0","6","0","Saratoga","10580","Albany-Schenectady-Troy, NY","7/1/1988","7/1/1988","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.saratoganational.com","157319","13556","10878","508","35711","129697","145","1762","4","","","6317"
"8942","0","992851","1126617","Sargent County Bank","Forman","ND","58032","12/31/2014","2/18/2015","NM","331 Main Street","SARGENT BANKSHARES, INC.","3","0","0","2","1","Sargent","","","1/1/1900","1/1/1934","5/12/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","http://www.sargentcountybank.com","66738","4636","5158","567","27827","22434","42","0","0","","","3959"
"35131","0","2797162","3093919","Sauk Valley Bank & Trust Company","Sterling","IL","61081","12/31/2014","2/18/2015","NM","201 West 3rd Street","SV FINANCIAL, INC.","6","0","0","2","0","Whiteside","","","7/9/1999","7/9/1999","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.saukvalleybank.com","143216","10798","2369","97","70592","120295","115","0","0","","","826"
"5753","9858","597041","3084999","Savanna-Thomson State Bank","Thomson","IL","61285","12/31/2014","2/18/2015","NM","Main Street And Route 84","SAVANNA-THOMSON INVESTMENT, INC.","3","0","0","4","1","Carroll","","","1/1/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.stsb4u.com","59114","4899","2897","154","22381","30089","44","0","0","","","261"
"14619","0","647414","0","Savannah Bank National Association","Savannah","NY","13146","12/31/2014","2/18/2015","N","1565 Main Street","","5","0","0","8","1","Wayne","40380","Rochester, NY","1/1/1925","7/21/1934","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","http://www.savannahbankny.com","73696","7678","3967","298","37585","49800","52","0","0","","","10000"
"26455","3996","1002373","0","Savers Co-operative Bank","Southbridge","MA","1550","12/31/2014","2/18/2015","SB","270 Main Street","","6","0","0","5","0","Worcester","49340","Worcester, MA-CT","1/1/1910","11/26/1985","1/31/2011","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","http://www.saversbank.com","236625","37183","31104","1994","100613","68134","109","2003","6","","","26109"
"13735","0","588348","3104794","Savings Bank","Primghar","IA","51245","12/31/2014","2/18/2015","NM","185 S Green Avenue","CAPITAL BANCSHARES, INC.","3","0","0","2","1","Obrien","","","11/15/1894","1/29/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","http://www.savingsbankia.com","96362","8054","9226","395","45904","45763","63","1362","5","","","7455"
"15912","12443","626101","0","Savings Bank of Danbury","Danbury","CT","6810","12/31/2014","2/18/2015","SB","220 Main Street","","18","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","6/26/1849","9/25/1942","3/1/2013","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","www.sbdanbury.com","492130","36137","57767","2740","279399","112943","249","8076","17","","","35736"
"8011","0","146663","0","Savings Bank of Mendocino County","Ukiah","CA","95482","12/31/2014","2/18/2015","NM","200 North School Street","","10","0","0","7","0","Mendocino","","","11/28/1903","1/1/1934","6/20/2011","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","WWW.SAVINGSBANK.COM","514973","34945","79171","4082","180012","214855","417","8474","18","","","18162"
"18030","0","598002","0","Savings Bank of Walpole","Walpole","NH","3608","12/31/2014","2/18/2015","SB","68 Ames Plaza Lane","","4","0","0","8","0","Cheshire","","","7/21/1875","7/2/1959","7/1/2008","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","http://www.walpolebank.com","229158","27665","29935","1831","76535","47626","90","4078","13","","","5524"
"18214","17978","480808","0","Savings Institute Bank and Trust Company","Willimantic","CT","6226","12/31/2014","2/18/2015","SB","803 Main Street","","26","0","1","4","0","Windham","49340","Worcester, MA-CT","1/1/1842","7/1/1960","12/30/2014","Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","www.savingsinstitute.com","760213","80664","74196","5534","336862","184582","361","5648","17","","","40920"
"58641","0","3685396","0","Savoy Bank","New York","NY","10019","12/31/2014","2/18/2015","NM","1675 Broadway","","1","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/15/2008","1/15/2008","3/15/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","http://www.banksavoy.com","66716","1013","641","46","47214","41684","59","0","0","","","4471"
"16039","15653","605610","0","Sawyer Savings Bank","Saugerties","NY","12477","12/31/2014","2/18/2015","SB","87 Market Street","","3","0","0","5","0","Ulster","28740","Kingston, NY","4/6/1871","7/1/1943","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.SawyerSavings.com","118405","8580","6733","393","71436","24260","38","911","2","","","15597"
"57103","0","2970657","2260406","Schaumburg Bank & Trust Company, National Association","Schaumburg","IL","60173","12/31/2014","2/18/2015","N","1180 E Higgins Road","WINTRUST FINANCIAL CORPORATION","8","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/22/2001","1/22/2001","1/27/2014","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.bankschaumburg.com","407550","14071","30862","936","180535","204959","296","1783","6","","","62154"
"10344","0","583268","1105443","Schertz Bank & Trust","Schertz","TX","78154","12/31/2014","2/18/2015","NM","519 Main Street","SCHERTZ BANCSHARES CORPORATION","5","0","0","4","0","Guadalupe","41700","San Antonio-New Braunfels, TX","8/13/1913","1/1/1934","11/27/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","WWW.SCHERTZBANK.COM","98444","5469","4692","425","27330","106912","113","254","1","","","36686"
"30072","4683","657178","0","Schuyler Savings Bank","Kearny","NJ","7032","12/31/2014","2/18/2015","SB","24 Davis Ave","","1","0","0","5","0","Hudson","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1924","1/3/1952","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","www.schuylersavings.com","74530","4021","8350","461","49417","6298","19","881","3","","","5183"
"5523","0","582766","0","Schwertner State Bank","Schwertner","TX","76573","12/31/2014","2/18/2015","NM","110 Main Street","","2","0","0","5","0","Williamson","12420","Austin-Round Rock, TX","1/1/1912","1/1/1934","12/2/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.txloanstar.com","19990","1352","768","21","4860","14506","21","0","0","","","1057"
"30424","5316","453370","0","Scituate Federal Savings Bank","Scituate","MA","2066","12/31/2014","2/18/2015","SA","72 Front Street","","5","0","0","5","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1928","3/7/1955","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.scituatefederal.com","187293","15275","15922","819","87835","28299","75","2435","7","","","10087"
"22946","0","716413","1238967","Scotiabank de Puerto Rico","San Juan","PR","918","12/31/2014","2/18/2015","NM","290 Jesus T. Pinero Avenue","BANK OF NOVA SCOTIA, THE","0","0","0","6","0","San Juan","41980","San Juan-Carolina-Caguas, PR","9/7/1979","9/7/1979","7/30/2014","Stock","0","1","FDIC","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","WWW.SCOTIABANKPR.COM","1935748","256117","71415","9466","846362","1569503","1373","4283","9","","","428477"
"8491","15639","443634","1206425","Scott State Bank","Bethany","IL","61914","12/31/2014","2/18/2015","NM","101 West Main Street","SCOTT BANCSHARES, INC.","7","0","0","2","1","Moultrie","","","1/1/1887","1/1/1934","10/1/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","","93598","9121","7119","340","33764","34288","58","0","0","","","1934"
"10781","0","852263","1031588","Scott Valley Bank","Yreka","CA","96097","12/31/2014","2/18/2015","NM","515 South Broadway","LEARNER FINANCIAL CORPORATION","11","0","1","4","0","Siskiyou","","","5/3/1912","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","http://www.scottvalleybank.com","241008","17433","8293","334","66642","255195","314","291","1","","","35783"
"58656","18050","3688052","0","Scottrade Bank","Saint Louis","MO","63141","12/31/2014","2/18/2015","SA","700 Maryville Centre Drive","","1","0","0","9","1","Saint Louis","41180","St. Louis, MO-IL","7/8/2008","7/8/2008","5/7/2012","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.scottrade.com","6660263","195013","6540825","70324","3471","812098","1489","2262394","3755","","","752"
"29910","4315","735973","0","Scottsburg Building and Loan Association","Scottsburg","IN","47170","12/31/2014","2/18/2015","SA","306 West Mcclain Street","","1","0","0","5","0","Scott","31140","Louisville-Jefferson County, KY-IN","1/1/1889","6/29/1942","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","www.sblaonline.com","47667","2635","14011","358","47866","5967","13","2413","6","","","5588"
"14026","0","711753","1056143","Scribner Bank","Scribner","NE","68057","12/31/2014","2/18/2015","NM","400 Main Street","SCRIBNER BANSHARES, INC.","1","0","0","2","0","Dodge","","","8/17/1917","3/9/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","www.scribnerbank.com","34157","2510","1880","89","8268","31132","39","0","0","","","500"
"57428","0","3194638","4735533","Seacoast Commerce Bank","San Diego","CA","92128","12/31/2014","2/18/2015","SM","11939 Rancho Bernardo Rd, #","SEACOAST COMMERCE BANC HOLDINGS","7","0","1","4","0","San Diego","41740","San Diego-Carlsbad, CA","6/10/2003","6/10/2003","6/25/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","http://www.sccombank.com","177031","2646","0","0","34993","185318","244","0","0","","","11904"
"131","0","34537","3962640","Seacoast National Bank","Stuart","FL","34994","12/31/2014","2/18/2015","N","815 Colorado Avenue","CAPGEN CAPITAL GROUP III LP","48","0","0","4","0","Martin","38940","Port St. Lucie, FL","1/1/1933","1/1/1934","10/1/2014","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","www.seacoastbank.com","1474637","138764","49911","3280","278904","891346","1228","2139","6","","","45130"
"90268","11279","418100","0","Seamen's Bank","Provincetown","MA","2657","12/31/2014","2/18/2015","SB","221 Commercial Street","","5","0","0","4","0","Barnstable","12700","Barnstable Town, MA","4/14/1851","7/1/1985","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","http://www.seamensbank.com","188603","15216","11085","407","52558","94925","157","0","0","","","6098"
"58328","0","3487518","3934562","Seaside National Bank & Trust","Orlando","FL","32801","12/31/2014","2/18/2015","N","201 South Orange Avenue","THREE SHORES BANCORPORATION, INC.","13","0","0","4","0","Orange","36740","Orlando-Kissimmee-Sanford, FL","10/31/2006","10/31/2006","8/17/2007","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","www.seasidebank.com","406041","6863","5869","107","202693","483377","515","1552","5","","","42002"
