cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,IDdepsam,IDdepsmb,DEPSMRA,DEPSMRN,NTRCDSMJ,IDdeplam,IDdeplgb,DEPLGRA,DEPLGRN,TRNNIA,TRNNIN,NTRTMLGJ
"15085","11451","591320","3136973","Arthur State Bank","Union","SC","29379","12/31/2014","2/18/2015","NM","100 East Main Street","JCO PARTNERS II, L.P.","20","0","0","4","0","Union","43900","Spartanburg, SC","4/1/1933","3/13/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","http://wwwarthurstatebank.com","315521","38174","24308","902","99040","102214","150","509","2","","","11706"
"17123","13184","73116","0","Artisans' Bank","Wilmington","DE","19808","12/31/2014","2/18/2015","SB","2961 Centerville Road","","13","0","0","4","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","2/28/1861","7/3/1952","1/1/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","www.artisansbank.com","344498","27409","34324","2012","198961","53401","128","1683","3","","","12929"
"28780","2349","390372","0","Arundel Federal Savings Bank","Glen Burnie","MD","21061","12/31/2014","2/18/2015","SA","655 Crain Highway, S","","7","0","0","5","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","1/1/1906","7/31/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","www.arundelfederal.com","290677","14393","85920","2513","256463","20507","61","5526","17","","","13031"
"8728","10375","311845","1095674","Arvest Bank","Fayetteville","AR","72701","12/31/2014","2/18/2015","SM","75 North East Street","ARVEST BANK GROUP, INC.","277","0","1","4","0","Washington","22220","Fayetteville-Springdale-Rogers, AR-MO","1/1/1871","1/1/1934","12/7/2013","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","www.arvest.com","8088830","1117897","320775","20938","1392013","4310278","4818","10602","32","","","212068"
"29663","3846","342175","4281441","Asheville Savings Bank, S.S.B.","Asheville","NC","28801","12/31/2014","2/18/2015","SB","11 Church Street","ASB BANCORP, INC.","13","0","0","4","0","Buncombe","11700","Asheville, NC","3/1/1936","4/3/1936","10/6/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","http://www.ashevillesavingsbank.com","477522","67225","30483","1946","145672","96924","215","956","3","","","8384"
"1436","0","336950","0","Ashton State Bank","Ashton","NE","68817","12/31/2014","2/18/2015","NM","295 Center Ave.","","1","0","0","2","0","Sherman","","","12/2/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","","18144","1022","0","0","9492","1847","4","0","0","","","1000"
"11343","10514","821643","1250419","Ashton State Bank","Ashton","IA","51232","12/31/2014","2/18/2015","NM","317 Third Street","ASHTON BANCSHARES, INC.","1","0","0","2","1","Osceola","","","3/1/1884","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","http://www.ashtonstatebank.com","30425","1767","1944","115","17026","6711","16","311","1","","","2488"
"25745","0","810900","1144125","Asia Bank, National Association","Flushing","NY","11354","12/31/2014","2/18/2015","N","13534 Roosevelt Avenue","ASIA BANCSHARES, INC.","5","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","11/9/1984","11/9/1984","1/2/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","http://WWW.ASIABANK-NA.COM","282166","29473","5199","1076","141860","168087","177","0","0","","","35452"
"34759","0","2785477","2785459","Asian Bank","Philadelphia","PA","19107","12/31/2014","2/18/2015","SM","815-837 Arch Street","ASIAN FINANCIAL CORPORATION","1","0","0","4","0","Philadelphia","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/9/1999","6/9/1999","2/8/2008","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","http://www.theasianbank.com","77071","6993","2034","330","47017","7130","21","0","0","","","5393"
"33013","0","1462986","0","Asian Pacific National Bank","San Gabriel","CA","91776","12/31/2014","2/18/2015","N","333 West Valley Boulevard","","2","0","0","4","1","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","7/25/1990","7/25/1990","2/15/2013","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","","43863","1157","0","0","34382","2557","8","0","0","","","757"
"5296","0","917742","1199563","Associated Bank, National Association","Green Bay","WI","54301","12/31/2014","2/18/2015","N","200 North Adams Street","ASSOCIATED BANC-CORP","239","0","1","4","0","Brown","24580","Green Bay, WI","1/1/1874","1/1/1934","7/1/2007","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","www.associatedbank.com","10921192","986761","346288","33294","1419396","10344117","5513","14910","35","","","152059"
"29805","4115","482772","0","Astoria Bank","Long Island City","NY","11103","12/31/2014","2/18/2015","SA","37-16 30th Avenue","","88","0","0","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1888","1/7/1937","6/1/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","www.astoriabank.com","7161263","443001","985647","64349","2566170","3268041","2972","30973","94","","","129336"
"17636","0","1003455","1060917","Astra Bank","Scandia","KS","66966","12/31/2014","2/18/2015","NM","323 4th Street","FIRST BELLEVILLE BANCSHARES, INC.","7","0","1","2","1","Republic","","","10/2/1939","7/27/1956","1/9/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://www.bankwithastra.com","145753","13287","8453","694","49525","72621","92","0","0","","","4532"
"24064","0","851060","0","Atascosa National Bank","Pleasanton","TX","78064","12/31/2014","2/18/2015","N","1525 West Oaklawn","","1","0","0","7","0","Atascosa","41700","San Antonio-New Braunfels, TX","9/7/1982","9/7/1982","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","","38210","1791","997","45","6183","56039","66","0","0","","","2226"
"29085","2887","807272","0","Athens Federal Community Bank","Athens","TN","37303","12/31/2014","2/18/2015","SA","106 Washington Avenue Nw","","7","0","0","4","0","Mcminn","","","8/1/1934","3/25/1935","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","www.athensfederal.com","170605","17843","23283","721","77038","57466","102","2563","9","","","9476"
"9631","0","924937","1406971","Athens State Bank","Athens","IL","62613","12/31/2014","2/18/2015","NM","200 North West Street","ATHENS BANCORP, INC.","4","0","0","8","1","Menard","44100","Springfield, IL","5/18/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","www.athensstatebank.com","88148","8169","7665","267","40760","15049","20","0","0","","","2072"
"90146","14766","408307","0","Athol Savings Bank","Athol","MA","1331","12/31/2014","2/18/2015","SB","444 Main Street","","8","0","0","5","0","Worcester","49340","Worcester, MA-CT","2/12/1867","9/10/1985","3/3/2008","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","http://www.atholsb.com","211019","30532","20539","1178","75012","46732","93","1467","3","","","16337"
"9096","12602","739346","0","Atkins Savings Bank & Trust","Atkins","IA","52206","12/31/2014","2/18/2015","NM","97 Main Avenue","","1","0","0","2","0","Benton","16300","Cedar Rapids, IA","4/15/1915","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","https://www.atkinssavingsbank.com","52131","3636","3333","101","30059","15713","23","626","2","","","5004"
"58492","0","3555695","3559657","Atlantic Capital Bank","Atlanta","GA","30305","12/31/2014","2/18/2015","NM","3280 Peachtree Rd, # 1600","BANKCAP PARTNERS FUND I, L.P.","1","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","5/15/2007","5/15/2007","5/15/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","WWW.ATLANTICCAPITALBANK.COM","101503","2980","0","0","3673","1007471","490","0","0","","","12457"
"45826","17022","543570","0","Atlantic Coast Bank","Jacksonville","FL","32256","12/31/2014","2/18/2015","SA","4655 Salisbury Rd, # 110","","12","0","1","5","0","Duval","27260","Jacksonville, FL","3/27/1939","11/1/2000","5/1/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","www.atlanticcoastbank.net","357272","32348","24691","1714","150880","61459","136","552","2","","","11243"
"58075","0","3393785","3393794","Atlantic Community Bank","Bluffton","SC","29910","12/31/2014","2/18/2015","NM","1 Sheridan Park Circle","ATLANTIC BANCSHARES, INC.","3","0","0","4","0","Beaufort","25940","Hilton Head Island-Bluffton-Beaufort, SC","1/26/2006","1/26/2006","7/21/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","http://www.atlanticcommunitybank.com","41282","2194","2218","44","19627","24683","27","0","0","","","2696"
"24829","0","959715","0","Atlantic Community Bankers Bank","Camp Hill","PA","17011","12/31/2014","2/18/2015","SM","1400 Market Street","","2","0","1","4","0","Cumberland","25420","Harrisburg-Carlisle, PA","11/21/1983","11/21/1983","8/5/2013","Stock","0","1","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","http://www.acbb.com","105603","639","0","0","86362","209441","117","0","0","","","2973"
"34677","0","2727431","2939739","Atlantic National Bank","Brunswick","GA","31520","12/31/2014","2/18/2015","N","710 Gloucester Street","ATLANTIC NATIONAL CORPORATION","3","0","0","4","1","Glynn","15260","Brunswick, GA","8/31/1998","8/31/1998","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","www.atlanticnationalbank.com","87420","4899","13010","318","41241","24187","48","519","2","","","1834"
"26390","12877","527507","2290560","Atlantic Stewardship Bank","Midland Park","NJ","7432","12/31/2014","2/18/2015","NM","630 Godwin Avenue","STEWARDSHIP FINANCIAL CORPORATION","13","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","9/28/1985","9/28/1985","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","http://www.asbnow.com","369989","35656","26416","1429","98442","166263","297","2398","7","","","33937"
"91325","0","975751","1231342","Atlantic Trust Company, National Association","Atlanta","GA","30309","12/31/2014","2/18/2015","N","1555 Peachtree St, Ne, 2 Pea","CANADIAN IMPERIAL BANK OF COMMERCE","12","0","1","7","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","5/14/1969","5/5/2000","12/31/2013","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","","0","0","0","0","0","842","2","0","0","","","500"
"284","9664","811541","2151670","Auburn Banking Company","Auburn","KY","42206","12/31/2014","2/18/2015","NM","Main And Lincoln Streets","FIRST COMMUNITY BANCORP, INC","2","0","0","8","1","Logan","","","1/1/1929","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","www.auburnbankingcompany.com","45193","3965","2934","114","18346","11393","26","269","1","","","2311"
"28288","1305","229173","0","Auburn Savings Bank, FSB","Auburn","ME","4210","12/31/2014","2/18/2015","SA","256 Court St","","2","0","0","5","0","Androscoggin","30340","Lewiston-Auburn, ME","1/1/1887","1/17/1951","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","www.auburnsavings.com","37966","2795","6651","315","23131","7136","16","0","0","","","3050"
"11477","0","979151","0","Auburn State Bank","Auburn","NE","68305","12/31/2014","2/18/2015","SM","1212 J Street","","1","0","0","2","0","Nemaha","","","1/1/1905","1/1/1934","5/23/2007","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","http://www.auburnstatebank.com","51927","4619","4617","192","24547","16775","32","619","2","","","1913"
"35","9177","749635","1129533","AuburnBank","Auburn","AL","36830","12/31/2014","2/18/2015","SM","100 North Gay Street","AUBURN NATIONAL BANCORPORATION, INC.","10","0","0","4","0","Lee","12220","Auburn-Opelika, AL","1/3/1907","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","www.auburnbank.com","360003","20642","36144","1339","186692","293293","319","6891","14","","","62429"
"28191","1098","820178","0","Audubon Savings Bank","Audubon","NJ","8106","12/31/2014","2/18/2015","SB","515 S White Horse Pike","","3","0","0","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1904","7/3/1972","1/9/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","www.audubonsavings.com","84963","6343","12902","994","33938","15871","30","646","2","","","291"
"5814","0","760649","1205905","Audubon State Bank","Audubon","IA","50025","12/31/2014","2/18/2015","NM","315 Broadway","GREENE INVESTMENT CO.","2","0","0","2","1","Audubon","","","1/1/1876","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.audubonstatebank.com","63014","4034","4565","185","32335","29421","54","0","0","","","5675"
"3276","16121","548351","3035227","Austin Bank, Texas National Association","Jacksonville","TX","75766","12/31/2014","2/18/2015","N","200 East Commerce Street","JSA FAMILY LIMITED PARTNERSHIP","31","0","0","4","0","Cherokee","","","10/1/1900","1/1/1934","10/9/2010","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.austinbank.com","886155","101931","38976","1657","242444","384888","582","2947","8","","","52776"
"58082","0","3347911","0","Austin Capital Bank SSB","Austin","TX","78757","12/31/2014","2/18/2015","SB","8100 Shoal Creek Blvd.","","1","0","0","4","0","Travis","12420","Austin-Round Rock, TX","1/9/2006","1/9/2006","9/19/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.austincapitalbank.com","42819","660","0","0","23813","15000","31","0","0","","","1674"
"58484","0","3463875","4230216","Austin County State Bank","Bellville","TX","77418","12/31/2014","2/18/2015","NM","436 South Front Street","AUSTIN COUNTY BANCSHARES, INC.","1","0","0","4","1","Austin","26420","Houston-The Woodlands-Sugar Land, TX","6/26/2007","6/26/2007","7/23/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.acsbank.com","58622","3170","1621","76","28201","42835","75","0","0","","","14217"
"35115","15850","2860459","0","Auto Club Trust, FSB","Dearborn","MI","48126","12/31/2014","2/18/2015","SA","One Auto Club Drive","","4","0","1","5","0","Wayne","19820","Detroit-Warren-Dearborn, MI","11/30/1999","11/30/1999","7/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","aaabanking.mi.aaa.com","31325","2093","1883","38","13658","5461","17","1327","2","","","2033"
"2326","52136","262059","1057980","AVB Bank","Broken Arrow","OK","74012","12/31/2014","2/18/2015","NM","302 South Main Street","ARKANSAS VALLEY BANCSHARES, INC.","5","0","0","4","0","Tulsa","46140","Tulsa, OK","2/16/1905","1/1/1934","10/27/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.bankavb.com","146367","8344","8302","364","61337","79769","106","376","1","","","14259"
"6106","0","481355","3541483","Avenue Bank","Nashville","TN","37203","12/31/2014","2/18/2015","NM","111 10th Ave South, # 400","AVENUE FINANCIAL HOLDINGS, INC.","6","0","0","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","9/8/1911","1/1/1934","7/20/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","www.avenuenashville.com","502715","15999","249","1","151526","319778","399","0","0","","","9567"
"57510","0","3214059","3680980","Avidbank","Palo Alto","CA","94301","12/31/2014","2/18/2015","NM","400 Emerson Street","AVIDBANK HOLDINGS, INC.","1","0","0","4","0","Santa Clara","41940","San Jose-Sunnyvale-Santa Clara, CA","10/1/2003","10/1/2003","5/15/2012","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","http://www.avidbank.com","100841","2606","0","0","15567","286463","343","0","0","","","22977"
"90215","10957","619701","2465528","Avidia Bank","Hudson","MA","1749","12/31/2014","2/18/2015","SB","42 Main Street","ASSABET VALLEY BANCORP","9","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","2/26/1869","11/27/1985","12/31/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","http://www.avidiabank.com","264181","53070","50372","2703","188746","494545","1508","3555","8","","","108984"
"26617","0","178271","0","Avon Co-operative Bank","Avon","MA","2322","12/31/2014","2/18/2015","SM","1 East Main Street","","1","0","0","5","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1914","4/3/1986","9/16/2008","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","http://www.avoncoopbank.com","52772","4243","2766","144","32199","13492","22","1456","5","","","7089"
"10171","0","362753","2183943","Avon State Bank","Avon","MN","56310","12/31/2014","2/18/2015","NM","104 Avon Ave North","AVON STATE BANK EMPLOYEE STOCK OWNERSHIP PLAN & TRUST","1","0","0","8","1","Stearns","41060","St. Cloud, MN","7/19/1907","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.avonstatebank.com","74347","8924","12614","439","28155","9609","18","0","0","","","1647"
"31390","6859","408875","0","Axiom Bank","Maitland","FL","32751","12/31/2014","2/18/2015","SA","258 Southhall Lane","","21","0","0","5","0","Orange","36740","Orlando-Kissimmee-Sanford, FL","1/1/1962","3/26/1963","11/1/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","www.axiombanking.com","373810","116423","31027","971","264272","84355","215","1339","5","","","33663"
"30691","5755","204376","2588744","B&L Bank","Lexington","MO","64067","12/31/2014","2/18/2015","NM","205 South 13th Street","LEXINGTON B & L FINANCIAL CORP.","2","0","0","5","0","Lafayette","28140","Kansas City, MO-KS","1/1/1887","3/15/1954","3/22/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.bl-bank.com","83956","7764","9247","628","45813","11516","23","0","0","","","1045"
"21265","10221","725732","0","BAC Florida Bank","Coral Gables","FL","33134","12/31/2014","2/18/2015","NM","169 Miracle Mile, Suite R10","","1","0","0","5","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","10/12/1973","10/12/1973","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.bacflorida.com","597809","8776","94","3","369910","582447","795","0","0","","","198788"
"2469","0","846945","1247727","Badger Bank","Fort Atkinson","WI","53538","12/31/2014","2/18/2015","NM","220 Grant Street","CITIZENS FINANCIAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST","4","0","0","4","0","Jefferson","","","1/7/1884","1/1/1934","4/30/2007","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","www.badgerbank.com","79609","8339","5740","415","28076","17961","31","405","1","","","1729"
"2987","13311","69678","1141870","Baker-Boyer National Bank","Walla Walla","WA","99362","12/31/2014","2/18/2015","N","Second And Main Streets","BAKER BOYER BANCORP","8","0","1","4","0","Walla Walla","47460","Walla Walla, WA","11/10/1869","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","www.bakerboyer.com","301634","20860","15891","815","57418","166336","256","305","1","","","3937"
"26704","0","696168","0","Balboa Thrift and Loan Association","Chula Vista","CA","91910","12/31/2014","2/18/2015","NM","865 Amena Court","","4","0","0","6","0","San Diego","41740","San Diego-Carlsbad, CA","12/11/1980","7/3/1986","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","http://www.balboathrift.com","133204","3505","0","0","116795","37479","72","0","0","","","18115"
"34456","0","1429028","0","Ballinger National Bank","Ballinger","TX","76821","12/31/2014","2/18/2015","N","900 Hutchings Avenue","","1","0","0","2","1","Runnels","","","4/1/1997","4/1/1997","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.ballingernationalbank.com","38916","2725","915","57","12008","4828","14","0","0","","","1264"
"6959","13519","505","1048728","Ballston Spa National Bank","Ballston Spa","NY","12020","12/31/2014","2/18/2015","N","87 Front Street","BALLSTON SPA BANCORP, INC.","10","0","0","8","0","Saratoga","10580","Albany-Schenectady-Troy, NY","1/1/1838","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.bsnb.com","202480","18408","5454","352","33263","155989","131","614","1","","","3042"
"34440","0","18377","0","Bally Savings Bank","Bally","PA","19503","12/31/2014","2/18/2015","SB","323 Main Street","","1","0","0","5","0","Berks","39740","Reading, PA","1/2/1999","1/2/1999","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","www.ballysavingsbank.com","41683","2021","4793","407","28609","513","2","714","2","","","1225"
"18923","0","750864","1951350","Banamex USA","Century City","CA","90067","12/31/2014","2/18/2015","NM","2029 Century Park East, # 42","CITIGROUP INC.","3","0","1","9","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","11/1/1963","11/1/1963","4/22/2014","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","http://www.banamexusa.com","294565","12671","0","0","26145","496923","524","0","0","","","75932"
"35498","15953","200378","3153130","Banc of California, N.A.","Irvine","CA","92612","12/31/2014","2/18/2015","N","18500 Von Karman Avenue","BANC OF CALIFORNIA, INC.","39","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","4/21/1941","1/3/2000","11/8/2014","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","www.bancofcal.com","1785589","67055","62121","2326","842479","2850963","3639","12421","26","","","52151"
"4033","0","251352","2107789","BancCentral, National Association","Alva","OK","73717","12/31/2014","2/18/2015","N","602-612 Flynn Street","MYERS BANCSHARES, INC.","5","0","1","2","1","Woods","","","8/11/1913","1/1/1934","6/21/2014","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.bcna.com","244460","15413","9670","575","98203","233787","271","0","0","","","45765"
"27476","12941","1386251","1133286","BancFirst","Oklahoma City","OK","73102","12/31/2014","2/18/2015","NM","101 N. Broadway, Suite 200","BANCFIRST CORPORATION","101","0","0","4","0","Oklahoma","36420","Oklahoma City, OK","4/1/1989","4/1/1989","1/24/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.bancfirst.com","3211329","326718","127712","7114","637723","2609851","3042","5356","17","","","112625"
"26725","0","110936","1242076","Banco do Brasil Americas","Miami","FL","33134","12/31/2014","2/18/2015","NM","800 Brickell Avenue","BANCO DO BRASIL S.A.","5","0","0","8","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/24/1986","7/24/1986","4/15/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.bbamericas.com","155099","64993","1272","24","12812","53563","91","0","0","","","13719"
"34968","0","940311","1129382","Banco Popular de Puerto Rico","Hato Rey","PR","919","12/31/2014","2/18/2015","SM","209 Munoz Rivera Avenue","POPULAR, INC.","2","0","1","4","0","San Juan","41980","San Juan-Carolina-Caguas, PR","1/2/1999","1/2/1999","1/1/2013","Stock","0","0","FED","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","http://www.popular.com","12537000","1942662","1248000","196603","4936000","7423000","6375","23000","62","","","1692000"
"34967","0","2736291","1129382","Banco Popular North America","New York","NY","10019","12/31/2014","2/18/2015","SM","7 West 51st Street","POPULAR, INC.","63","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/2/1999","1/2/1999","1/1/2012","Stock","0","1","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","http://www.popularcommunitybank.com","2401058","212670","92933","6029","738133","990677","1471","3083","9","","","96875"
"20828","12675","816210","1239254","Banco Santander Puerto Rico","San Juan","PR","917","12/31/2014","2/18/2015","NM","207 Ponce De Leon Avenue","BANCO SANTANDER, S.A.","1","0","0","4","0","San Juan","41980","San Juan-Carolina-Caguas, PR","10/2/1972","10/2/1972","10/7/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","www.santander.pr","1723413","223290","39428","6328","139473","2797324","1805","554","2","","","386492"
"11813","11210","606046","1097614","BancorpSouth Bank","Tupelo","MS","38801","12/31/2014","2/18/2015","NM","One Mississippi Plaza","BANCORPSOUTH, INC.","274","0","1","4","0","Lee","","","3/1/1876","1/1/1934","11/23/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","www.bancorpsouth.com","6527773","572336","403214","20592","1684262","4327890","4735","28670","77","","","308207"
"12342","0","570745","1491829","Bancroft State Bank","Bancroft","WI","54921","12/31/2014","2/18/2015","NM","5496 County Road W","BANCROFT STATE BANCSHARES, INC.","5","0","0","8","1","Portage","","","10/7/1912","1/1/1934","3/1/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","bancroftstatebank.com","51446","6075","5507","371","24121","8876","19","285","1","","","1976"
"26653","0","78157","1139671","Bandera Bank","Bandera","TX","78003","12/31/2014","2/18/2015","NM","207 Main Street","BANDERA BANCSHARES, INC.","1","0","0","8","1","Bandera","41700","San Antonio-New Braunfels, TX","4/24/1986","4/24/1986","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.banderabank.com","36753","3833","897","38","7324","7271","19","0","0","","","3029"
"57815","0","3402913","0","Banesco USA","Coral Gables","FL","33134","12/31/2014","2/18/2015","NM","150 Alhambra Circle, # 100","","5","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","1/10/2006","1/10/2006","10/27/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","www.BanescoUSA.com","350122","12950","1662","39","52993","425251","571","0","0","","","69271"
"18408","7107","419406","3547999","Bangor Savings Bank","Bangor","ME","4401","12/31/2014","2/18/2015","SB","3 State Street","BANGOR BANCORP, MHC","58","0","0","4","0","Penobscot","12620","Bangor, ME","2/14/1852","7/1/1961","2/7/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","www.bangor.com","1194422","215979","223656","6655","464917","832680","832","5653","15","","","46897"
